spec,scenario,rank,symbol,net_pnl,contribution_pct_of_total_pnl,cumulative_contribution_pct,positive
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,162,B,2.0979691967111416,0.3585158854324485,97.65767542276129,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,163,CHZ,2.0963884813627653,0.3582457615604545,98.01592118432173,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,164,MBOX,2.0885416503482044,0.3569048393136292,98.37282602363537,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,165,FLUID,2.0741340509518684,0.35444276634199995,98.72726878997737,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,166,1INCH,2.062312995016916,0.35242270029817535,99.07969149027555,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,167,MAGIC,2.0522282912523018,0.35069935445250594,99.43039084472804,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,168,SFP,2.0393035532133705,0.3484906833674996,99.77888152809554,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,169,LUNA2,2.0330524940675736,0.3474224579578705,100.1263039860534,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,170,BLESS,2.0290192801312483,0.3467332336986264,100.47303721975203,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,171,PUFFER,2.0153342470405136,0.34439463799217446,100.81743185774421,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,172,NEIRO,1.9870185289789548,0.3395558468657797,101.15698770460999,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,173,LA,1.982346176654143,0.33875740209671057,101.49574510670672,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,174,GPS,1.9569032654923477,0.33440953662878586,101.83015464333549,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,175,LSK,1.9469732200865792,0.33271261990254675,102.16286726323803,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,176,ENA,1.9218659925873913,0.3284221184444052,102.49128938168244,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,177,PARTI,1.9068165547443867,0.3258503635578208,102.81713974524025,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,178,SYS,1.8961922249586072,0.32403480258283307,103.14117454782308,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,179,WIF,1.856245913927747,0.3172084930776985,103.45838304090078,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,180,STMX,1.8332375807038044,0.31327666558898326,103.77165970648976,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,181,DMC,1.829592095057568,0.3126536990953186,104.08431340558508,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,182,DGB,1.8180444362444126,0.31068035309454783,104.39499375867965,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,183,ACX,1.7889699749892003,0.30571190253925634,104.70070566121889,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,184,IOTA,1.7872309749856168,0.30541472986053964,105.00612039107943,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,185,ZIL,1.750869662512449,0.2992010503855313,105.30532144146495,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,186,HEI,1.7501189161377393,0.29907275750988466,105.60439419897483,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,187,YALA,1.7458955948700396,0.2983510463588684,105.90274524533369,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,188,TOWNS,1.7406948940008202,0.297462313635852,106.20020755896955,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,189,IDEX,1.7405423112498337,0.2974362392110429,106.49764379818059,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,190,Q,1.7382206765127344,0.2970395017686025,106.79468329994918,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,191,BSV,1.7331542255580858,0.29617371062502734,107.09085701057421,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,192,BAN,1.7176305113858188,0.2935209080288809,107.38437791860309,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,193,AT,1.7004458474075888,0.2905842705264465,107.67496218912953,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,194,GRASS,1.688442205990006,0.28853300297781675,107.96349519210735,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,195,BLZ,1.644042027696597,0.28094558498370414,108.24444077709106,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,196,ORCA,1.6324895116350135,0.2789714089418042,108.52341218603286,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,197,MMT,1.6240987633973567,0.2775375382545796,108.80094972428742,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,198,NOM,1.6144311428115077,0.27588546654647533,109.0768351908339,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,199,PONKE,1.6087539210047708,0.27491530253928714,109.3517504933732,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,200,TRADOOR,1.6037464965013735,0.27405959825516996,109.62581009162837,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,201,STEEM,1.5902354825876859,0.2717507401823492,109.89756083181071,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,202,SCR,1.582649144213575,0.27045433276910014,110.16801516457978,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,203,GRIFFAIN,1.57296641249261,0.26879967876284083,110.43681484334265,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,204,BEAMX,1.5657051704117664,0.2675588261144635,110.70437366945711,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,205,CKB,1.5620177303866636,0.26692869015839177,110.97130235961549,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,206,NULS,1.5602978490977626,0.2666347846215061,111.237937144237,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,207,VELODROME,1.539562724573616,0.26309141918983997,111.50102856342686,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,208,GHST,1.527795703365885,0.2610805869841978,111.76210915041105,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,209,ARB,1.524349769896351,0.26049172138459414,112.02260087179565,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,210,PERP,1.51708316720474,0.259249952676954,112.28185082447261,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,211,CTK,1.5123889906261312,0.2584477784243032,112.54029860289691,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,212,CATI,1.5108878643711283,0.2581912553021802,112.79848985819912,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,213,ONDO,1.5033121397843092,0.2568966616483298,113.05538651984743,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,214,SC,1.4969893626261657,0.255816180555091,113.31120270040253,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,215,NXPC,1.496093830690254,0.25566314569383575,113.56686584609636,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,216,BULLA,1.4936541623246795,0.2552462378261623,113.82211208392252,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,217,FORM,1.4864071604578617,0.254007818646755,114.07611990256927,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,218,MANA,1.4780795241885738,0.25258473298118683,114.32870463555047,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,219,BEAT,1.4650889812072931,0.2503648166799927,114.57906945223044,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,220,NTRN,1.4538057835006473,0.2484366636724801,114.82750611590293,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,221,ON,1.4432383835388267,0.24663083127037905,115.07413694717332,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,222,MAV,1.4386564208558583,0.2458478329256569,115.31998478009898,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,223,MEMEFI,1.4368442956197642,0.2455381640875485,115.56552294418651,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,224,AI16Z,1.4355811888952745,0.2453223154342718,115.8108452596208,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,225,ETC,1.4271055438492772,0.24387393697712362,116.05471919659792,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,226,DOGE,1.42346229312388,0.24325135240261425,116.29797054900052,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,227,ZRO,1.4186497414202444,0.24242894936737275,116.54039949836792,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,228,SKATE,1.4046708793871678,0.24004014208317484,116.78043964045108,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,229,LYN,1.4044890214460664,0.24000906490583632,117.0204487053569,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,230,1000WHY,1.3992225325242962,0.23910908985288107,117.25955779520977,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,231,NFP,1.3826499887889503,0.23627705580754824,117.49583485101734,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,232,ZK,1.3733663712514037,0.2346906052692337,117.73052545628657,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,233,STBL,1.3639567922858165,0.23308262954695783,117.9636080858335,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,234,POLYX,1.36053494463944,0.23249787990397988,118.19610596573749,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,235,DENT,1.3483233207960434,0.23041107084041187,118.42651703657789,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,236,RONIN,1.3467698185347203,0.23014559733412177,118.65666263391203,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,237,CGPT,1.3424887316920977,0.2294140147911549,118.88607664870318,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,238,ALLO,1.3407832373247894,0.22912256779367082,119.11519921649685,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,239,IO,1.3376929942895528,0.22859448510317368,119.34379370160005,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,240,MELANIA,1.3144478987850696,0.22462219799342206,119.56841589959343,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,241,SAFE,1.3008754640420985,0.22230284389280972,119.79071874348625,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,242,COOKIE,1.2839985268727248,0.2194187929343156,120.01013753642059,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,243,UXLINK,1.2722532317907411,0.2174116734434366,120.22754920986401,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,244,AERGO,1.2601555606955988,0.21534433743528894,120.44289354729929,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,245,OP,1.2451146045828794,0.21277403196705066,120.65566757926635,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,246,HOME,1.2425697487555145,0.21233914891839772,120.86800672818474,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,247,1000CAT,1.240149454271645,0.21192555179730937,121.07993227998206,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,248,THE,1.2388406949864594,0.21170190171003367,121.2916341816921,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,249,VTHO,1.233116918274861,0.21072378206986295,121.50235796376197,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,250,GRT,1.2328318229344633,0.21067506295208202,121.71303302671403,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,251,AKT,1.2281266783561486,0.20987101440969802,121.92290404112373,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,252,币安人生,1.2250483454546781,0.2093449670074975,122.13224900813124,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,253,SNT,1.2242419004239322,0.20920715594968803,122.34145616408092,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,254,LTC,1.2226327419645657,0.20893217151675864,122.5503883355977,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,255,FARTCOIN,1.2194192501694825,0.20838302720231866,122.75877136280002,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,256,LOKA,1.2117661050265531,0.20707520337365537,122.96584656617367,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,257,NOT,1.1984127630415287,0.20479328940049116,123.17063985557417,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,258,TIA,1.1717269603562819,0.2002330297965013,123.37087288537067,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,259,MINA,1.1702978760081881,0.19998881770739263,123.57086170307805,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,260,EIGEN,1.1692732010510045,0.19981371396891492,123.77067541704699,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,261,UAI,1.1589836446857515,0.19805536145507502,123.96873077850205,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,262,ALPACA,1.1550566668738598,0.19738429157973506,124.1661150700818,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,263,TWT,1.1367664505728112,0.19425872943983286,124.36037379952162,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,264,ORBS,1.1295783742417678,0.19303037987472965,124.55340417939635,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,265,AIN,1.1264092198182423,0.19248881224542244,124.74589299164178,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,266,SOMI,1.1089111832659952,0.18949862341057563,124.93539161505237,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,267,LOOM,1.1036745280922537,0.18860374656049533,125.12399536161286,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,268,VIC,1.0987619804035178,0.18776425550070416,125.31175961711357,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,269,FLUX,1.0883189241925435,0.18597967184238948,125.49773928895596,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,270,REN,1.0851032610751203,0.18543015647695765,125.6831694454329,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,271,42,1.083442812714613,0.18514640726123255,125.86831585269414,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,272,LINK,1.0825286814934576,0.18499019402194014,126.05330604671607,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,273,GMX,1.0588886155686614,0.1809504115599307,126.23425645827602,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,274,SXT,1.0537501745380977,0.18007231824058983,126.4143287765166,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,275,XNY,0.9992513858354392,0.1707591779345457,126.58508795445115,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,276,PIPPIN,0.9959745010476571,0.17019920057501464,126.75528715502615,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,277,WAXP,0.9957255213375437,0.17015665315279033,126.92544380817895,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,278,1000LUNC,0.9933079187756986,0.1697435160464675,127.09518732422542,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,279,NEAR,0.9922587214573502,0.16956422175264724,127.26475154597807,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,280,WCT,0.991443797375035,0.1694249617342497,127.43417650771232,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,281,HAEDAL,0.98064384260359,0.16757938871364253,127.60175589642597,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,282,ATH,0.9668044251461436,0.16521441070948317,127.76697030713547,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,283,MON,0.9655359105093243,0.16499763791371658,127.93196794504918,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,284,ORDI,0.9649353113039819,0.16489500325338366,128.09686294830257,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,285,1000BONK,0.9605664825651563,0.1641484267516609,128.2610113750542,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,286,MANTA,0.946445354384972,0.1617353080172389,128.42274668307147,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,287,EGLD,0.945981282590695,0.1616560041311331,128.58440268720258,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,288,ALT,0.9354547341199826,0.15985715272214138,128.7442598399247,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,289,TRB,0.9263192193525329,0.1582960110376649,128.9025558509624,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,290,AEVO,0.8922448445392057,0.15247313972196222,129.05502899068432,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,291,RSR,0.8710532628058295,0.14885177163859586,129.2038807623229,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,292,SLP,0.8703933596103051,0.14873900269098023,129.3526197650139,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,293,BIO,0.8690015882118622,0.14850116690387022,129.50112093191777,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,294,RENDER,0.8655718456191657,0.1479150681163601,129.64903600003413,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,295,UB,0.8593407580870236,0.1468502555979995,129.79588625563213,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,296,TNSR,0.8585898260838546,0.1467219310008425,129.94260818663298,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,297,USELESS,0.8559876367153376,0.14627725038923997,130.08888543702218,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,298,ESPORTS,0.836237724309906,0.14290224500577367,130.23178768202797,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,299,BIGTIME,0.8345332331932812,0.1426109694508959,130.37439865147886,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,300,DF,0.8261352886465522,0.1411758690072369,130.5155745204861,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,301,LISTA,0.8198761263964396,0.14010625888155806,130.65568077936766,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,302,WAVES,0.8195091926891594,0.14004355464206458,130.79572433400972,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,303,STPT,0.8131461159697982,0.1389561868734183,130.93468052088312,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,304,ERA,0.8123728742197159,0.13882404982816585,131.0735045707113,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,305,VFY,0.8056470975826653,0.13767470132007853,131.21117927203136,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,306,KMNO,0.8038105732657939,0.1373608629936562,131.34854013502502,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,307,OXT,0.802739620720236,0.1371778510120081,131.48571798603703,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,308,AVAAI,0.7946582659916378,0.13579685168629874,131.62151483772334,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,309,PEOPLE,0.7847856692285957,0.13410975219238425,131.7556245899157,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,310,ENJ,0.7691406019938043,0.13143621192252505,131.88706080183823,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,311,COTI,0.7639361346197394,0.13054683555239424,132.01760763739063,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,312,SENT,0.7482264814930406,0.12786225838634993,132.14546989577698,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,313,LAYER,0.7330379671967282,0.12526673712708544,132.27073663290406,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,314,SKY,0.7330072616752726,0.12526148994937206,132.39599812285346,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,315,INJ,0.7294247097082325,0.12464927801004301,132.52064740086348,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,316,TOSHI,0.72234004259329,0.12343859974665883,132.64408600061014,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,317,QTUM,0.7100012770611401,0.12133006380779147,132.76541606441793,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,318,PUMP,0.6991011535460107,0.11946737324042003,132.88488343765837,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,319,1000SHIB,0.6877273278880217,0.11752373308453949,133.00240717074288,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,320,TAIKO,0.6759390363491833,0.11550926605356127,133.11791643679646,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,321,IOTX,0.6666059895490825,0.11391436869159521,133.23183080548807,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,322,MIRA,0.6609675671924564,0.11295083501016803,133.34478164049824,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,323,ONE,0.6597273092729115,0.11273889092305403,133.4575205314213,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,324,PHA,0.6529148940035717,0.11157473698978865,133.56909526841108,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,325,JOE,0.6465954857511835,0.1104948315991062,133.6795901000102,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,326,GALA,0.6339881578845363,0.10834040181999705,133.78793050183017,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,327,PIXEL,0.6211962621100595,0.10615443176517667,133.89408493359537,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,328,ALGO,0.6149112750718906,0.1050804085161924,133.99916534211155,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,329,BANK,0.603752749644282,0.10317356039369807,134.10233890250524,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,330,FET,0.6018749746472002,0.10285267285789579,134.20519157536316,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,331,OL,0.5985344551834241,0.10228182115271467,134.30747339651586,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,332,XMR,0.5959855517223406,0.10184624641564764,134.40931964293154,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,333,PENDLE,0.5929668755215919,0.10133039357441344,134.51065003650592,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,334,DODOX,0.5925252758915588,0.1012549298914308,134.61190496639736,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,335,TON,0.5865305672567623,0.10023051147886176,134.71213547787625,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,336,TAG,0.573337591897481,0.09797600209434076,134.81011147997057,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,337,SPK,0.56551598984897,0.09663939115252232,134.90675087112308,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,338,BOME,0.5595535462032898,0.09562048641058275,135.0023713575337,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,339,PUNDIX,0.5539422989364322,0.09466159660161344,135.0970329541353,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,340,ZBT,0.5524415524080308,0.09440513836987059,135.19143809250517,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,341,HYPE,0.5512024969599189,0.09419339976962034,135.2856314922748,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,342,SIGN,0.5409064752600645,0.0924339424134582,135.37806543468824,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,343,REI,0.5374418365730407,0.09184188033336232,135.46990731502163,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,344,T,0.5212319732543755,0.08907182369499962,135.5589791387166,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,345,TURTLE,0.5165768781176214,0.08827632795686297,135.6472554666735,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,346,SOPH,0.514753641420712,0.08796476031336747,135.73522022698685,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,347,VELVET,0.5043050654898438,0.08617923340609175,135.82139946039294,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,348,WOO,0.4940776537085264,0.08443150060038168,135.9058309609933,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,349,DOLO,0.4829833196287955,0.08253562195158484,135.98836658294488,True
btc__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,350,KAVA,0.47846624067212534,0.08176371139910504,136.070130294344,True
