spec,factor,profile,horizon,scenario,date,equity
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-20,210.1954987353245
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-20,254.77048040768898
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-20,268.44316669634924
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-20,187.3630399886024
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-20,257.8341912441251
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-21,191.4738684356305
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-21,210.04478458878927
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-21,254.763403781038
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-21,268.25068787065965
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-21,187.33842051756886
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-21,257.80031187601116
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-22,191.95192212532785
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-22,210.37174900374424
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-22,255.43774670902172
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-22,268.6859709690648
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-22,187.7295255819468
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-22,258.3817152373399
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-23,191.45400085618041
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-23,210.02878564140485
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-23,255.1060777453553
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-23,268.22817961489136
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-23,187.242557165068
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-23,257.9755791727083
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-24,192.97252330863722
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-24,211.80465629706774
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-24,256.8391269123975
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-24,270.53637866863966
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-24,188.7168772773222
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-24,259.7132601111769
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-25,193.37121122944538
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-25,211.80490222521766
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-25,256.87444459662333
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-25,270.5268675834368
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-25,188.8731305147417
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-25,259.63991810170745
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-26,192.44584901379565
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-26,210.98900956035544
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-26,255.79156524655852
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-26,269.48477296385306
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-26,187.96929349878408
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-26,258.54538062754835
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-27,193.30610150081267
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-27,212.00955063357387
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-27,256.95393565871524
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-27,270.7564438574303
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-27,188.80953532807652
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-27,259.69929005798633
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-28,192.7496878562582
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-28,211.31659117937437
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-28,256.21962086602355
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-28,269.8269506548175
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-28,188.26606463127536
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-28,258.9053904009392
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-29,191.8368725160533
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-29,210.76236608754465
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-29,255.37150742357565
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-29,268.6718279107949
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-29,187.37111186483972
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-29,257.84718441437445
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-30,192.36285259917625
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-30,211.61099181720698
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-30,256.762038287149
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-30,270.14603140083705
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-30,187.88484768479765
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-30,259.25119565916606
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-05-31,194.05337314139743
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-05-31,213.40612333096104
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-05-31,259.27004390332553
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-05-31,272.458915701346
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-05-31,189.56883457649192
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-05-31,261.88912978689046
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-01,193.9946247383406
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-01,213.26060578161307
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-01,259.18958145894874
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-01,272.31162626881695
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-01,189.48003574465895
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-01,261.76446723465966
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-02,193.21868593383394
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-02,212.58753998511477
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-02,258.383941001623
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-02,271.7472725974762
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-02,188.70859858323593
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-02,260.92986068363393
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-03,192.42952055907273
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-03,212.22058498238877
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-03,257.77123600419145
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-03,271.4469066443125
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-03,187.90628858226432
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-03,260.29284642283613
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-04,192.83953043945365
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-04,213.06954372699798
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-04,258.49831276418274
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-04,272.46658071164273
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-04,188.3066608051981
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-04,261.0270357077219
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-05,193.36566736849915
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-05,213.42405774413893
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-05,259.16791646099097
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-05,272.9852992002542
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-05,188.82043040424776
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-05,261.7031897073667
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-06,196.20258216064065
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-06,216.1703769190871
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-06,266.7136932349879
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-06,277.3624291928595
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-06,191.5064572310643
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-06,268.6503407985052
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-07,196.59510382667764
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-07,216.51188090439646
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-07,265.9606512951484
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-07,277.50810114672095
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-07,191.8001503260871
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-07,268.02355298378546
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-08,196.98945064787765
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-08,216.8077973324869
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-08,266.3758566709557
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-08,277.74204156902056
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-08,192.1848790304879
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-08,268.4304732386501
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-09,197.40969035281054
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-09,217.49052366466574
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-09,267.8491296990445
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-09,278.9409514087696
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-09,192.6769973124216
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-09,270.0054480995848
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-10,206.3428788274355
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-10,226.5166549250846
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-10,291.77245062564526
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-10,291.7450290525889
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-10,201.39091056079405
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-10,292.11150537951056
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-11,205.4320830945663
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-11,225.59930179535775
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-11,290.6731023895176
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-11,290.7985929903436
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-11,200.5089598486486
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-11,291.0865891180171
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-12,205.12569501943668
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-12,225.20249588040113
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-12,289.28268298379504
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-12,289.8598663414638
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-12,200.05189738536814
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-12,289.66465956928863
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-13,204.3555529112262
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-13,224.5661537236792
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-13,288.3776197397398
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-13,289.1105250696528
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-13,199.19126055969843
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-13,288.5646303363955
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-14,204.97569395278626
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-14,225.29860308379708
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-14,289.6433428611212
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-14,290.16792531902746
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-14,199.78733154854058
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-14,289.8294800272859
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-15,207.07794638316466
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-15,227.9386153268415
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-15,294.4159969114264
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-15,293.96572774277683
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-15,201.96082191836777
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-15,294.1971065580203
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-16,206.4425968950708
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-16,227.59266662791538
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-16,293.3004970201023
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-16,293.1961518677899
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-16,201.2986948898677
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-16,293.07776923669843
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-17,204.56544215131944
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-17,225.75169173721838
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-17,290.70644693913044
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-17,291.40784510368286
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-17,199.40474529253572
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-17,290.34781359989114
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-18,203.97365873687443
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-18,225.0253710592645
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-18,289.9031673082866
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-18,290.49039607014066
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-18,198.82789115830474
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-18,289.54552546104463
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-19,205.41777974887592
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-19,226.44552077745956
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-19,292.0604291581347
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap50_BASE,2023-06-19,292.2872468544448
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap20_BASE,2023-06-19,200.23558045098957
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K3_cap50_BASE,2023-06-19,291.6390860073885
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap20_BASE,2023-06-20,205.932748601141
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K1_cap20_BASE,2023-06-20,226.89438696892375
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,market_mom,z3_abs050,72,K5_cap50_BASE,2023-06-20,292.69073650324526
