spec,factor,profile,horizon,scenario,top_k,max_concurrent_cap,period,quarter,start_equity,end_equity,quarter_return_pct,quarter_mdd_pct,entries,exits
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_BASE,1,0,BASE,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_ONLY_2025Q4,1,0,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_2026_ENTRY_ONLY,1,0,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_BASE,1,20,BASE,2020Q3,100.0,95.64260524636177,-4.357394753638233,-7.560644490205659,2207,2195
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_EX_2025Q4,1,20,EX_2025Q4,2020Q3,100.0,95.64260524636177,-4.357394753638233,-7.560644490205659,2207,2195
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_PRE_2025Q4,1,20,PRE_2025Q4,2020Q3,100.0,95.64260524636177,-4.357394753638233,-7.560644490205659,2207,2195
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_ONLY_2025Q4,1,20,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_2026_ENTRY_ONLY,1,20,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_BASE,1,50,BASE,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_EX_2025Q4,1,50,EX_2025Q4,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_PRE_2025Q4,1,50,PRE_2025Q4,2020Q3,100.0,95.65272062360941,-4.347279376390589,-7.560644490205659,2208,2196
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_ONLY_2025Q4,1,50,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_2026_ENTRY_ONLY,1,50,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_BASE,3,0,BASE,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_EX_2025Q4,3,0,EX_2025Q4,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_PRE_2025Q4,3,0,PRE_2025Q4,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_ONLY_2025Q4,3,0,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_2026_ENTRY_ONLY,3,0,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_BASE,3,20,BASE,2020Q3,100.0,93.8848483192166,-6.115151680783404,-8.973063854639495,2503,2491
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_EX_2025Q4,3,20,EX_2025Q4,2020Q3,100.0,93.8848483192166,-6.115151680783404,-8.973063854639495,2503,2491
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_PRE_2025Q4,3,20,PRE_2025Q4,2020Q3,100.0,93.8848483192166,-6.115151680783404,-8.973063854639495,2503,2491
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_ONLY_2025Q4,3,20,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_2026_ENTRY_ONLY,3,20,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_BASE,3,50,BASE,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_EX_2025Q4,3,50,EX_2025Q4,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_PRE_2025Q4,3,50,PRE_2025Q4,2020Q3,100.0,93.79673298058435,-6.203267019415648,-9.047311653745671,2514,2502
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_ONLY_2025Q4,3,50,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_2026_ENTRY_ONLY,3,50,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_BASE,5,0,BASE,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_EX_2025Q4,5,0,EX_2025Q4,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_PRE_2025Q4,5,0,PRE_2025Q4,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_ONLY_2025Q4,5,0,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_2026_ENTRY_ONLY,5,0,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_BASE,5,20,BASE,2020Q3,100.0,93.6124648699858,-6.387535130014199,-9.017596309673282,2535,2523
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_EX_2025Q4,5,20,EX_2025Q4,2020Q3,100.0,93.6124648699858,-6.387535130014199,-9.017596309673282,2535,2523
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_PRE_2025Q4,5,20,PRE_2025Q4,2020Q3,100.0,93.6124648699858,-6.387535130014199,-9.017596309673282,2535,2523
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_ONLY_2025Q4,5,20,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_2026_ENTRY_ONLY,5,20,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_BASE,5,50,BASE,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_EX_2025Q4,5,50,EX_2025Q4,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_PRE_2025Q4,5,50,PRE_2025Q4,2020Q3,100.0,93.32420752649365,-6.675792473506348,-9.331489460149456,2560,2548
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_ONLY_2025Q4,5,50,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_2026_ENTRY_ONLY,5,50,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_BASE,10,0,BASE,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_EX_2025Q4,10,0,EX_2025Q4,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_PRE_2025Q4,10,0,PRE_2025Q4,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_ONLY_2025Q4,10,0,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_2026_ENTRY_ONLY,10,0,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_BASE,10,20,BASE,2020Q3,100.0,93.59690201565738,-6.403097984342621,-9.02902123913738,2544,2532
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_EX_2025Q4,10,20,EX_2025Q4,2020Q3,100.0,93.59690201565738,-6.403097984342621,-9.02902123913738,2544,2532
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_PRE_2025Q4,10,20,PRE_2025Q4,2020Q3,100.0,93.59690201565738,-6.403097984342621,-9.02902123913738,2544,2532
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_ONLY_2025Q4,10,20,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_2026_ENTRY_ONLY,10,20,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_BASE,10,50,BASE,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_EX_2025Q4,10,50,EX_2025Q4,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_PRE_2025Q4,10,50,PRE_2025Q4,2020Q3,100.0,92.95120857435947,-7.048791425640532,-9.596996527910829,2596,2584
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_ONLY_2025Q4,10,50,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_2026_ENTRY_ONLY,10,50,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_BASE,1,0,BASE,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_ONLY_2025Q4,1,0,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_2026_ENTRY_ONLY,1,0,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_BASE,1,20,BASE,2020Q4,95.64260524636177,97.37864941812748,1.8151368496225118,-5.049861786066523,3846,3845
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_EX_2025Q4,1,20,EX_2025Q4,2020Q4,95.64260524636177,97.37864941812748,1.8151368496225118,-5.049861786066523,3846,3845
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_PRE_2025Q4,1,20,PRE_2025Q4,2020Q4,95.64260524636177,97.37864941812748,1.8151368496225118,-5.049861786066523,3846,3845
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_ONLY_2025Q4,1,20,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_2026_ENTRY_ONLY,1,20,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_BASE,1,50,BASE,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_EX_2025Q4,1,50,EX_2025Q4,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_PRE_2025Q4,1,50,PRE_2025Q4,2020Q4,95.65272062360941,98.1561995179153,2.6172584302719404,-5.259575369753112,3934,3933
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_ONLY_2025Q4,1,50,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap50_2026_ENTRY_ONLY,1,50,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_BASE,3,0,BASE,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_EX_2025Q4,3,0,EX_2025Q4,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_PRE_2025Q4,3,0,PRE_2025Q4,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_ONLY_2025Q4,3,0,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_nocap_2026_ENTRY_ONLY,3,0,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_BASE,3,20,BASE,2020Q4,93.8848483192166,95.47859030089955,1.6975497220425684,-6.049554424821624,4230,4227
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_EX_2025Q4,3,20,EX_2025Q4,2020Q4,93.8848483192166,95.47859030089955,1.6975497220425684,-6.049554424821624,4230,4227
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_PRE_2025Q4,3,20,PRE_2025Q4,2020Q4,93.8848483192166,95.47859030089955,1.6975497220425684,-6.049554424821624,4230,4227
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_ONLY_2025Q4,3,20,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap20_2026_ENTRY_ONLY,3,20,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_BASE,3,50,BASE,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_EX_2025Q4,3,50,EX_2025Q4,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_PRE_2025Q4,3,50,PRE_2025Q4,2020Q4,93.79673298058435,96.78769982309595,3.188775075066541,-6.604435664613916,4567,4564
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_ONLY_2025Q4,3,50,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K3_cap50_2026_ENTRY_ONLY,3,50,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_BASE,5,0,BASE,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_EX_2025Q4,5,0,EX_2025Q4,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_PRE_2025Q4,5,0,PRE_2025Q4,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_ONLY_2025Q4,5,0,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_nocap_2026_ENTRY_ONLY,5,0,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_BASE,5,20,BASE,2020Q4,93.6124648699858,94.9206900445186,1.3974903623675816,-6.105847583416136,4236,4234
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_EX_2025Q4,5,20,EX_2025Q4,2020Q4,93.6124648699858,94.9206900445186,1.3974903623675816,-6.105847583416136,4236,4234
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_PRE_2025Q4,5,20,PRE_2025Q4,2020Q4,93.6124648699858,94.9206900445186,1.3974903623675816,-6.105847583416136,4236,4234
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_ONLY_2025Q4,5,20,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap20_2026_ENTRY_ONLY,5,20,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_BASE,5,50,BASE,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_EX_2025Q4,5,50,EX_2025Q4,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_PRE_2025Q4,5,50,PRE_2025Q4,2020Q4,93.32420752649365,96.29836385513926,3.1869076710898225,-6.568107691335778,4639,4637
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_ONLY_2025Q4,5,50,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K5_cap50_2026_ENTRY_ONLY,5,50,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_BASE,10,0,BASE,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_EX_2025Q4,10,0,EX_2025Q4,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_PRE_2025Q4,10,0,PRE_2025Q4,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_ONLY_2025Q4,10,0,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_nocap_2026_ENTRY_ONLY,10,0,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_BASE,10,20,BASE,2020Q4,93.59690201565738,95.25382052609375,1.7702706764366916,-6.1058475834159465,4239,4237
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_EX_2025Q4,10,20,EX_2025Q4,2020Q4,93.59690201565738,95.25382052609375,1.7702706764366916,-6.1058475834159465,4239,4237
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_PRE_2025Q4,10,20,PRE_2025Q4,2020Q4,93.59690201565738,95.25382052609375,1.7702706764366916,-6.1058475834159465,4239,4237
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_ONLY_2025Q4,10,20,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap20_2026_ENTRY_ONLY,10,20,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_BASE,10,50,BASE,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_EX_2025Q4,10,50,EX_2025Q4,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_PRE_2025Q4,10,50,PRE_2025Q4,2020Q4,92.95120857435947,95.49936615195793,2.7413926259602928,-6.791237354351621,4694,4692
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_ONLY_2025Q4,10,50,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K10_cap50_2026_ENTRY_ONLY,10,50,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_BASE,1,0,BASE,2021Q1,98.1561995179153,78.87275050986135,-19.64567607829434,-20.19037209450383,4820,4817
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,2021Q1,98.1561995179153,78.87275050986135,-19.64567607829434,-20.19037209450383,4820,4817
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,2021Q1,98.1561995179153,78.87275050986135,-19.64567607829434,-20.19037209450383,4820,4817
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_ONLY_2025Q4,1,0,ONLY_2025Q4,2021Q1,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_nocap_2026_ENTRY_ONLY,1,0,2026_ENTRY_ONLY,2021Q1,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_BASE,1,20,BASE,2021Q1,97.37864941812748,78.07796208409633,-19.820245453556517,-20.237361552191558,4598,4595
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_EX_2025Q4,1,20,EX_2025Q4,2021Q1,97.37864941812748,78.07796208409633,-19.820245453556517,-20.237361552191558,4598,4595
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_PRE_2025Q4,1,20,PRE_2025Q4,2021Q1,97.37864941812748,78.07796208409633,-19.820245453556517,-20.237361552191558,4598,4595
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_ONLY_2025Q4,1,20,ONLY_2025Q4,2021Q1,100.0,100.0,0.0,0.0,0,0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,market_mom,z4,72,K1_cap20_2026_ENTRY_ONLY,1,20,2026_ENTRY_ONLY,2021Q1,100.0,100.0,0.0,0.0,0,0
