strategy,axis,baseline_reference,retest_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,forced_end_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,fail_fast_min_progress_r,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,current_baseline_strategy,current_baseline_version,current_baseline_trades,current_baseline_max_return_pct,current_baseline_max_drawdown_pct,current_baseline_official_cd_value,current_baseline_profit_factor,delta_cd_vs_current_baseline,delta_mdd_vs_current_baseline,delta_trades_vs_current_baseline,delta_pf_vs_current_baseline,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,discovery_reference_max_drawdown_pct,discovery_reference_official_cd_value,delta_mdd_vs_discovery_reference,delta_cd_vs_discovery_reference,csv_files,loaded_symbols,load_errors,elapsed_seconds_total,elapsed_minutes_total,expected_gate_ok,expected_gate_mismatches
smv12_topmix2_07_mix2_07_top1_reduce_frac000,short_max_retest,short_max/v12,short_max_v12_topmix2_07_retest_v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_SINGLE_RETEST,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,66572,5664,60908,8.508081475695487,6964.507074601753,6864.507074601753,6964.507074601753,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,305,305,3524,12,0,0,0,66572,66572,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.15,5.4,0.003,240,3,0.0,12,0.1,0.035,4,edge_current,smv11_topcombo1_03_combo03_stop215_rr540_tr4_top1_plus_rr540,short_max/v12,63863,4220.190005886,4.260534220480682,4136.12683229544,1.7783712609125915,2600.629051272217,-0.9903646507682602,2709,0.4125662818185667,True,True,True,True,3.269394868786135,6736.809837668476,0.0007747009262870641,-0.05395410081837326,597,597,0,3116.3601390000003,51.939335650000004,True,
