candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
C00_short_main2_v1_same,0.0,5.925697392139028,15.070230350614144,15.070230350614144
C00_short_main2_v1_same,0.0005,6.704366777052472,14.817665852919005,14.817665852919005
C03_stop240_score270_timeout315,0.0,6.103444293020754,15.017466599306728,15.017466599306728
C03_stop240_score270_timeout315,0.0005,6.857241805453118,14.738616500820601,14.738616500820601
