candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
C00_short_main2_v1_same,0.0,5.296979363193255,5.923149464550481,5.923149464550481
C00_short_main2_v1_same,0.0005,6.067114541844488,6.6585720933495125,6.6585720933495125
C03_stop240_score270_timeout315,0.0,4.995144920443351,5.888592725709996,5.888592725709996
C03_stop240_score270_timeout315,0.0005,6.193990116539694,6.732519147844018,6.732519147844018
