strategy,axis,family,description,parent_strategy,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,fail_fast_min_progress_r,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,use_rsi_gate,load_errors,strategy_elapsed_seconds,strategy_elapsed_minutes,strategy_started_at,strategy_finished_at,parent_reference_source,parent_trades,parent_max_return_pct,parent_max_drawdown_pct,parent_official_cd_value,parent_profit_factor,parent_trade_ratio,delta_trades,delta_max_return_pct,delta_max_drawdown_pct,delta_official_cd_value,delta_profit_factor,delta_same_bar_trades,delta_max_conc,gate_mdd_under_5,gate_trades_over_20000,gate_trade_ratio_080,gate_active_leftover_zero,gate_pending_leftover_zero,gate_beats_parent_cd,gate_candidate_pass,gate_short_main_improve,baseline_reproduction_gate_pass,baseline_reproduction_gate_mode,baseline_reproduction_issues,total_elapsed_seconds,total_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,run_started_at,run_finished_at
SM32_A07_single_retest_timereduce3_vs_v13,short_main,single_retest,SM31_A07_timereduce3 single retest against official short_main v13,OFFICIAL_SHORT_MAIN_V13_FIXED_REFERENCE,short_main/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,66502,6605,59897,9.932032119334757,4714.482985993597,4614.482985993597,4714.482985993597,4614.482985993597,3.9607898619140935,4527.752221842698,1.8866243023753528,305,305,3742,0,0,75,66577,66502,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.1,5.5,0.003,200,3,0.05,10,0.1,0.03,5,edge_current,False,0,1711.6235450000004,28.527059083333338,2026-05-25T19:12:21,2026-05-25T19:40:53,fixed_official_v13_reference_parent_not_run,63863,4220.190005886,4.260534220480682,4136.12683229544,1.7783712609125915,1.041322831686579,2639,394.29298010759703,-0.2997443585665889,391.62538954725824,0.10825304146276138,265,-5,True,True,True,True,True,True,True,True,,skipped_parent_not_run,parent_not_run_default_candidate_only,2133.567151699999,35.55945252833332,353.7602267000002,5.896003778333337,2026-05-25T19:05:19,2026-05-25T19:40:53
