strategy,family,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,short_dev,short_wick_mult,score_min_short,score_dev_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,fail_fast_bars,dd_brake_trigger_pct,same_bar_trades,max_conc,active_leftover,pending_leftover,parent_reference_source,parent_official_cd_value,delta_official_cd_value,parent_max_return_pct,delta_max_return_pct,parent_max_drawdown_pct,delta_max_drawdown_pct,parent_profit_factor,delta_profit_factor,gate_short_main_improve,gate_candidate_pass,baseline_reproduction_gate_pass,baseline_reproduction_gate_mode,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
SM32_A07_single_retest_timereduce3_vs_v13,single_retest,66502,6605,59897,9.932032119334757,4614.482985993597,3.9607898619140935,4527.752221842698,1.8866243023753528,0.032,1.3,2.35,1.3,2.1,5.5,200,3,10,0.03,3742,305,0,0,fixed_official_v13_reference_parent_not_run,4136.12683229544,391.62538954725824,4220.190005886,394.29298010759703,4.260534220480682,-0.2997443585665889,1.7783712609125915,0.10825304146276138,True,True,,skipped_parent_not_run,1711.6235450000004,28.527059083333338,353.7602267000002,5.896003778333337,2133.567151699999,35.55945252833332
