profile,confirmation,horizon,trend_alignment,events,long_win_rate_pct,avg_long_ret_pct,avg_abs_ret_pct,avg_mfe_long_pct,avg_mae_long_pct,target_before_stop_rate_pct,stop_before_target_rate_pct,both_same_bar_rate_pct,none_hit_rate_pct,avg_first_hit_bars,avg_confirm_bars,avg_body_atr,avg_range_atr,avg_vol_ratio,avg_close_pos,avg_reclaim_strength_atr,avg_sweep_depth_atr
bear_body10_range12_vol12_cp30,base_no_confirm,72,long_counter_trend,1271341,51.87058389527278,0.04653788480743257,2.297057377895034,2.3658787235349013,-2.6301765819476146,49.79859848773854,48.643990872629765,1.5511967284937715,0.0062139111379244435,2.553483860919307,0.0,1.5378097362684569,1.9402100433924843,2.7842311074119044,0.12239454159879595,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,72,long_trend_aligned,992339,48.24298954288807,0.04771399416000971,2.2306723605503374,2.5832069146641854,-2.329986735996421,50.77438254467476,48.42750310125874,0.7901533649287189,0.007960989137784567,3.072400378932941,0.0,1.4384700839534161,1.8513722356049909,2.6559414400236445,0.11742460582272593,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,288,above_ema_slope_down,53765,46.97851762298894,-0.023297175857105598,4.534083654529752,5.112698760220648,-4.751984247665336,50.3896586998977,48.84404352273784,0.7662977773644565,0.0,3.0280479866083883,0.0,1.344291337508378,1.786544581080119,2.9130280944386615,0.1116123381701967,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,288,below_ema_slope_up,373796,48.966013547496495,0.023900690418074775,4.226442207463114,4.6580980478976795,-4.582792209479972,50.76886858072317,47.64898500786525,1.5810763090027717,0.0010701024088005224,2.604263868675627,0.0,1.6482748594587062,2.0603117965991116,2.8381434619805734,0.1223998011980754,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,288,long_counter_trend,1271341,51.08535003590696,0.16585219961830078,4.5241105703038835,4.813475959250188,-5.039644943420077,49.802531342889125,48.645799985999034,1.5511967284937715,0.0004719426180702109,2.559531516083487,0.0,1.5378097362684569,1.9402100433924843,2.7842311074119044,0.12239454159879595,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,288,long_trend_aligned,992339,46.95623169098464,0.06265763940108347,4.454489823650097,5.23896372291836,-4.596164625680354,50.77780879316444,48.43153398183483,0.7901533649287189,0.0005038600720116815,3.07975842810989,0.0,1.4384700839534161,1.8513722356049909,2.6559414400236445,0.11742460582272593,0.0,0.0
bear_body10_range12_vol12_cp30,body_mid_reclaim,12,above_ema_slope_down,57536,45.62882369299221,-0.006868892496076668,0.96119980281547,1.0282133398583986,-0.9864715140955579,46.53781979977753,50.62917130144605,1.04456340378198,1.7884454949944382,2.8274196117295203,2.300907258064516,1.402499160766812,1.8320949741446535,2.5440329850096584,0.11069753501732346,1.4437072660932813,0.36205653088343415
bear_body10_range12_vol12_cp30,body_mid_reclaim,12,below_ema_slope_up,74274,51.02054554756712,0.0017577588793141691,0.8334504252686804,0.849556457809204,-0.9320238117159744,48.15951746236907,48.855588765920785,0.36351886258986993,2.6213749091202843,3.233467446458446,2.044982093330102,1.5414585602089805,1.9515097581411551,2.699936147256785,0.12558000813992845,1.070414572042789,0.2950535382563346
bear_body10_range12_vol12_cp30,body_mid_reclaim,12,long_counter_trend,632860,51.317510981891736,0.015105380400739884,0.920727291179679,0.9329543909792111,-1.0172103343452832,48.508990930063526,48.79768037164618,0.4531807982808204,2.2401479000094806,3.1248652379328345,2.342217868090889,1.4844055156639666,1.8860459177856217,2.6993912698866667,0.12440147833473873,1.1634434880071354,0.3941666664532459
bear_body10_range12_vol12_cp30,body_mid_reclaim,12,long_trend_aligned,574916,46.9710357687036,-0.002961921280156081,0.9459504395882197,1.0324944221274408,-0.9821918381863312,47.35352642820864,49.936686402883204,0.6865350764285566,2.023252092479597,3.0519276244310154,2.3460696867020574,1.4222070909698619,1.8350936535277056,2.5502784898288633,0.11769300165871431,1.1665554893417482,0.30493350880767006
bear_body10_range12_vol12_cp30,body_mid_reclaim,36,above_ema_slope_down,57536,47.73359288097886,0.018287727091321215,1.6186267160554144,1.7536642363649628,-1.6555769418074469,47.359913793103445,51.49819243604005,1.049777530589544,0.09211624026696329,3.0752570325139605,2.300907258064516,1.402499160766812,1.8320949741446535,2.5440329850096584,0.11069753501732346,1.4437072660932813,0.36205653088343415
bear_body10_range12_vol12_cp30,body_mid_reclaim,36,below_ema_slope_up,74274,50.70011040202493,0.03337080192927436,1.4325400087845945,1.511998385459043,-1.584817728995564,49.46953173385034,50.05654737862509,0.3648652287476102,0.10905565877696098,3.585230412572615,2.044982093330102,1.5414585602089805,1.9515097581411551,2.699936147256785,0.12558000813992845,1.070414572042789,0.2950535382563346
