quarter,profile,confirmation,horizon,events,long_win_rate_pct,avg_long_ret_pct,avg_abs_ret_pct,avg_mfe_long_pct,avg_mae_long_pct,target_before_stop_rate_pct,stop_before_target_rate_pct,both_same_bar_rate_pct,none_hit_rate_pct,avg_first_hit_bars,avg_confirm_bars,avg_body_atr,avg_range_atr,avg_vol_ratio,avg_close_pos,avg_reclaim_strength_atr,avg_sweep_depth_atr
2019Q3,bear_body10_range12_vol12_cp30,base_no_confirm,12,76,55.26315789473685,-0.24119610294462268,0.5988909244319012,0.4069578490232009,-0.8553918634668196,48.68421052631579,43.42105263157895,7.894736842105263,0.0,2.039473684210526,0.0,1.7221369386946546,2.0962061488623998,2.049486964310142,0.083392711063017,0.0,0.0
2019Q3,bear_body10_range12_vol12_cp30,base_no_confirm,36,76,50.0,-0.21453363668994205,0.7780870787681368,0.6468642260222344,-1.2164400410893108,48.68421052631579,43.42105263157895,7.894736842105263,0.0,2.039473684210526,0.0,1.7221369386946546,2.0962061488623998,2.049486964310142,0.083392711063017,0.0,0.0
2019Q3,bear_body10_range12_vol12_cp30,base_no_confirm,72,76,50.0,-0.6974641760109013,1.4719948788217276,0.8444872353856266,-2.1985702144785844,48.68421052631579,43.42105263157895,7.894736842105263,0.0,2.039473684210526,0.0,1.7221369386946546,2.0962061488623998,2.049486964310142,0.083392711063017,0.0,0.0
2019Q3,bear_body10_range12_vol12_cp30,base_no_confirm,288,76,32.89473684210527,-1.8530329177574831,2.8363205364268005,1.401368240946127,-4.419156225697429,48.68421052631579,43.42105263157895,7.894736842105263,0.0,2.039473684210526,0.0,1.7221369386946546,2.0962061488623998,2.049486964310142,0.083392711063017,0.0,0.0
2019Q3,bear_body10_range12_vol12_cp30,body_mid_reclaim,12,41,53.65853658536586,-0.07458618081258828,0.2702970383224916,0.2757828155113894,-0.4665138855905957,41.46341463414634,53.65853658536586,0.0,4.878048780487805,3.1538461538461537,2.097560975609756,1.5977494927984814,1.8889946661559032,1.84473464888549,0.08678401001214348,1.2852457233439192,0.7104606772037858
2019Q3,bear_body10_range12_vol12_cp30,body_mid_reclaim,36,41,29.268292682926827,-0.37356349040491516,0.5439526842986243,0.4115696841886682,-0.8908550069786803,41.46341463414634,58.536585365853654,0.0,0.0,4.024390243902439,2.097560975609756,1.5977494927984814,1.8889946661559032,1.84473464888549,0.08678401001214348,1.2852457233439192,0.7104606772037858
2019Q3,bear_body10_range12_vol12_cp30,body_mid_reclaim,72,41,39.02439024390244,-0.6010104253379179,1.1178843531755347,0.6097247960519833,-1.667040981187262,41.46341463414634,58.536585365853654,0.0,0.0,4.024390243902439,2.097560975609756,1.5977494927984814,1.8889946661559032,1.84473464888549,0.08678401001214348,1.2852457233439192,0.7104606772037858
2019Q3,bear_body10_range12_vol12_cp30,body_mid_reclaim,288,41,29.268292682926827,-1.679350990794969,2.513990340397867,1.1271740621825588,-3.9328862679319947,41.46341463414634,58.536585365853654,0.0,0.0,4.024390243902439,2.097560975609756,1.5977494927984814,1.8889946661559032,1.84473464888549,0.08678401001214348,1.2852457233439192,0.7104606772037858
2019Q3,bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,56,57.14285714285714,-0.004686851207644227,0.2848837966240735,0.3210983155590674,-0.4192137116123645,44.642857142857146,51.78571428571429,0.0,3.571428571428571,2.462962962962963,1.3392857142857142,1.7735098937756395,2.0838618901863635,1.884898334039448,0.08577945331722285,0.8172589120181702,0.603284618168023
2019Q3,bear_body10_range12_vol12_cp30,bull_close_above_disp_close,36,56,39.285714285714285,-0.16469420442027433,0.5400458254285675,0.5017840963327211,-0.7802337780122798,46.42857142857143,53.57142857142857,0.0,0.0,3.017857142857143,1.3392857142857142,1.7735098937756395,2.0838618901863635,1.884898334039448,0.08577945331722285,0.8172589120181702,0.603284618168023
2019Q3,bear_body10_range12_vol12_cp30,bull_close_above_disp_close,72,56,44.642857142857146,-0.6405229153518057,1.18997618208121,0.7082552861032764,-1.675935280338009,46.42857142857143,53.57142857142857,0.0,0.0,3.017857142857143,1.3392857142857142,1.7735098937756395,2.0838618901863635,1.884898334039448,0.08577945331722285,0.8172589120181702,0.603284618168023
2019Q3,bear_body10_range12_vol12_cp30,bull_close_above_disp_close,288,56,28.57142857142857,-2.0998390551969925,2.827279396741526,1.1597056727247959,-4.417424334130315,46.42857142857143,53.57142857142857,0.0,0.0,3.017857142857143,1.3392857142857142,1.7735098937756395,2.0838618901863635,1.884898334039448,0.08577945331722285,0.8172589120181702,0.603284618168023
2019Q3,bear_body10_range12_vol12_cp30,close_above_disp_close,12,57,56.14035087719298,-0.006289577287211469,0.28157078681914194,0.31742414002842034,-0.4186457611224762,43.859649122807014,52.63157894736842,0.0,3.508771929824561,2.4727272727272727,1.3157894736842106,1.763757906237819,2.074329059134988,1.881617673393769,0.08681898277380276,0.7946799751774662,0.5971005111154194
2019Q3,bear_body10_range12_vol12_cp30,close_above_disp_close,36,57,40.35087719298245,-0.15789550928283394,0.5339587147287097,0.4992414665414121,-0.7733348566634574,45.614035087719294,54.385964912280706,0.0,0.0,3.017543859649123,1.3157894736842106,1.763757906237819,2.074329059134988,1.881617673393769,0.08681898277380276,0.7946799751774662,0.5971005111154194
2019Q3,bear_body10_range12_vol12_cp30,close_above_disp_close,72,57,45.614035087719294,-0.6236128612608118,1.1741504293429084,0.7108628450535301,-1.6533225456160183,45.614035087719294,54.385964912280706,0.0,0.0,3.017543859649123,1.3157894736842106,1.763757906237819,2.074329059134988,1.881617673393769,0.08681898277380276,0.7946799751774662,0.5971005111154194
2019Q3,bear_body10_range12_vol12_cp30,close_above_disp_close,288,57,28.07017543859649,-2.097764945406327,2.8124431756956936,1.1543947296798924,-4.388903081405752,45.614035087719294,54.385964912280706,0.0,0.0,3.017543859649123,1.3157894736842106,1.763757906237819,2.074329059134988,1.881617673393769,0.08681898277380276,0.7946799751774662,0.5971005111154194
2019Q3,bear_body10_range12_vol12_cp30,low_sweep_reclaim,12,51,54.90196078431373,0.055882319782321443,0.2592791898255597,0.3531529713161342,-0.3128596429014869,47.05882352941176,49.01960784313725,0.0,3.9215686274509802,2.326530612244898,1.6666666666666667,1.7297086632347412,2.048189448695732,1.9028048778758777,0.09278042818832559,0.5576482994736955,0.8532114666312469
