profile,confirmation,horizon,events,long_win_rate_pct,avg_long_ret_pct,avg_abs_ret_pct,avg_mfe_long_pct,avg_mae_long_pct,target_before_stop_rate_pct,stop_before_target_rate_pct,both_same_bar_rate_pct,none_hit_rate_pct,avg_first_hit_bars,avg_confirm_bars,avg_body_atr,avg_range_atr,avg_vol_ratio,avg_close_pos,avg_reclaim_strength_atr,avg_sweep_depth_atr
bear_body10_range12_vol12_cp30,base_no_confirm,12,2691241,51.992370805884725,0.03554029460546899,0.9962604727229678,1.0404375424394892,-1.0957945250471726,49.67024506538062,47.79289554521501,1.2566321633774158,1.280227226026952,2.5652334944427233,0.0,1.5126571368692479,1.921064418760019,2.746988122576758,0.12034730753574234,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,36,2691241,51.179623080950385,0.05122306260186299,1.6272816938259718,1.7450094270931442,-1.792742544723994,50.286354882375825,48.4119408109493,1.2590102484318573,0.042694058243018744,2.7438593178225874,0.0,1.5126571368692479,1.921064418760019,2.746988122576758,0.12034730753574234,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,72,2691241,50.38824096392705,0.05272984783486376,2.25054513950587,2.440578047423421,-2.4682937131364184,50.30400473238926,48.429219085172974,1.259047406010833,0.007728776426934637,2.75945519805963,0.0,1.5126571368692479,1.921064418760019,2.746988122576758,0.12034730753574234,0.0,0.0
bear_body10_range12_vol12_cp30,base_no_confirm,288,2691241,49.186416229538715,0.10430642605256181,4.457294397914557,4.9547625159172775,-4.806920108718663,50.30809206607658,48.43230316422795,1.259047406010833,0.0005573636846347094,2.7669274152375163,0.0,1.5126571368692479,1.921064418760019,2.746988122576758,0.12034730753574234,0.0,0.0
bear_body10_range12_vol12_cp30,body_mid_reclaim,12,1339586,49.19131731743987,0.005667484051085976,0.9284516299540878,0.9751418110792491,-0.9961378341241006,47.90905548430634,49.36838694940079,0.5737593555023717,2.148798210790498,3.086692030292928,2.3256162724901572,1.457356953095884,1.865490961125179,2.628753365999431,0.1209991237741835,1.1716585383218694,0.3489955558975936
bear_body10_range12_vol12_cp30,body_mid_reclaim,36,1339586,49.22722393336449,0.00819748174069589,1.5664674056908305,1.6761037941303785,-1.7155989593547731,48.95004874640374,50.40415471645717,0.576969302456132,0.06882723468295428,3.379963157297126,2.3256162724901572,1.457356953095884,1.865490961125179,2.628753365999431,0.1209991237741835,1.1716585383218694,0.3489955558975936
bear_body10_range12_vol12_cp30,body_mid_reclaim,72,1339586,48.96020113676912,0.013408212063473913,2.188105269898702,2.3650748565888993,-2.4007212954736765,48.97617622160876,50.437821834507076,0.576969302456132,0.009032641428023284,3.4060889982194382,2.3256162724901572,1.457356953095884,1.865490961125179,2.628753365999431,0.1209991237741835,1.1716585383218694,0.3489955558975936
bear_body10_range12_vol12_cp30,body_mid_reclaim,288,1339586,48.72856240659428,0.07018115346416912,4.384691873118798,4.861314966462829,-4.740042610866441,48.98072986728735,50.44155433096494,0.5770439523852892,0.000671849362414955,3.414920530884003,2.3256162724901572,1.457356953095884,1.865490961125179,2.628753365999431,0.1209991237741835,1.1716585383218694,0.3489955558975936
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,2044581,49.95057667072128,0.01110127421251746,0.9396050704193106,0.9804404224509179,-1.024022445578035,48.19280820862563,49.285599347739215,0.526953933348691,1.9946385102864597,3.027868064611271,1.6397252053110147,1.5123172193823216,1.9199359830579283,2.739563108446328,0.12041256437867727,0.6142312546424036,0.39058213924745266
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,36,2044581,49.877163096008424,0.020824032170069517,1.5801179067661801,1.689474543050781,-1.737505524939736,49.15525479303584,50.24912194723515,0.5299863394993889,0.06563692022962161,3.3009222122326367,1.6397252053110147,1.5123172193823216,1.9199359830579283,2.739563108446328,0.12041256437867727,0.6142312546424036,0.39058213924745266
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,72,2044581,49.36933288531978,0.020433099940676155,2.211427568033114,2.389447111298032,-2.425586985661264,49.18230189950899,50.27763634700704,0.5299863394993889,0.01007541398457679,3.325253928462244,1.6397252053110147,1.5123172193823216,1.9199359830579283,2.739563108446328,0.12041256437867727,0.6142312546424036,0.39058213924745266
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,288,2044581,48.82932004161244,0.07549625505427549,4.4278164512282245,4.9145517893961825,-4.78323116744323,49.18699723806492,50.28218495623309,0.530035249276013,0.0007825564259865469,3.3350257878815297,1.6397252053110147,1.5123172193823216,1.9199359830579283,2.739563108446328,0.12041256437867727,0.6142312546424036,0.39058213924745266
bear_body10_range12_vol12_cp30,close_above_disp_close,12,2063399,49.97278761887546,0.011589903421407054,0.9376013843527822,0.9786488616427103,-1.0218289589503524,48.2304682710421,49.233182724233174,0.5291269405480956,2.007222064176633,3.0252381079554613,1.6020987700391442,1.5125522580843125,1.9195498785828533,2.738719355140157,0.12010069058503947,0.5989750248929537,0.38565502656692546
bear_body10_range12_vol12_cp30,close_above_disp_close,36,2063399,49.89863812088694,0.02157965876388905,1.5768053299344642,1.6863919209640006,-1.7336470263422077,49.19499330958288,50.20260259891567,0.5323255463436786,0.07007854515777123,3.2999350615654186,1.6020987700391442,1.5125522580843125,1.9195498785828533,2.738719355140157,0.12010069058503947,0.5989750248929537,0.38565502656692546
bear_body10_range12_vol12_cp30,close_above_disp_close,72,2063399,49.382063284900305,0.02078678199278828,2.207060413124739,2.3849359114069935,-2.4207038175301485,49.223926152915645,50.232601644180306,0.5323255463436786,0.01114665656036472,3.325706716221502,1.6020987700391442,1.5125522580843125,1.9195498785828533,2.738719355140157,0.12010069058503947,0.5989750248929537,0.38565502656692546
bear_body10_range12_vol12_cp30,close_above_disp_close,288,2063399,48.835198621303974,0.07522364792009137,4.420209432804447,4.905342904489697,-4.77530484889942,49.229160235126606,50.23759340777039,0.532374010067854,0.000872347035158978,3.33653115929632,1.6020987700391442,1.5125522580843125,1.9195498785828533,2.738719355140157,0.12010069058503947,0.5989750248929537,0.38565502656692546
