candidate_key,slippage_per_side,2025_Q1_ONLY,2025_Q2_ONLY,2025_Q3_ONLY,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V5M01_D02_D03_rr615_stop265_t390,0.0,197.79946124237784,172.5341646789615,221.04239746080927,440.8162502317228,109.4973411392198,28599.657911071103,147549.95034106015,132081.20532432388
V6N01_density_maturity,0.0,197.34540184647645,172.49735157098257,221.20024477433455,440.84039528906663,109.4973411392198,28240.876284916532,145654.92282615486,130384.84746237319
V6N02_density_topscore,0.0,198.80478891398553,169.98393735819434,225.08513221469943,442.30872937259534,109.4973411392198,27980.28728631143,144342.90491288356,129210.37802343821
V6N03_breakout_failure20,0.0,152.46833263375072,134.44252802519242,159.85707922494242,234.03368424194167,104.14417103909693,2085.9870248404145,5202.448872342864,4971.971287877131
V6N04_near_high_rejection20,0.0,157.96734187865076,142.8796244962863,176.0928700293918,248.5338739032309,105.59770371296669,3536.1450933150127,9568.276602203183,8999.803373619407
V6N05_entry_gapup_exclusion,0.0,197.49386565007237,173.0373311332187,221.00683217650052,441.02074498091235,109.48085394086803,28711.093506723395,148172.79333505643,132657.35725836744
