candidate_key,slippage_per_side,2025_Q1_ONLY,2025_Q2_ONLY,2025_Q3_ONLY,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V5M01_D02_D03_rr615_stop265_t390,0.0,188.75721901709318,164.4438075379109,220.5342434988679,433.156622667571,110.18164150268575,25971.018978214248,134582.28775576403,120332.49318069416
V6N01_density_maturity,0.0,188.38366960068794,164.40664148193136,220.66130724523765,433.1769281598692,110.18164150268575,25636.061347050403,132852.7588550873,118786.08965228764
V6N02_density_topscore,0.0,191.28609614267944,165.9955931705643,225.77014024861714,435.33495637278116,110.18164150268575,25569.787406792828,132830.03002661915,118765.76738966137
V6N03_breakout_failure20,0.0,144.9333149183864,129.81060849942318,157.18151712926644,230.24634368270296,104.14878147413707,1988.669482180031,4960.7925433837,4745.8654405247435
V6N04_near_high_rejection20,0.0,150.65037962684633,137.00474747063313,173.64359245519782,244.906579057835,105.93892099472195,3329.4936580292833,9016.96885774665,8490.03142420148
V6N05_entry_gapup_exclusion,0.0,188.46559347986877,164.9659226026819,220.49875997552644,433.1346513154799,110.17737507456789,26072.211875518708,135066.8772137164,120782.71414956963
