candidate_key,slippage_per_side,2025_Q1_ONLY,2025_Q2_ONLY,2025_Q3_ONLY,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V5M01_D02_D03_rr615_stop265_t390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6N01_density_maturity,0.0,-0.37354941640523975,-0.03716605597955436,0.1270637463697426,0.020305492298177796,0.0,-334.9576311638448,-1729.528900676727,-1546.4035284065176
V6N02_density_topscore,0.0,2.5288771255862628,1.5517856326533774,5.23589674974923,2.17833370521015,0.0,-401.2315714214201,-1752.2577291448833,-1566.7257910327899
V6N03_breakout_failure20,0.0,-43.82390409870678,-34.63319903848773,-63.35272636960147,-202.91027898486806,-6.032860028548683,-23982.349496034218,-129621.49521238034,-115586.62774016941
V6N04_near_high_rejection20,0.0,-38.10683939024685,-27.43906006727778,-46.89065104367009,-188.25004360973603,-4.242720507963796,-22641.525320184963,-125565.31889801739,-111842.46175649267
V6N05_entry_gapup_exclusion,0.0,-0.2916255372244052,0.5221150647709862,-0.03548352334146898,-0.021971352091100016,-0.004266428117858823,101.19289730445962,484.5894579523592,450.2209688754665
