batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,legacy_equity_cd_value,official_pass_mdd_lt_5,verdict,description
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I027_edge_restore_er27,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1114,372,742,33.393178,-0.788403,3.639135,4.272071,0.851843167,94.973207,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er27; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I175_adaptive_exit_aex35,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1148,376,772,32.752613,-0.859399,3.849098,4.599918,0.83677523,94.580215,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex35; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I104_volshock_brake_vsb04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,462,178,284,38.528139,-0.452255,1.724121,2.139489,0.805856556,97.417932,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb04; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I018_edge_restore_er18,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,200,72,128,36.0,-0.185622,0.7231,0.902199,0.801486778,98.913854,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er18; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I010_edge_restore_er10,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,83,30,53,36.144578,-0.036813,0.335629,0.42678,0.786421072,99.536564,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er10; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I098_post_loss_brake_plb48,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,393,140,253,35.62341,-0.428021,1.437122,1.852678,0.77569978,97.727231,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb48; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I031_edge_restore_er31,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,170,60,110,35.294118,-0.205623,0.689881,0.889368,0.77569738,98.906837,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er31; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I191_soft_safe_mix_ssm11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,608,222,386,36.513158,-0.497016,1.55912,2.024571,0.770098941,97.488475,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm11; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I047_edge_restore_er47,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1117,358,759,32.050134,-1.181819,3.346166,4.449424,0.752044652,94.421341,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er47; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I072_post_loss_brake_plb22,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,442,153,289,34.615385,-0.448593,1.315023,1.76367,0.745617446,97.795649,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb22; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I056_post_loss_brake_plb06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1039,346,693,33.301251,-0.749752,1.997256,2.693217,0.741587374,96.577224,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb06; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I097_post_loss_brake_plb47,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,432,142,290,32.87037,-0.526065,1.403251,1.904036,0.736987599,97.579915,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb47; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I156_adaptive_exit_aex16,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,263,58,205,22.053232,-0.272891,0.722606,0.988355,0.731120015,98.741451,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex16; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I042_edge_restore_er42,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,783,266,517,33.971903,-0.899526,1.950138,2.802906,0.695755887,96.322781,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er42; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I020_edge_restore_er20,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,138,49,89,35.507246,-0.27804,0.622069,0.894545,0.695403193,98.829902,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er20; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I170_adaptive_exit_aex30,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,584,201,383,34.417808,-0.856539,2.256057,3.268473,0.690248145,95.902984,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex30; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I165_adaptive_exit_aex25,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1146,424,722,36.998255,-1.611521,3.097209,4.599215,0.67342123,93.863381,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex25; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I186_soft_safe_mix_ssm06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,721,237,484,32.871012,-0.783332,1.521974,2.270745,0.670252959,96.96371,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm06; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I179_adaptive_exit_aex39,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,522,166,356,31.800766,-0.888676,1.762477,2.657944,0.663097782,96.477,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex39; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I103_volshock_brake_vsb03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,158,53,105,33.544304,-0.284706,0.773367,1.214416,0.636822169,98.504335,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb03; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I041_edge_restore_er41,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,786,252,534,32.061069,-1.215487,1.960605,3.115019,0.629403944,95.707357,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er41; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I178_adaptive_exit_aex38,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,810,211,599,26.049383,-1.331822,2.117904,3.378179,0.62693646,95.33499,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex38; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I136_volshock_brake_vsb36,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,549,170,379,30.965392,-0.678508,1.162463,1.870779,0.621379438,97.463406,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb36; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I006_edge_restore_er06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,155,48,107,30.967742,-0.291413,0.489321,0.801425,0.610564305,98.909498,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er06; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I181_soft_safe_mix_ssm01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1076,389,687,36.152416,-1.31659,1.94873,3.202904,0.608426036,95.522675,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm01; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I150_adaptive_exit_aex10,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,622,245,377,39.389068,-1.291523,2.059164,3.456765,0.595691104,95.296357,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex10; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I081_post_loss_brake_plb31,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1045,371,674,35.502392,-1.283169,1.673017,2.907542,0.575405814,95.846597,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb31; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I116_volshock_brake_vsb16,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,549,167,382,30.418944,-0.843022,1.113967,1.986331,0.560816547,97.187391,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb16; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I009_edge_restore_er09,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,68,26,42,38.235294,-0.068633,0.234048,0.422555,0.55388706,99.509102,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er09; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I071_post_loss_brake_plb21,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,498,160,338,32.128514,-0.980035,1.128995,2.108592,0.535425944,96.932037,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb21; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I096_post_loss_brake_plb46,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,510,149,361,29.215686,-1.12523,1.247732,2.346771,0.531680209,96.554405,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb46; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I169_adaptive_exit_aex29,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,683,223,460,32.650073,-1.667158,1.925738,3.649517,0.527669266,94.744168,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex29; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I199_soft_safe_mix_ssm19,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,24,10,14,41.666667,0.071444,0.071444,0.141485,0.50496,99.929858,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm19; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I177_adaptive_exit_aex37,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,927,229,698,24.703344,-2.012296,1.949839,3.886357,0.501713755,94.179553,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex37; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I017_edge_restore_er17,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,182,61,121,33.516484,-0.296858,0.337745,0.698909,0.483246563,99.006308,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er17; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I131_volshock_brake_vsb31,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,574,186,388,32.404181,-1.336446,0.944807,2.259901,0.418074671,96.433856,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb31; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I111_volshock_brake_vsb11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,586,178,408,30.375427,-1.393881,0.978568,2.349459,0.416508009,96.289409,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb11; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I149_adaptive_exit_aex09,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,761,264,497,34.691196,-2.537057,1.725994,4.298431,0.401540447,93.273566,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex09; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I019_edge_restore_er19,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,128,40,88,31.25,-0.502716,0.328594,0.832902,0.39451668,98.66857,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er19; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I168_adaptive_exit_aex28,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1111,313,798,28.172817,-3.10473,1.828129,4.844299,0.377377479,92.201373,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex28; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I126_volshock_brake_vsb26,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,877,248,629,28.278221,-2.015144,0.907381,2.896245,0.313295584,95.146975,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb26; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I106_volshock_brake_vsb06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,909,257,652,28.272827,-2.476157,0.858542,3.306312,0.259667451,94.299401,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb06; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I101_volshock_brake_vsb01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,1055,328,727,31.090047,-3.579917,0.964469,4.500976,0.21427998,92.080238,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb01; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I121_volshock_brake_vsb21,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,800,243,557,30.375,-2.875307,0.725423,3.574798,0.202927122,93.652682,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb21; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I184_soft_safe_mix_ssm04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,44,15,29,34.090909,-0.031565,0.036942,0.251794,0.146715252,99.716721,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm04; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I024_edge_restore_er24,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1535,617,918,40.19544,2.624716,8.37555,5.306394,1.57838823,97.179044,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er24; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I172_adaptive_exit_aex32,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2857,1250,1607,43.752188,2.446617,7.982457,5.436753,1.46823971,96.876847,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex32; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I004_edge_restore_er04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1842,718,1124,38.97937,2.310909,9.266843,6.366007,1.455676071,95.79779,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er04; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I023_edge_restore_er23,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1660,624,1036,37.590361,1.914459,7.789752,5.450697,1.4291294,96.35941,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er23; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I142_adaptive_exit_aex02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,3442,1429,2013,41.51656,1.690065,8.795073,6.863135,1.281494914,94.710938,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex02; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I077_post_loss_brake_plb27,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1777,641,1136,36.072032,1.21113,7.668341,5.997316,1.278628755,95.141178,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb27; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I053_post_loss_brake_plb03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,2149,858,1291,39.925547,0.991571,8.456955,6.886922,1.227973167,94.036361,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb03; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I003_edge_restore_er03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2080,766,1314,36.826923,0.735694,8.433693,7.099268,1.187966506,93.584197,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er03; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I054_post_loss_brake_plb04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1929,787,1142,40.798341,0.584682,8.210187,7.046939,1.165071464,93.496541,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb04; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I141_adaptive_exit_aex01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,3303,1354,1949,40.993037,0.749791,7.211691,6.22928,1.157708541,94.473805,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex01; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I182_soft_safe_mix_ssm02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1903,759,1144,39.884393,0.59544,7.37714,6.430473,1.147215723,94.126677,False,mdd_fail,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm02; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
