strategy,family,candidate_key,entry_mode,precompute_signals,initial_asset,position_fraction,leverage,fee_per_side,round_trip_fee,environment_lock_pass,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,same_bar_trades,max_conc,active_leftover,pending_leftover,source_official_cd_value,delta_vs_source_official_cd_value,source_max_return_pct,delta_vs_source_max_return_pct,source_max_drawdown_pct,delta_vs_source_max_drawdown_pct,source_profit_factor,delta_vs_source_profit_factor,parent_reference_source,parent_official_cd_value,delta_official_cd_value,gate_retest_match_loose,gate_mdd_under_10,gate_mdd10_search_pass,gate_short_main_improve,baseline_reproduction_gate_pass,baseline_reproduction_gate_mode,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
SM42_mdd10_aggr_v01_single_retest,new_axis_mdd10_single_retest,mdd10_aggr_v01,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,140827,11167,129660,7.9295873660590654,25200.7456885644,5.524791831439535,23902.932157469306,1.7005605337643628,239776,140827,0,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.8,2.2,6.2,270,3,0.0,12,0.07,3,10412,361,0,0,23902.932157469306,0.0,25200.7456885644,0.0,5.524791831439535,0.0,1.7005605337643628,0.0,fixed_official_v14_reference_parent_not_run,6736.755883567657,17166.17627390165,True,True,True,True,,skipped_parent_not_run,394.3415019000022,6.572358365000037,956.4084780999983,15.940141301666639,1470.8156894999993,24.513594824999988
