strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,previous_strategy,previous_trades,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,load_errors
smv11_topcombo1_03_combo03_stop215_rr540_tr4_top1_plus_rr540,short_max,short_max/v12,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,63863,7025,56838,11.000109609633121,4320.190005886,4220.190005886,4320.190005886,4220.190005886,4.260534220480682,4136.12683229544,1.7783712609125915,310,310,3477,0,0,169,64032,63863,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.15,5.4,200,4,10,0.0,999.0,-999.0,999.0,0.0,inf,0.03,5,edge_current,smv10_dev1_01_v10_stop210_rr550,64128,3942.1044355472736,4.38893845928694,3864.6989594109964,1.7555392280496656,271.4278728844438,-0.12840423880625718,-265,0
