combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sx2,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sx2,short,886,100,786,11.286681715575622,0.009141838715347348,8.099669101797751,46
