strategy,trades,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,active_leftover,pending_leftover,load_errors
smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,65265,14902.949980048708,2.2774507674795497,14661.265180583516,2.567757993841345,0,0,0
