rank_by_q4_low_weight_score,strategy,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,short_dev,short_wick_mult,score_min_short,preq4_axis,preq4_baseline_version,preq4_engine,preq4_data_scope,preq4_end_date,preq4_holdout_start,preq4_trades,preq4_wins,preq4_losses,preq4_win_rate_pct,preq4_final_asset,preq4_final_return_pct,preq4_peak_asset,preq4_max_return_pct,preq4_max_drawdown_pct,preq4_official_cd_value,preq4_profit_factor,preq4_max_conc,preq4_max_conc_unique_symbols,preq4_same_bar_trades,preq4_active_leftover,preq4_pending_leftover,preq4_blocked_by_guard,preq4_generated_entry_candidates,preq4_executed_entries,preq4_fee_per_side,preq4_position_fraction,preq4_score_dev_weight,preq4_score_rsi_weight,preq4_score_wick_weight,preq4_atr_pct_min,preq4_atr_pct_max,preq4_close_position_min,preq4_close_position_max,preq4_upper_body_ratio_min,preq4_upper_body_ratio_max,preq4_dd_brake_mode,preq4_better_than_short_max2_v1_cd,preq4_better_than_current_baseline_cd,preq4_mdd_under_10,preq4_mdd_under_5,preq4_short_main_formula_candidate,preq4_cd_delta_vs_short_max2_v1,preq4_mdd_delta_vs_short_max2_v1,preq4_cd_delta_vs_current_baseline,preq4_mdd_delta_vs_current_baseline,preq4_active_months,preq4_positive_months,preq4_negative_months,preq4_positive_month_ratio_pct,preq4_monthly_net_pnl_total,preq4_avg_month_pnl,preq4_median_month_pnl,preq4_min_month_pnl,preq4_max_month_pnl,preq4_top1_month_pnl,preq4_top3_month_pnl,preq4_top6_month_pnl,preq4_top1_month_share_pct,preq4_top3_month_share_pct,preq4_top6_month_share_pct,preq4_abs_pnl_concentration_top3_pct,preq4_active_years,preq4_positive_years,preq4_negative_years,preq4_positive_year_ratio_pct,preq4_min_year_pnl,preq4_max_year_pnl,preq4_avg_trades_per_month,preq4_general_consistency_score,preq4_status,preq4_elapsed_minutes_candidate_preq4,preq4_elapsed_minutes_total_so_far,full_axis,full_baseline_version,full_engine,full_data_scope,full_end_date,full_holdout_start,full_trades,full_wins,full_losses,full_win_rate_pct,full_final_asset,full_final_return_pct,full_peak_asset,full_max_return_pct,full_max_drawdown_pct,full_official_cd_value,full_profit_factor,full_max_conc,full_max_conc_unique_symbols,full_same_bar_trades,full_active_leftover,full_pending_leftover,full_blocked_by_guard,full_generated_entry_candidates,full_executed_entries,full_fee_per_side,full_position_fraction,full_score_dev_weight,full_score_rsi_weight,full_score_wick_weight,full_atr_pct_min,full_atr_pct_max,full_close_position_min,full_close_position_max,full_upper_body_ratio_min,full_upper_body_ratio_max,full_dd_brake_mode,full_better_than_short_max2_v1_cd,full_better_than_current_baseline_cd,full_mdd_under_10,full_mdd_under_5,full_short_main_formula_candidate,full_cd_delta_vs_short_max2_v1,full_mdd_delta_vs_short_max2_v1,full_cd_delta_vs_current_baseline,full_mdd_delta_vs_current_baseline,full_active_months,full_positive_months,full_negative_months,full_positive_month_ratio_pct,full_monthly_net_pnl_total,full_avg_month_pnl,full_median_month_pnl,full_min_month_pnl,full_max_month_pnl,full_top1_month_pnl,full_top3_month_pnl,full_top6_month_pnl,full_top1_month_share_pct,full_top3_month_share_pct,full_top6_month_share_pct,full_abs_pnl_concentration_top3_pct,full_active_years,full_positive_years,full_negative_years,full_positive_year_ratio_pct,full_min_year_pnl,full_max_year_pnl,full_avg_trades_per_month,full_general_consistency_score,full_status,full_elapsed_minutes_candidate_fulltrain,full_elapsed_minutes_total_so_far,q4_delta_return_pct,q4_delta_cd,q4_share_of_full_return_pct,preq4_avg_month_pnl_score,preq4_mdd_score,preq4_pf_score,preq4_positive_month_score,q4_low_weight_score,robust_score_q4_low_weight,q4_dependency_penalty,robust_score_q4_penalized
1,smx2v1_q4lowtop1_retest_stop250_rr500_t320_v1,2.5,5.0,320,3,0.0,12,0.035,4,0.032,1.3,2.35,short_max2,short_max2/v1,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53580,4156,49424,7.7566256065696155,3654.3308235947543,3554.3308235947543,3654.3308235947543,3554.3308235947543,2.1769570997805077,3574.7776092810404,2.29014107209504,306,306,1810,0,0,0,53580,53580,0.0004,0.01,1.3,0.8,0.7,0.0,999.0,-999.0,999.0,0.0,inf,edge_current,False,False,True,True,True,-11086.487571302476,-0.100493667699042,-11086.487571302476,-0.100493667699042,71,66,5,92.95774647887323,3554.330823594799,50.0609975154197,5.9249726334602695,-0.5748582926621034,1073.0489854031482,1073.0489854031482,1897.5546420481792,2580.171204806676,30.18990180317211,53.38711381201764,72.59231998548543,53.36280740699992,7,7,0,100.0,0.05091570517871859,2939.0974048801754,754.6478873239437,1548.9614538054193,ok,0.67,9.126,short_max2,short_max2/v1,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65180,5130,60050,7.8705124271248845,15688.585271121467,15588.585271121465,15688.585271121467,15588.585271121465,2.274010039088681,15331.825267065175,2.6142284817799504,306,306,2233,0,0,0,65180,65180,0.0004,0.01,1.3,0.8,0.7,0.0,999.0,-999.0,999.0,0.0,inf,edge_current,True,True,True,True,True,670.5600864816588,-0.0034407283908688413,670.5600864816588,-0.0034407283908688413,74,69,5,93.24324324324324,15588.58527112157,210.65655771785904,6.27036481444455,-0.5748582926621034,4636.993237693242,4636.993237693242,12065.7461822468,13931.809089574948,29.74608123216571,77.40116227608569,89.37186311181259,77.39312450588103,7,7,0,100.0,0.05091570517871859,14973.351852406935,880.8108108108108,3573.972781849652,ok,0.648,16.638,12034.25444752671,11757.047657784135,77.19914436251436,22.5,17.5,5.0,2.5,2.5,50.0,5.0,45.0
