strategy,note,trades,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor
smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,현재 공식 기준선 short_max2/v1. Q4 저비중 순위 1위로 승격된 stop245_timeout320_rr520 실전형 기준선.,65265,14902.949980048708,2.2774507674795497,14661.265180583516,2.567757993841345
