strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max2_v1_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max2_v1,mdd_delta_vs_short_max2_v1,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,status,elapsed_minutes_candidate_preq4,elapsed_minutes_total_so_far
smx2v1_q4lowtop1_retest_stop250_rr500_t320_v1,short_max2,short_max2/v1,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53580,4156,49424,7.7566256065696155,3654.3308235947543,3554.3308235947543,3654.3308235947543,3554.3308235947543,2.1769570997805077,3574.7776092810404,2.29014107209504,306,306,1810,0,0,0,53580,53580,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.5,5.0,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11086.487571302476,-0.100493667699042,-11086.487571302476,-0.100493667699042,71,66,5,92.95774647887323,3554.330823594799,50.0609975154197,5.9249726334602695,-0.5748582926621034,1073.0489854031482,1073.0489854031482,1897.5546420481792,2580.171204806676,30.18990180317211,53.38711381201764,72.59231998548543,53.36280740699992,7,7,0,100.0,0.05091570517871859,2939.0974048801754,754.6478873239437,1548.9614538054193,ok,1.753,9.768
