side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
long,57035,20451,36584,35.85692995529061,0.002457231846478079,140.14821836387722,16744
short,33685,4789,28896,14.217010538815497,0.006420831580548763,216.2857117907851,3093
