run_label,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,blocked_by_cooldown,blocked_by_short_dd_brake,skipped_invalid,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAIN_V6_V2_EXACT_EMBED,100.0,0.0004,0.0008,0.00125,800,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_main_v6_timeout210,597,126615,52481,90720,57035,33685,25240,65480,27.821869488536155,56.09996246187716,56.109478762906576,1.8993854561222674,153.14435802765564,445,19837,0,0,88376,0,0,0,False
