candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
V3MIX07_N02_stop255_rr630_t375,0.0,5.540389442518778,5.398813559725191,5.540389442518634
V4R05_stop262_rr620_t390_ff15,0.0,5.692488096029469,5.429499124497861,5.692488096031778
