candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
V3MIX07_N02_stop255_rr630_t375,0.0,425.66748937282097,23933.648521901203,106973.54619066067
V4R05_stop262_rr620_t390_ff15,0.0,434.2372391750604,26794.776804338213,121971.9830795917
