experiment_name,side,symbol,entry_time,exit_time,entry_price,exit_price,stop_price,target_price_initial,duration_bars,score,score_detail,atr,risk_multiple,pnl_pct_raw,exit_reason
1V2_L02_mirror_capped,long_only,ADA,2024-01-01 07:55:00,2024-01-01 08:35:00,0.5885999798774719,0.5892358939873753,0.583300695628277,0.6018481905004591,8,2.0,rsi+wick+vol,0.0027927716728299856,0.11999999999999843,0.0010803841855987777,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-01 08:00:00,2024-01-01 08:40:00,0.5891000032424927,0.5897311556028435,0.5838404002395692,0.6022490107498015,8,2.0,rsi+wick+vol,0.0027718592900782824,0.12000000000000068,0.001071384072104691,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-02 23:40:00,2024-01-02 23:45:00,0.6165000200271606,0.6120449538726825,0.6120449538726825,0.627637685413356,1,2.0,rsi+wick+vol,0.00234786095097661,-0.9999999999999971,-0.007226384444045649,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:05:00,2024-01-03 21:05:00,0.5784000158309937,0.5679775278375019,0.5679775278375019,0.6044562358147232,0,2.5,dev+rsi+vol,0.00549274729564786,-0.9999999999999959,-0.018019515401495392,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:10:00,2024-01-03 21:10:00,0.5085999965667725,0.48923116753576323,0.48923116753576323,0.5570220691442955,0,2.5,dev+rsi+vol,0.010207551531493664,-1.0,-0.03808263696766729,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:15:00,2024-01-03 21:55:00,0.5213000178337097,0.52409581829058,0.4980016806931235,0.5795458606851753,8,3.0,dev+rsi+wick+vol,0.012278438545763493,0.11999999999999945,0.005363131327883765,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:20:00,2024-01-03 22:00:00,0.5310999751091003,0.5339741944526322,0.5071481472463347,0.5909795447660144,8,2.5,dev+rsi+vol,0.0126228341832757,0.11999999999999786,0.00541182353273768,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:30:00,2024-01-03 22:10:00,0.5419999957084656,0.5448644368662499,0.5181296527269297,0.6016758531623054,8,2.0,dev+wick+vol,0.01257989089936018,0.11999999999999866,0.005284946827425853,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-03 21:35:00,2024-01-03 22:15:00,0.5432999730110168,0.5461159482126124,0.5198335129977204,0.601966123044258,8,2.0,dev+wick+vol,0.01236704085022211,0.12000000000000106,0.0051830946833831305,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-05 20:00:00,2024-01-05 21:05:00,0.5449000000953674,0.5404486503300723,0.5404486503300723,0.5560283745086053,13,2.0,rsi+wick+vol,0.002345902379602194,-0.999999999999998,-0.008169113166665602,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-06 16:00:00,2024-01-06 16:40:00,0.5092999935150146,0.5100593061660184,0.5029723880899837,0.525119007077592,8,2.0,rsi+wick+vol,0.0033347064163535833,0.11999999999999944,0.001490894680290865,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-08 07:30:00,2024-01-08 07:30:00,0.49950000643730164,0.4955866556963883,0.4955866556963883,0.5092833832895849,0,2.0,rsi+wick+vol,0.0020623719319701195,-1.0000000000000029,-0.007834535916876962,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-08 12:30:00,2024-01-08 13:10:00,0.46810001134872437,0.4690790301952511,0.4599415209610015,0.4884962373180315,8,2.0,rsi+wick+vol,0.004299599677324295,0.11999999999999925,0.002091473665437252,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-09 18:00:00,2024-01-09 18:45:00,0.5206999778747559,0.5167360980249941,0.5167360980249941,0.5306096774991602,9,2.0,rsi+wick+vol,0.0020890012383461,-1.00000000000001,-0.007612598460135133,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-09 18:20:00,2024-01-09 18:45:00,0.5192000269889832,0.515133508174913,0.515133508174913,0.5293663240241585,5,2.0,rsi+wick+vol,0.002143092919141054,-1.000000000000003,-0.007832277740148212,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-09 18:25:00,2024-01-09 18:45:00,0.5184000134468079,0.5142851214890833,0.5142851214890833,0.528687243341119,4,2.0,rsi+wick+vol,0.0021685860119760036,-1.000000000000013,-0.007937677181690007,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-09 18:50:00,2024-01-09 19:30:00,0.515999972820282,0.5165241785801947,0.5116315914876759,0.5269209261517972,8,2.0,rsi+wick+vol,0.0023021772503852844,0.12000000000000328,0.0010159026890013416,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-10 21:50:00,2024-01-10 21:50:00,0.5002999901771545,0.49423690754396377,0.49423690754396377,0.5154576967601315,0,2.0,rsi+wick+vol,0.003195300465449691,-0.9999999999999979,-0.01211889416796482,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-10 22:00:00,2024-01-10 22:40:00,0.49410000443458557,0.49501046305778434,0.4865128492412623,0.5130678924178937,8,2.0,rsi+wick+vol,0.003998500760644674,0.11999999999999748,0.0018426606254348047,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-10 22:05:00,2024-01-10 22:45:00,0.49540001153945923,0.4963462756903842,0.4875144769484177,0.515113848017063,8,2.0,rsi+wick+vol,0.0041557494550943375,0.11999999999999855,0.0019101011887029359,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-13 07:30:00,2024-01-13 08:10:00,0.5327000021934509,0.5338698742183857,0.5229510686523281,0.5570723360462579,8,2.5,dev+rsi+vol,0.005137777887284756,0.12000000000000553,0.002196117927759932,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-18 20:00:00,2024-01-18 20:40:00,0.5159000158309937,0.5161945512576378,0.5134455539422924,0.5220361705527466,8,2.0,rsi+wick+vol,0.001293524052016437,0.1200000000000026,0.0005709157154603335,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-19 23:35:00,2024-01-20 00:00:00,0.49320000410079956,0.4905334349986515,0.4905334349986515,0.4998664268561697,5,2.0,rsi+wick+vol,0.0014053065096959472,-1.0000000000000058,-0.005406668856399858,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-19 23:40:00,2024-01-20 00:00:00,0.49320000410079956,0.4904934957434307,0.4904934957434307,0.49996627499422175,4,2.0,rsi+wick+vol,0.0014263548655435443,-0.9999999999999918,-0.005487648691940604,stop
1V2_L02_mirror_capped,long_only,ADA,2024-01-20 01:35:00,2024-01-20 01:40:00,0.4799000024795532,0.47437048367923124,0.47437048367923124,0.49372379948035816,1,2.0,rsi+wick+vol,0.0029141074046492577,-1.0000000000000036,-0.011522231239324861,stop
