combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,long_key,short_key
lx2_sx2,LONG_MAX2_SHORT_MAX2_MAIN2_2026_ONLY_LV10_SPLIT400_NOCAP_V1,1201,309,892,343,858,28.55953372189842,19.450877693800162,19.508947592870697,2.9830213280491336,115.9439701972483,30,111,0,0,True,False,10.0,0.002,0.02,0.0004,long_max2,short_max2
