period_label,strategy,candidate_key,audit_mode,slippage_per_side,slippage_per_side_pct,total_round_trip_cost_pct,environment_lock_pass,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,target_expected_trades,delta_vs_target_expected_trades,target_expected_max_return_pct,delta_vs_target_expected_max_return_pct,target_expected_max_drawdown_pct,delta_vs_target_expected_max_drawdown_pct,target_expected_official_cd_value,delta_vs_target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,max_conc_unique_symbols,active_leftover,pending_leftover,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,dd_brake_trigger_pct,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_realized_mdd10_pass,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_mtm_audit_pass,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_target_exact_retest_pass,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag,period_loaded_symbols,period_timeline_count,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
FULL_TRAIN_TO_2025_END,SMAUD_C03_stop240_score270_timeout315_slip000000,C03_stop240_score270_timeout315,realism_audit_no_position_limit,0.0,0.0,0.08,True,152030,11364,140666,7.4748404920081555,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,152030,0,73746.55353592646,0.0,5.888592725709996,0.0,69498.03075622236,0.0,1.8286053579584032,0.0,73855.85996080964,15.017466599306728,62849.56339296499,73760.00634635029,14.23277215250176,63347.67993125091,267412,152030,0,8883,364,364,0,0,2.7,2.4,6.2,315,0.08,,,,,,True,False,False,True,False,False,False,True,69498.03075622236,,,,,63347.67993125091,,,,,UNKNOWN,597,664093,408.9863520000363,6.816439200000604,519.416821699997,8.656947028333283,1069.8905722000054,17.831509536666758
