variant,same_symbol_mode,close_due_mode,dd_mode,freeze_decrement,dd_trigger_mode,guard_count_position,trades,generated_trades_before_guard,blocked_by_guard,blocked_by_same_symbol,skipped,max_conc,active_leftover,wins,same_bar_trades,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,score_distance_fast,wins_full,losses,win_rate_pct,same_bar_trades_full,profit_factor,exact_match_core,exact_match_full,score_distance_full
active_ts_lt_exit_ts|per_timestamp|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_timestamp,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,35394,35496,102,16883,0,284,0,-1,-1,803.759712047523,804.2006180238313,4.658638862431281,862.0771766382293,1559970,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_timestamp,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,35394,35496,102,16883,0,284,0,-1,-1,803.759712047523,804.2006180238313,4.658638862431281,862.0771766382293,1559970,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_candidate,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,35411,35503,92,16886,0,284,0,-1,-1,797.8230554640783,798.2610651977993,4.824728764892335,854.9224052013727,1576670,,,,,,,,
active_ts_lt_exit_ts|per_candidate|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_candidate,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,35411,35503,92,16886,0,284,0,-1,-1,797.8230554640783,798.2610651977993,4.824728764892335,854.9224052013727,1576670,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_timestamp,edge_current,per_candidate,cross_only,before_same_symbol,35445,35515,70,16896,0,284,0,-1,-1,806.5867696021585,807.0290547797683,4.778000063453797,863.6912059668465,1609670,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_timestamp,direct_current,per_candidate,cross_only,before_same_symbol,35445,35515,70,16896,0,284,0,-1,-1,806.5867696021585,807.0290547797683,4.778000063453797,863.6912059668465,1609670,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_timestamp,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,35447,35516,69,16896,0,284,0,-1,-1,806.3751586222395,806.8173405638404,4.778000063453797,863.4896074562901,1611670,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_candidate,edge_current,per_candidate,cross_only,before_same_symbol,35449,35519,70,16892,0,284,0,-1,-1,809.904111899467,810.3480154674796,4.826052739009327,866.4141401324944,1614070,,,,,,,,
active_ts_lt_exit_ts|per_candidate|direct_current|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_candidate,direct_current,per_candidate,cross_only,before_same_symbol,35449,35519,70,16892,0,284,0,-1,-1,809.904111899467,810.3480154674796,4.826052739009327,866.4141401324944,1614070,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,active_ts_lt_exit_ts,per_candidate,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,35462,35524,62,16895,0,284,0,-1,-1,812.2532105579794,812.6982601514496,4.854878847524861,868.3878653776295,1626770,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current_after_accept|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current_after_accept,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35488,35587,99,16894,0,284,0,-1,-1,805.8115173808466,806.2534243458266,4.658638862431353,864.0343501271371,1662770,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35489,35590,101,16891,0,284,0,-1,-1,804.7040811826546,805.1454478765519,4.655073482079035,863.010262158205,1664270,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35489,35590,101,16891,0,284,0,-1,-1,804.3990715906267,804.8402894832993,4.655073482079035,862.7193091123951,1664270,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,direct_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35489,35590,101,16891,0,284,0,-1,-1,804.7040811826546,805.1454478765519,4.655073482079035,863.010262158205,1664270,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35494,35581,87,16900,0,284,0,-1,-1,809.1820030782038,809.6255543599943,4.732051512607071,866.5816045558417,1666970,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35496,35582,86,16899,0,284,0,-1,-1,803.759712047523,804.2006180238313,4.658638862431281,862.0771766382293,1668970,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,direct_current,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35496,35582,86,16899,0,284,0,-1,-1,803.759712047523,804.2006180238313,4.658638862431281,862.0771766382293,1668970,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35497,35583,86,16898,0,284,0,-1,-1,807.1558391806209,807.598401983107,4.824917571504013,863.8075272071344,1670070,,,,,,,,
active_ts_lt_exit_ts|per_candidate|direct_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,direct_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,35497,35583,86,16898,0,284,0,-1,-1,807.1558391806209,807.598401983107,4.824917571504013,863.8075272071344,1670070,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current_after_accept|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current_after_accept,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35497,35586,89,16895,0,284,0,-1,-1,805.5653681705172,806.0071550497528,4.732051512607061,863.1344297648927,1670670,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35503,35577,74,16904,0,284,0,-1,-1,797.8230554640783,798.2610651977993,4.824728764892335,854.9224052013727,1674270,,,,,,,,
active_ts_lt_exit_ts|per_candidate|direct_current|per_new_timestamp_after_check|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,direct_current,per_new_timestamp_after_check,cross_only,after_same_symbol_before_accept,35503,35577,74,16904,0,284,0,-1,-1,797.8230554640783,798.2610651977993,4.824728764892335,854.9224052013727,1674270,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current,per_candidate,cross_only,after_same_symbol_before_accept,35515,35573,58,16908,0,284,0,-1,-1,806.5867696021585,807.0290547797683,4.778000063453797,863.6912059668465,1684270,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,direct_current,per_candidate,cross_only,after_same_symbol_before_accept,35515,35573,58,16908,0,284,0,-1,-1,806.5867696021585,807.0290547797683,4.778000063453797,863.6912059668465,1684270,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current_after_accept|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current_after_accept,per_candidate,cross_only,after_same_symbol_before_accept,35516,35574,58,16907,0,284,0,-1,-1,806.3751586222395,806.8173405638404,4.778000063453797,863.4896074562901,1685370,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current,per_candidate,cross_only,after_same_symbol_before_accept,35519,35570,51,16911,0,284,0,-1,-1,809.904111899467,810.3480154674796,4.826052739009327,866.4141401324944,1687270,,,,,,,,
active_ts_lt_exit_ts|per_candidate|direct_current|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,direct_current,per_candidate,cross_only,after_same_symbol_before_accept,35519,35570,51,16911,0,284,0,-1,-1,809.904111899467,810.3480154674796,4.826052739009327,866.4141401324944,1687270,,,,,,,,
active_ts_lt_exit_ts|per_candidate|edge_current_after_accept|per_candidate|cross_only|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_candidate,edge_current_after_accept,per_candidate,cross_only,after_same_symbol_before_accept,35524,35570,46,16911,0,284,0,-1,-1,812.2532105579794,812.6982601514496,4.854878847524861,868.3878653776295,1691770,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|dd_off,active_ts_lt_exit_ts,per_timestamp,off,none,none,none,35550,35550,0,16931,0,284,0,-1,-1,820.4601675705911,820.9092209897971,4.947436612615366,875.3478210215969,1717170,,,,,,,,
active_ts_lt_exit_ts|per_candidate|dd_off,active_ts_lt_exit_ts,per_candidate,off,none,none,none,35550,35550,0,16931,0,284,0,-1,-1,820.4601675705911,820.9092209897971,4.947436612615366,875.3478210215969,1717170,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current_after_accept|per_candidate|while_below|after_same_symbol_before_accept,active_ts_le_exit_ts,per_timestamp,edge_current_after_accept,per_candidate,while_below,after_same_symbol_before_accept,32612,38472,5860,14009,0,284,0,-1,-1,436.3927062208478,436.65438943892923,3.2332351547643836,519.3030910600036,2405370,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current_after_accept|per_candidate|while_below|after_same_symbol_before_accept,entry_block_exit_i_plus_0,per_timestamp,edge_current_after_accept,per_candidate,while_below,after_same_symbol_before_accept,32612,38472,5860,14009,0,284,0,-1,-1,436.3927062208478,436.65438943892923,3.2332351547643836,519.3030910600036,2405370,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current_after_accept|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current_after_accept,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
active_ts_le_exit_ts|per_timestamp|direct_current|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,direct_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current_after_accept|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current_after_accept,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|direct_current|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,direct_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36211,36542,331,15608,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2504470,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current_after_accept|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current_after_accept,per_new_timestamp_before_check,cross_only,before_same_symbol,36236,36556,320,15605,0,284,0,-1,-1,542.2176056916373,542.5309163832572,4.884832756294085,611.1443557104514,2529770,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current_after_accept|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current_after_accept,per_new_timestamp_before_check,cross_only,before_same_symbol,36236,36556,320,15605,0,284,0,-1,-1,542.2176056916373,542.5309163832572,4.884832756294085,611.1443557104514,2529770,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current_after_accept|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current_after_accept,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
active_ts_le_exit_ts|per_timestamp|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current_after_accept|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current_after_accept,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36313,36592,279,15610,0,284,0,-1,-1,530.5242141357793,530.831820118336,5.372320851687438,596.9415107070394,2606270,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36314,36588,274,15619,0,284,0,-1,-1,539.3900308303485,539.7019620682948,4.884832756294306,608.4535910825253,2606370,,,,,,,,
active_ts_le_exit_ts|per_candidate|direct_current|per_new_timestamp_before_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,direct_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36314,36588,274,15619,0,284,0,-1,-1,539.3900308303485,539.7019620682948,4.884832756294306,608.4535910825253,2606370,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36314,36588,274,15619,0,284,0,-1,-1,539.3900308303485,539.7019620682948,4.884832756294306,608.4535910825253,2606370,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|direct_current|per_new_timestamp_before_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,direct_current,per_new_timestamp_before_check,cross_only,before_same_symbol,36314,36588,274,15619,0,284,0,-1,-1,539.3900308303485,539.7019620682948,4.884832756294306,608.4535910825253,2606370,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
active_ts_le_exit_ts|per_timestamp|direct_current|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_timestamp,direct_current,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|direct_current|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_timestamp,direct_current,per_candidate,cross_only,before_same_symbol,36345,36600,255,15626,0,284,0,-1,-1,535.4715929202796,535.7816125188053,5.374294667085932,601.6128352228942,2636670,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current_after_accept|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current_after_accept,per_new_timestamp_after_check,cross_only,before_same_symbol,36369,36613,244,15624,0,284,0,-1,-1,532.3203998219578,532.6288820872179,4.8883895449024894,601.7035179572329,2660870,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current_after_accept|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current_after_accept,per_new_timestamp_after_check,cross_only,before_same_symbol,36369,36613,244,15624,0,284,0,-1,-1,532.3203998219578,532.6288820872179,4.8883895449024894,601.7035179572329,2660870,,,,,,,,
none|per_timestamp|edge_current|per_candidate|while_below|before_same_symbol,none,per_timestamp,edge_current,per_candidate,while_below,before_same_symbol,33139,42810,9671,0,0,586,0,-1,-1,2906.3019294658443,2908.7081159836366,3.6644621689948016,2898.45514529794,2696290,,,,,,,,
none|per_timestamp|direct_current|per_candidate|while_below|before_same_symbol,none,per_timestamp,direct_current,per_candidate,while_below,before_same_symbol,33139,42810,9671,0,0,586,0,-1,-1,2906.3019294658443,2908.7081159836366,3.6644621689948016,2898.45514529794,2696290,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36414,36631,217,15633,0,284,0,-1,-1,537.0715928882859,537.382393058836,4.888389544902391,606.2246587954992,2704970,,,,,,,,
active_ts_le_exit_ts|per_candidate|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36414,36631,217,15633,0,284,0,-1,-1,537.0715928882859,537.382393058836,4.888389544902391,606.2246587954992,2704970,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36414,36631,217,15633,0,284,0,-1,-1,537.0715928882859,537.382393058836,4.888389544902391,606.2246587954992,2704970,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|direct_current|per_new_timestamp_after_check|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,direct_current,per_new_timestamp_after_check,cross_only,before_same_symbol,36414,36631,217,15633,0,284,0,-1,-1,537.0715928882859,537.382393058836,4.888389544902391,606.2246587954992,2704970,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current,per_candidate,cross_only,before_same_symbol,36456,36646,190,15645,0,284,0,-1,-1,534.2079856198136,534.5173887580092,5.009693914787387,602.7300097451315,2745770,,,,,,,,
active_ts_le_exit_ts|per_candidate|direct_current|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,direct_current,per_candidate,cross_only,before_same_symbol,36456,36646,190,15645,0,284,0,-1,-1,534.2079856198136,534.5173887580092,5.009693914787387,602.7300097451315,2745770,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current,per_candidate,cross_only,before_same_symbol,36456,36646,190,15645,0,284,0,-1,-1,534.2079856198136,534.5173887580092,5.009693914787387,602.7300097451315,2745770,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|direct_current|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,direct_current,per_candidate,cross_only,before_same_symbol,36456,36646,190,15645,0,284,0,-1,-1,534.2079856198136,534.5173887580092,5.009693914787387,602.7300097451315,2745770,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,active_ts_le_exit_ts,per_candidate,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,36508,36670,162,15649,0,284,0,-1,-1,535.331020773718,535.6409717930643,5.514095726334386,600.5911201325926,2797370,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current_after_accept|per_candidate|cross_only|before_same_symbol,entry_block_exit_i_plus_0,per_candidate,edge_current_after_accept,per_candidate,cross_only,before_same_symbol,36508,36670,162,15649,0,284,0,-1,-1,535.331020773718,535.6409717930643,5.514095726334386,600.5911201325926,2797370,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_le_exit_ts,per_timestamp,edge_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
active_ts_le_exit_ts|per_timestamp|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_le_exit_ts,per_timestamp,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
active_ts_le_exit_ts|per_timestamp|direct_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_le_exit_ts,per_timestamp,direct_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,entry_block_exit_i_plus_0,per_timestamp,edge_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,entry_block_exit_i_plus_0,per_timestamp,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
entry_block_exit_i_plus_0|per_timestamp|direct_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,entry_block_exit_i_plus_0,per_timestamp,direct_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36542,36856,314,15625,0,284,0,-1,-1,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,2865170,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_le_exit_ts,per_candidate,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36556,36858,302,15623,0,284,0,-1,-1,542.2176056916373,542.5309163832572,4.884832756294085,611.1443557104514,2878170,,,,,,,,
entry_block_exit_i_plus_0|per_candidate|edge_current_after_accept|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,entry_block_exit_i_plus_0,per_candidate,edge_current_after_accept,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36556,36858,302,15623,0,284,0,-1,-1,542.2176056916373,542.5309163832572,4.884832756294085,611.1443557104514,2878170,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|edge_current|per_candidate|while_below|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,edge_current,per_candidate,while_below,after_same_symbol_before_accept,31940,37186,5246,15295,0,284,0,-1,-1,626.6548641694872,627.0093682130454,3.5457419311959297,701.2314922005928,2887370,,,,,,,,
active_ts_lt_exit_ts|per_timestamp|direct_current|per_candidate|while_below|after_same_symbol_before_accept,active_ts_lt_exit_ts,per_timestamp,direct_current,per_candidate,while_below,after_same_symbol_before_accept,31940,37186,5246,15295,0,284,0,-1,-1,626.6548641694872,627.0093682130454,3.5457419311959297,701.2314922005928,2887370,,,,,,,,
active_ts_le_exit_ts|per_candidate|edge_current|per_new_timestamp_before_check|cross_only|after_same_symbol_before_accept,active_ts_le_exit_ts,per_candidate,edge_current,per_new_timestamp_before_check,cross_only,after_same_symbol_before_accept,36588,36839,251,15642,0,284,0,-1,-1,539.3900308303485,539.7019620682948,4.884832756294306,608.4535910825253,2903170,,,,,,,,
