strategy_name,axis,parent_alias,parent_strategy,family,group,side,description,total_trades,total_wins,total_losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,mdd_under_5,beats_axis_reference,reference_alias,reference_strategy,reference_cd_value,reference_max_return_pct,reference_max_drawdown_pct
short_max_v1_064_sx13_upperwick_distribution_13,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_13,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,10636,2759,7877,25.940203,3.25598,11.05976,12.775525,96.871293,0.865699,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_069_sx13_upperwick_distribution_18,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_18,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,6962,1648,5314,23.671359,-0.180039,7.195031,9.754604,96.738581,0.737604,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_058_sx13_upperwick_distribution_07,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_07,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,12491,3077,9414,24.633736,2.477756,11.879035,13.976017,96.242802,0.849959,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_067_sx13_upperwick_distribution_16,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_16,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,8283,1794,6489,21.658819,-0.678817,6.900089,10.042908,96.164211,0.687061,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_063_sx13_upperwick_distribution_12,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_12,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,11709,2818,8891,24.066957,2.202632,10.791909,13.274494,96.084844,0.812981,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_068_sx13_upperwick_distribution_17,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_17,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,7679,1704,5975,22.190389,-1.159909,6.703624,10.062533,95.966536,0.666196,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_053_sx13_upperwick_distribution_02,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_02,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,12781,3306,9475,25.866521,1.909628,11.811719,14.28778,95.836307,0.826701,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_062_sx13_upperwick_distribution_11,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_11,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,12531,2890,9641,23.062804,1.377452,10.221906,13.632918,95.195444,0.749796,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_057_sx13_upperwick_distribution_06,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_06,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,13429,3190,10239,23.754561,1.218559,11.356534,14.815098,94.858955,0.766551,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_025_sx13_raw_edge_brake_24,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_24,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,12617,3277,9340,25.972894,2.533504,15.919031,18.352304,94.645218,0.867413,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_071_sx13_upperwick_distribution_20,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_20,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,11816,2328,9488,19.702099,0.083294,7.61374,12.116279,94.574959,0.628389,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_052_sx13_upperwick_distribution_01,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_01,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,13721,3420,10301,24.925297,0.388176,10.837454,14.883556,94.340899,0.728149,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_066_sx13_upperwick_distribution_15,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_15,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,9092,1779,7313,19.566652,-2.804348,6.049015,11.093153,94.284835,0.545293,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_015_sx13_raw_edge_brake_14,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_14,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,13988,3766,10222,26.923077,1.858008,16.130892,19.167578,93.871413,0.841572,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_010_sx13_raw_edge_brake_09,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_09,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,14729,4074,10655,27.659719,1.418242,16.048163,19.482993,93.438508,0.823701,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_020_sx13_raw_edge_brake_19,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_19,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,12681,3387,9294,26.70925,0.867752,16.176924,19.606949,93.398174,0.825061,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_005_sx13_raw_edge_brake_04,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_04,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,15203,4343,10860,28.56673,0.824782,16.556855,20.143552,93.078164,0.821943,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_061_sx13_upperwick_distribution_10,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_upperwick_distribution_10,short,상단 분배와 윗꼬리 누적을 short_max raw 후보의 다른 진입 흐름으로 테스트한다.,13923,2941,10982,21.123321,-1.061403,10.223518,15.578513,93.052333,0.656258,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_014_sx13_raw_edge_brake_13,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_13,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,15764,4037,11727,25.608982,0.060564,14.738344,19.584306,92.267636,0.752559,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
short_max_v1_024_sx13_raw_edge_brake_23,short_max,short_max_v1,short_only_reference_1x,8V13_SHORT_MAX_DIFFERENT_FLOW,sx13_raw_edge_brake_23,short,short_max raw edge를 보존하되 손실 군집과 급반등 구간만 soft brake로 줄인다.,14029,3407,10622,24.285409,-0.890781,14.796584,20.193355,91.615302,0.732745,False,False,short_max_v1,short_only_reference_1x,456.137449,394.6145,7.7792
