strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max2_v1_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max2_v1,mdd_delta_vs_short_max2_v1,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,status,elapsed_minutes_candidate_preq4,elapsed_minutes_total_so_far
BASE_short_max2_v2_stop250_rr500_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53580,4156,49424,7.7566256065696155,3654.3308235947543,3554.3308235947543,3654.3308235947543,3554.3308235947543,2.1769570997805077,3574.7776092810404,2.29014107209504,306,306,1810,0,0,0,53580,53580,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.5,5.0,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11757.047657784135,-0.09705293930817316,-11757.047657784135,-0.09705293930817316,71,66,5,92.95774647887323,3554.330823594799,50.0609975154197,5.9249726334602695,-0.5748582926621034,1073.0489854031482,1073.0489854031482,1897.5546420481792,2580.171204806676,30.18990180317211,53.38711381201764,72.59231998548543,53.36280740699992,7,7,0,100.0,0.05091570517871859,2939.0974048801754,754.6478873239437,1548.9614538054193,ok,0.312,5.922
smx2v2_combo01_stop252_rr505_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53541,4148,49393,7.747333818942492,3739.662884835265,3639.662884835265,3739.662884835265,3639.662884835265,2.193623645675269,3657.6287555249764,2.303936239809643,306,306,1772,0,0,0,53541,53541,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11674.196511540198,-0.08038639341341192,-11674.196511540198,-0.08038639341341192,71,66,5,92.95774647887323,3639.6628848352943,51.262857532891466,6.16192084991663,-0.5815978611495102,1101.7587113056175,1101.7587113056175,1951.1377751085165,2645.078247303647,30.27089997527272,53.607650951354834,72.67371542360152,53.58398204715522,7,7,0,100.0,0.05062399970420518,3013.317921203359,754.0985915492957,1577.362723169104,ok,0.266,6.188
smx2v2_combo02_stop252_rr5025_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53544,4148,49396,7.746899746003287,3726.8725574092045,3626.8725574092045,3726.8725574092045,3626.8725574092045,2.1936194248069696,3645.119157052076,2.3017718596127072,306,306,1772,0,0,0,53544,53544,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.025,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11686.7061100131,-0.08039061428171124,-11686.7061100131,-0.08039061428171124,71,66,5,92.95774647887323,3626.872557409188,51.08271207618575,6.179366108097135,-0.5815978611495102,1095.0893723736945,1095.0893723736945,1940.5234658916156,2634.3262843062503,30.193764877031082,53.50404336450699,72.6335497762306,53.480336943871535,7,7,0,100.0,0.05062399970420518,3001.7357704280853,754.1408450704225,1575.4785843654756,ok,0.286,6.475
smx2v2_combo03_stop251_rr505_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53563,4150,49413,7.747885667344996,3711.8061388316755,3611.8061388316755,3711.8061388316755,3611.8061388316755,2.1852859531676594,3630.692560670972,2.292123738088935,306,306,1791,0,0,0,53563,53563,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.51,5.05,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11701.132706394203,-0.08872408592102143,-11701.132706394203,-0.08872408592102143,71,66,5,92.95774647887323,3611.8061388316823,50.87050899762933,6.106127173498985,-0.5781786327798808,1082.5251210913589,1082.5251210913589,1924.7568808776275,2619.3803862840373,29.971850079459838,53.29070295838836,72.52272922741454,53.26665753940538,7,7,0,100.0,0.050769830347433174,2985.8506062592687,754.4084507042254,1576.4434395335072,ok,0.266,6.742
smx2v2_combo04_stop252_rr505_t330,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53532,4119,49413,7.694463124859897,3736.1296308160336,3636.1296308160336,3736.1296308160336,3636.1296308160336,2.2174416088914795,3653.283137820195,2.304371332881349,306,306,1772,0,0,0,53532,53532,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,330,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11678.54212924498,-0.05656843019720137,-11678.54212924498,-0.05656843019720137,71,66,5,92.95774647887323,3636.1296308160845,51.213093391775836,6.217508511491371,-0.5707825731609106,1102.0942685450643,1102.0942685450643,1950.7049271788735,2640.1948512595136,30.30954285031122,53.647837817626474,72.61003097590209,53.62355327733722,7,7,0,100.0,0.05036317772293443,3007.788211127043,753.9718309859155,1574.1239134023324,ok,0.277,7.019
smx2v2_combo05_stop252_rr505_t310,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53565,4178,49387,7.799869317651452,3581.9212738895976,3481.9212738895976,3581.9212738895976,3481.9212738895976,2.1254995932777354,3505.7875517815455,2.279511465478592,306,306,1773,0,0,0,53565,53565,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,310,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11826.03771528363,-0.1485104458109454,-11826.03771528363,-0.1485104458109454,71,66,5,92.95774647887323,3481.9212738896335,49.0411447026709,6.229228228860984,-0.5360164229166051,1043.310493441992,1043.310493441992,1853.710910053787,2509.7471812937943,29.96364395902944,53.238162618852606,72.07937755841823,53.212903416437754,7,7,0,100.0,0.051132841016054,2862.3362833720184,754.4366197183099,1523.9220348860742,ok,0.257,7.276
smx2v2_combo06_stop252_rr505_fail14,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53541,4148,49393,7.747333818942492,3737.5122582772933,3637.5122582772933,3737.5122582772933,3637.5122582772933,2.1910693611994048,3655.6207723151074,2.3036957190686698,306,306,1772,0,0,0,53541,53541,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,14,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11676.204494750067,-0.08294067788927606,-11676.204494750067,-0.08294067788927606,71,66,5,92.95774647887323,3637.5122582772674,51.23256701798968,6.128868022963399,-0.5815978611495102,1101.1519565714939,1101.1519565714939,1950.0339089108527,2643.6124789572605,30.27211672114066,53.608998965529054,72.67638680644008,53.585315478085796,7,7,0,100.0,0.05062399970420518,3011.428705046358,754.0985915492957,1576.4509667587097,ok,0.284,7.561
smx2v2_combo07_stop252_rr505_fail10,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53542,4148,49394,7.747189122557992,3737.80862889412,3637.80862889412,3737.80862889412,3637.80862889412,2.2053711516066943,3655.376075690223,2.3040720475136927,306,306,1772,0,0,0,53542,53542,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,10,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11676.449191374952,-0.06863888748198654,-11676.449191374952,-0.06863888748198654,71,66,5,92.95774647887323,3637.8086288941404,51.23674125203014,6.0978783645459815,-0.5815978611495102,1101.4197789830275,1101.4197789830275,1950.1781432256655,2643.8511402533054,30.277012656321308,53.60859633285606,72.67702647285795,53.584914951904786,7,7,0,100.0,0.05062399970420518,3011.7845360849838,754.112676056338,1576.3591249928634,ok,0.265,7.827
smx2v2_combo08_stop253_rr5025_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53528,4147,49381,7.7473471827828435,3791.4814978322984,3691.481497832299,3791.4814978322984,3691.481497832299,2.1522752835272607,3709.878378674945,2.3175503646747457,306,306,1757,0,0,0,53528,53528,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.53,5.025,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-11621.94688839023,-0.1217347555614201,-11621.94688839023,-0.1217347555614201,71,66,5,92.95774647887323,3691.4814978322975,51.99269715256757,6.049630794041377,-0.5849166609274069,1117.7162697730207,1117.7162697730207,1982.9469031874562,2688.2418019612383,30.278257399620266,53.7168316935051,72.82284371572283,53.693282897124384,7,7,0,100.0,0.05047821322895967,3061.3150350308943,753.9154929577464,1596.1302924213194,ok,0.266,8.093
