strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max2_v1_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max2_v1,mdd_delta_vs_short_max2_v1,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,status,elapsed_minutes_candidate_fulltrain,elapsed_minutes_total_so_far
BASE_short_max2_v2_stop250_rr500_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65180,5130,60050,7.8705124271248845,15688.585271121467,15588.585271121465,15688.585271121467,15588.585271121465,2.274010039088681,15331.825267065175,2.6142284817799504,306,306,2233,0,0,0,65180,65180,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.5,5.0,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,0.0,0.0,0.0,0.0,74,69,5,93.24324324324324,15588.58527112157,210.65655771785904,6.27036481444455,-0.5748582926621034,4636.993237693242,4636.993237693242,12065.7461822468,13931.809089574948,29.74608123216571,77.40116227608569,89.37186311181259,77.39312450588103,7,7,0,100.0,0.05091570517871859,14973.351852406935,880.8108108108108,3573.972781849652,ok,0.372,14.384
smx2v2_combo01_stop252_rr505_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65133,5123,60010,7.865444551916847,16192.95088702602,16092.950887026022,16192.95088702602,16092.950887026022,2.209932967542305,15835.097526955698,2.632847275178797,306,306,2187,0,0,0,65133,65133,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,503.27225989052386,-0.06407707154637565,503.27225989052386,-0.06407707154637565,74,69,5,93.24324324324324,16092.950887026076,217.47230928413617,6.439166358124421,-0.5815978611495102,4827.497884102998,4827.497884102998,12485.5032162839,14404.425777299297,29.99759284665973,77.58367812052137,89.50767251090012,77.57592822902602,7,7,0,100.0,0.05062399970420518,15466.605923394136,880.1756756756756,3691.2896262160243,ok,0.364,14.749
smx2v2_combo02_stop252_rr5025_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65137,5123,60014,7.864961542594838,16100.82640280607,16000.82640280607,16100.82640280607,16000.82640280607,2.209785231795025,15745.032718759907,2.629866747241383,306,306,2187,0,0,0,65137,65137,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.025,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,413.2074516947323,-0.06422480729365576,413.2074516947323,-0.06422480729365576,74,69,5,93.24324324324324,16000.8264028062,216.22738382170542,6.415949872513428,-0.5815978611495102,4786.30612690204,4786.30612690204,12406.05985534142,14314.477311288625,29.912868288244322,77.5338694579279,89.4608625263141,77.52607995835214,7,7,0,100.0,0.05062399970420518,15375.689615825027,880.2297297297297,3670.294789170384,ok,0.342,15.091
smx2v2_combo03_stop251_rr505_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65159,5124,60035,7.863840758759342,15968.791169457028,15868.791169457028,15968.791169457028,15868.791169457028,2.2225718592302046,15613.87331066544,2.6221405151377324,306,306,2211,0,0,0,65159,65159,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.51,5.05,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,282.0480436002654,-0.05143817985847621,282.0480436002654,-0.05143817985847621,74,69,5,93.24324324324324,15868.791169457048,214.44312391158172,6.331351383563998,-0.5781786327798808,4742.471814938039,4742.471814938039,12288.969525884553,14181.741911502993,29.885526656031374,77.4411194567697,89.36876010315675,77.43316364511165,7,7,0,100.0,0.050769830347433174,15242.83563688461,880.527027027027,3639.720467688903,ok,0.355,15.446
smx2v2_combo04_stop252_rr505_t330,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65113,5090,60023,7.817179365103742,16323.299270736487,16223.299270736487,16323.299270736487,16223.299270736487,2.2174416088914795,15961.339640763297,2.6463143675235683,306,306,2186,0,0,0,65113,65113,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,330,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,629.5143736981227,-0.05656843019720137,629.5143736981227,-0.05656843019720137,74,69,5,93.24324324324324,16223.299270736574,219.2337739288726,6.608817218639057,-0.5707825731609106,4888.958852823416,4888.958852823416,12650.225841474083,14537.874567099365,30.135416793069158,77.9756671584826,89.61108541788808,77.96775327783823,7,7,0,100.0,0.05036317772293443,15594.957851047551,879.9054054054054,3720.717686529282,ok,0.348,15.794
smx2v2_combo05_stop252_rr505_t310,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65168,5167,60001,7.9287380309354285,15226.61427277306,15126.61427277306,15226.61427277306,15126.61427277306,2.21966116492458,14888.635029027453,2.608423762400528,306,306,2188,0,0,0,65168,65168,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,310,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-443.19023803772143,-0.054348874164100724,-443.19023803772143,-0.054348874164100724,74,69,5,93.24324324324324,15126.614272773077,204.41370638882535,6.497083006375614,-0.5360164229166051,4535.452674627537,4535.452674627537,11675.639367222619,13498.403908937229,29.983263887352884,77.1860718907734,89.23612161667585,77.1776390989042,7,7,0,100.0,0.051132841016054,14507.029282255504,880.6486486486486,3470.661543928697,ok,0.347,16.142
smx2v2_combo06_stop252_rr505_fail14,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65133,5123,60010,7.865444551916847,16183.090094798888,16083.090094798888,16183.090094798888,16083.090094798888,2.2099329675421497,15825.45465162688,2.632706220745189,306,306,2187,0,0,0,65133,65133,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,14,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,493.6293845617056,-0.06407707154653108,493.6293845617056,-0.06407707154653108,74,69,5,93.24324324324324,16083.090094798796,217.33905533511887,6.439166358124421,-0.5815978611495102,4824.558151008981,4824.558151008981,12477.774524106475,14395.611745432381,29.99770642688387,77.58319110667506,89.50774795502676,77.57543651275385,7,7,0,100.0,0.05062399970420518,15457.006541567953,880.1756756756756,3689.0417937914012,ok,0.353,16.495
smx2v2_combo07_stop252_rr505_fail10,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65134,5123,60011,7.865323794024626,16185.0557621056,16085.0557621056,16185.0557621056,16085.0557621056,2.20993296754195,15827.376879003781,2.632910904873703,306,306,2187,0,0,0,65134,65134,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.52,5.05,320,3,0.0,10,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,495.5516119386066,-0.06407707154673092,495.5516119386066,-0.06407707154673092,74,69,5,93.24324324324324,16085.055762105476,217.36561840683075,6.439504898282509,-0.5815978611495102,4825.144162467305,4825.144162467305,12479.446373872095,14397.425276437,29.997683774493243,77.58410389395245,89.50808433226362,77.5763501563596,7,7,0,100.0,0.05062399970420518,15459.031669296459,880.1891891891892,3689.4898805785842,ok,0.376,16.871
smx2v2_combo08_stop253_rr5025_t320,short_max2,short_max2/v2,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65117,5122,59995,7.8658414853264125,16474.594698142253,16374.594698142251,16474.594698142253,16374.594698142251,2.22130849297556,16108.643126929115,2.6507728337590573,306,306,2166,0,0,0,65117,65117,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.53,5.025,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,True,True,True,True,True,776.8178598639406,-0.052701546113120834,776.8178598639406,-0.052701546113120834,74,69,5,93.24324324324324,16374.594698142188,221.27830673165118,6.461514550770066,-0.5849166609274069,4935.486482540958,4935.486482540958,12715.775171083189,14666.06010349735,30.14112149658839,77.65551090266608,89.56594269268427,77.64783360753015,7,7,0,100.0,0.05047821322895967,15744.428235340818,879.9594594594595,3755.0553235071247,ok,0.391,17.263
