strategy,family,candidate_key,entry_mode,precompute_signals,initial_asset,position_fraction,leverage,fee_per_side,round_trip_fee,environment_lock_pass,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,same_bar_trades,max_conc,active_leftover,pending_leftover,source_retest_strategy,source_official_cd_value,delta_vs_source_official_cd_value,source_max_return_pct,delta_vs_source_max_return_pct,source_max_drawdown_pct,delta_vs_source_max_drawdown_pct,source_profit_factor,delta_vs_source_profit_factor,source_trades,delta_vs_source_trades,parent_strategy,parent_official_cd_value,delta_vs_v15_official_cd_value,gate_retest_match_strict,gate_retest_match_loose,gate_mdd_under_10,gate_mdd_under_7,gate_mdd10_search_pass,gate_short_main_improve_vs_v15,gate_v16_candidate,baseline_reproduction_gate_mode,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
SM52_B04_stop230_score270_single_retest,short_main_v15_B04_single_retest,B04_stop230_score270,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,154015,11824,142191,7.6771743012044285,53676.46264218497,5.923149464550481,50591.202383140204,1.7648350795085153,267412,154015,0,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,2.3,6.2,285,3,0.0,12,0.075,3,9995,364,0,0,SM50_B04_stop230_score270,50591.2024,-1.6859798051882535e-05,53676.4626,4.218496906105429e-05,5.9231,4.9464550481381764e-05,1.7648,3.507950851533437e-05,154015,0,SM42_mdd10_aggr_v01_single_retest,23902.932157469306,26688.270225670898,True,True,True,True,True,True,True,fixed_v15_reference_and_B04_source_comparison,292.9599291000013,4.882665485000022,392.938324499999,6.548972074999983,745.8095398000005,12.430158996666675
