strategy,description,trades,parent_trade_ratio,parent_trade_ratio_pass,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,cd_delta_vs_baseline,mdd_delta_vs_baseline,max_return_delta_vs_baseline,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,blocked_by_guard,generated_trades_before_score_filter,short_dev,short_rsi_min,use_rsi_gate,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,fail_fast_min_progress_r,errors
baseline,v3 결과에서 1위로 나온 exact-entry-mask + edge_current dd_brake 구조 단독 리테스트,34005,1.0,True,14.406704896338773,898.4999401921407,899.0095709169104,4.559023920452521,953.4644856111984,0.0,0.0,0.0,1.555465134190124,277,277,3115,0,39,34044,0.035,77.0,False,1.3,2.35,1.0,0.8,0.7,0.03,5,edge_current,1.8975,5.75,0.003,200,8,0.05,10,0.1,0
