candidate_id,profile,trend_state,slippage_bps,stop_atr,target_atr,rr,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,tp_exit_rate_pct,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_tp_distance_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct,eligible_symbols,positive_symbols,positive_symbol_pct,eligible_quarters,positive_quarter_pct,ex_q4_trades,ex_q4_avg_net_return_pct,ex_q4_profit_factor,ex_q4_win_rate_pct,q4_2025_trades,q4_2025_avg_net_return_pct,q4_2025_profit_factor,q4_2025_win_rate_pct,y2026_trades,y2026_avg_net_return_pct,y2026_profit_factor,y2026_win_rate_pct
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp3atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,3.0,6.0,36,255414,255414,100.0,43070,212344,0,16.862818796150563,-0.030418154888963198,0.04960168578535101,1.2418247601987258,0.9016369315462427,15.856609269656321,83.06827346973932,1.075117260604352,3.961247229987393,0.007672610943146077,1.764509705013205,0.29408495083553415,-33.28372547820872,156.7210293496333,-0.000304181548889632,596,152,25.503355704697988,26,23.076923076923077,228344.0,-0.037239074863822594,0.8764325473015991,16.623602984970045,27070.0,0.02711845947155735,1.072182875871204,18.880679719246398,3883.0,-0.07527946832205819,0.7395623946083517,16.43059490084986
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp3atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,3.0,6.0,72,255414,255414,100.0,42044,213370,0,16.461118027985936,-0.031169935499914085,0.048849604341822665,1.2490339100377643,0.899859440459236,16.28219283202957,83.52517872943534,0.1926284385350842,4.133966814661687,0.007672610943146077,1.764509705013205,0.29408495083553415,-33.28372547820872,156.7210293496333,-0.00031169935499914084,596,152,25.503355704697988,26,26.923076923076923,228344.0,-0.038000363482180166,0.874725007175983,16.220702098588095,27070.0,0.026446881906165447,1.069942656895164,18.489102327299594,3883.0,-0.07438930594406881,0.7437501970793694,16.19881534895699
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.0,1.3333333333333333,12,203523,203523,100.0,86956,116567,0,42.725392216113164,-0.08871954827933098,-0.008723037494328786,0.8406919941304974,0.7387346702668163,42.560791654997224,57.09821494376557,0.3409934012372066,1.6290099890430074,0.008136815056136898,0.6793467908237425,0.509510093117807,-49.885588217313085,52.18700978321109,-0.0008871954827933099,595,56,9.411764705882353,25,4.0,181807.0,-0.08778508503446969,0.7325206587562065,42.393307188392086,21716.0,-0.09654290244945936,0.7779966724597797,45.50561797752809,2853.0,-0.14136978363550498,0.5862161047869668,37.22397476340694
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.0,1.3333333333333333,36,203523,203523,100.0,86947,116576,0,42.720970111486174,-0.08887747561459214,-0.008881028025802493,0.8440930262171601,0.7390109901662743,42.71212590223218,57.2706770242184,0.017197073549426845,1.6494548527684831,0.008136815056136898,0.6793467908237425,0.509510093117807,-49.885588217313085,52.18700978321109,-0.0008887747561459214,595,55,9.243697478991598,25,4.0,181807.0,-0.08795078075441003,0.7327543631131309,42.389456951602526,21716.0,-0.09663579263637939,0.7785200360802281,45.496408178301714,2853.0,-0.14134381119991127,0.5916449885461444,37.294076410795654
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.0,1.3333333333333333,72,203523,203523,100.0,86949,116574,0,42.721952801403276,-0.08892811587483125,-0.008931688550251369,0.845928943749329,0.738947303196508,42.71998742156906,57.27755585363816,0.002456724792775264,1.6521179424438515,0.008136815056136898,0.6793467908237425,0.509510093117807,-49.885588217313085,52.18700978321109,-0.0008892811587483126,595,54,9.07563025210084,25,4.0,181807.0,-0.08797946559515375,0.7327484199823218,42.391107053083765,21716.0,-0.09687024432377796,0.7780854795076216,45.49180327868852,2853.0,-0.1447267502431022,0.585504426778769,37.294076410795654
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.5,2.0,12,241597,241597,100.0,84129,157468,0,34.822038353125244,-0.06551830169987033,0.01448749329744867,0.9562726011991861,0.8125704977291249,33.81043638786905,64.66471024060729,1.524853371523653,2.292184919514729,0.0077989621173176985,0.918701217766878,0.45935060888343915,-49.885588217313085,78.32051467481664,-0.0006551830169987033,595,90,15.126050420168067,26,7.6923076923076925,215717.0,-0.06767438012019102,0.8008045779449926,34.48267869477139,25880.0,-0.04754678823015159,0.8897966635987903,37.65069551777434,3618.0,-0.13681900840026154,0.5978438242870721,30.845771144278604
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.5,2.0,36,241597,241597,100.0,83545,158052,0,34.58031349727025,-0.06583443031754486,0.014171238177726241,0.965405582300963,0.8136684890022556,34.5289883566435,65.39650740696284,0.07450423639366384,2.39433850585893,0.0077989621173176985,0.918701217766878,0.45935060888343915,-49.885588217313085,78.32051467481664,-0.0006583443031754487,595,92,15.46218487394958,26,7.6923076923076925,215717.0,-0.06807142141812852,0.8017197127518647,34.243012836262324,25880.0,-0.04718848714735142,0.8919560964640663,37.39180834621329,3618.0,-0.137882783748678,0.6028461129821958,30.597014925373134
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.75,1.5,2.0,72,241597,241597,100.0,83518,158079,0,34.5691378618112,-0.06591191673290124,0.014093720755400954,0.9675751121464051,0.813620954213192,34.559617876049785,65.42713692636912,0.013245197581095793,2.406511670260806,0.0077989621173176985,0.918701217766878,0.45935060888343915,-49.885588217313085,78.32051467481664,-0.0006591191673290124,595,91,15.294117647058824,26,7.6923076923076925,215717.0,-0.06809260769655236,0.8018279321633416,34.23605928137328,25880.0,-0.047735250867138916,0.8908506870843074,37.34544049459041,3618.0,-0.14018613663757237,0.599571476296924,30.597014925373134
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.75,2.0,2.6666666666666665,12,251285,251285,100.0,74937,176348,0,29.821517400561113,-0.056323455212679514,0.023686019194998482,1.0915098856506968,0.8456708355456573,26.641462880792727,69.2345344927075,4.1240026264997915,2.968999343375052,0.007720264349148889,1.1914152863443979,0.4467807323791494,-49.885588217313085,104.45401956642218,-0.0005632345521267952,596,103,17.28187919463087,26,3.8461538461538463,224539.0,-0.059747573947646154,0.8316151344557374,29.54943239259104,26746.0,-0.027577168043357726,0.938716536680475,32.1057354370747,3811.0,-0.11780207870380281,0.6563434405301402,27.578063500393597
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.75,2.0,2.6666666666666665,36,251285,251285,100.0,72450,178835,0,28.83180452474282,-0.05707468631085919,0.022934487484134427,1.1147898805074956,0.8475002995802943,28.57910340848041,71.10412479853552,0.3167717929840619,3.2964044809678255,0.007720264349148889,1.1914152863443979,0.4467807323791494,-49.885588217313085,104.45401956642218,-0.0005707468631085919,596,106,17.78523489932886,26,3.8461538461538463,224539.0,-0.06058379914451201,0.83347998775264,28.560294648145756,26746.0,-0.02761485356743711,0.9402134580586208,31.111194197263142,3811.0,-0.11609438355480861,0.6725156431424287,26.580949881920755
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp2atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.75,2.0,2.6666666666666665,72,251285,251285,100.0,72255,179030,0,28.754203394552004,-0.05705815929643649,0.022951021112008335,1.1187550363476102,0.8479233368617836,28.7120202160893,71.23743956065822,0.05054022325248224,3.3433750522315298,0.007720264349148889,1.1914152863443979,0.4467807323791494,-49.885588217313085,104.45401956642218,-0.0005705815929643649,596,110,18.456375838926174,26,3.8461538461538463,224539.0,-0.0605712804874242,0.8339141487514775,28.487256111410492,26746.0,-0.027564675444525927,0.9405035518763705,30.99528901517984,3811.0,-0.11972185126992671,0.665690580496643,26.475990553660456
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp3atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.75,3.0,4.0,12,255414,255414,100.0,65450,189964,0,25.625063622197686,-0.0430752844077947,0.03693949138876078,1.3504936010139001,0.8864532214337663,15.367990791420988,72.91143007039551,11.7205791381835,4.001288104802399,0.007672610943146077,1.764509705013205,0.4411274262533012,-49.885588217313085,156.7210293496333,-0.000430752844077947,596,133,22.31543624161074,26,26.923076923076923,228344.0,-0.050233459764591815,0.8638922298598148,25.368741898188695,27070.0,0.0173061856207416,1.0371246717558986,27.787218322866643,3883.0,-0.09799341960296654,0.7174639369925787,25.341231006953386
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp3atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.75,3.0,4.0,36,255414,255414,100.0,56470,198944,0,22.109203097715866,-0.04529803873066089,0.03471584760838243,1.4044477787408183,0.8875020121455254,20.415873836203183,77.68055000900499,1.9035761547918282,5.260663080332323,0.007672610943146077,1.764509705013205,0.4411274262533012,-49.885588217313085,156.7210293496333,-0.00045298038730660895,596,133,22.31543624161074,26,26.923076923076923,228344.0,-0.0513049194596267,0.86896879820471,21.88233542374663,27070.0,0.005371897478240937,1.0108224721794057,24.02290358330255,3883.0,-0.08110697767581962,0.7797291719745945,22.7143960855009
bear_body20_range22_vol20_cp20__all__slip0bps__sl0.75atr__tp3atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.75,3.0,4.0,72,255414,255414,100.0,54836,200578,0,21.469457429898124,-0.046913056423102194,0.03310018365035791,1.4161733202100188,0.8848502034907187,21.152325244505,78.4847345877673,0.36294016772768917,5.576424941467578,0.007672610943146077,1.764509705013205,0.4411274262533012,-49.885588217313085,156.7210293496333,-0.00046913056423102193,596,133,22.31543624161074,26,26.923076923076923,228344.0,-0.05290211249194433,0.8664462684471991,21.246890656202922,27070.0,0.0036065231477759928,1.0071741627586095,23.346878463243442,3883.0,-0.08418757719959329,0.7751768956168457,22.14782384754056
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.0,1.0,12,203523,203523,100.0,100327,103196,0,49.295165656952776,-0.09779990646749183,-0.017807029279203582,0.9731645535196839,0.7469103902763022,48.990531782648645,50.21840283407772,0.7910653832736348,1.9246178564584837,0.008136815056136898,0.6793467908237425,0.6793467908237423,-47.817618334067866,52.18700978321109,-0.0009779990646749182,595,67,11.260504201680673,25,4.0,181807.0,-0.09631322012042677,0.7417709020851988,49.03881588717706,21716.0,-0.11024648892746931,0.7790706800888572,51.44133357892798,2853.0,-0.15884137461355483,0.5937687455912564,43.07746232036453
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1atr__h36,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.0,1.0,36,203523,203523,100.0,100491,103032,0,49.375746230155805,-0.09799777796735235,-0.01800497995933611,0.9788993878255543,0.7478441245604572,49.35412705197938,50.59477307233089,0.05109987568972549,1.9785822732565852,0.008136815056136898,0.6793467908237425,0.6793467908237423,-49.500505949757596,52.18700978321109,-0.0009799777796735234,595,67,11.260504201680673,25,4.0,181807.0,-0.09651273590958574,0.7426342564066815,49.11692069062247,21716.0,-0.11043059438825775,0.7803742171927572,51.54264137041813,2853.0,-0.15908963200045556,0.5994194255230549,43.32281808622503
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1atr__h72,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.0,1.0,72,203523,203523,100.0,100493,103030,0,49.376728920072914,-0.09815114423150993,-0.01815840759454777,0.9802844433763626,0.7476447686396676,49.37328950536303,50.61639225050732,0.010318244129656108,1.9872446848759109,0.008136815056136898,0.6793467908237425,0.6793467908237423,-51.62394006170119,52.18700978321109,-0.0009815114423150993,595,67,11.260504201680673,25,4.0,181807.0,-0.09651730422090038,0.7427407768453875,49.119670859757875,21716.0,-0.11182970155370957,0.7781958899951057,51.528826671578564,2853.0,-0.15897844598891442,0.5995995767243245,43.32281808622503
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.5,1.5,12,241597,241597,100.0,98599,142998,0,40.811351134327,-0.07427429473593444,0.0057279964626505645,1.091484482942098,0.8161701137903464,39.19088399276481,57.99492543367675,2.8141905735584465,2.7648439343203766,0.0077989621173176985,0.918701217766878,0.6124674785112529,-47.817618334067866,78.32051467481664,-0.0007427429473593444,595,90,15.126050420168067,26,7.6923076923076925,215717.0,-0.07638044439830838,0.805367169450038,40.529953596610376,25880.0,-0.056718951354237934,0.8867357219614753,43.156877897990725,3618.0,-0.14866478696192575,0.619624399112268,36.84355997788833
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.5,1.5,36,241597,241597,100.0,98158,143439,0,40.62881575516252,-0.07478179596725293,0.005220292149606903,1.1064267046051193,0.818317550080573,40.519128962694076,59.290057409653265,0.19081362765266124,2.9738159000318714,0.0077989621173176985,0.918701217766878,0.6124674785112529,-49.500505949757596,78.32051467481664,-0.0007478179596725293,595,92,15.46218487394958,26,7.6923076923076925,215717.0,-0.07708832754659428,0.8071450922911833,40.34823402884334,25880.0,-0.05555621355995878,0.8912100544566827,42.96754250386399,3618.0,-0.1507841742358984,0.6250150943949702,36.78828081813156
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,1.0,1.5,1.5,72,241597,241597,100.0,98133,143464,0,40.618467944552286,-0.07474761497070212,0.0052544868240275,1.1094762984021487,0.8187298041707405,40.59901406060506,59.36538947089575,0.03559646849919494,3.005385000641564,0.0077989621173176985,0.918701217766878,0.6124674785112529,-51.62394006170119,78.32051467481664,-0.0007474761497070213,595,89,14.957983193277311,26,7.6923076923076925,215717.0,-0.07708273555685961,0.8074586013968104,40.339426192650556,25880.0,-0.055283735237930426,0.8921229037047509,42.94435857805255,3618.0,-0.15062877661849003,0.6266531997807923,36.78828081813156
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,1.0,2.0,2.0,12,251285,251285,100.0,88969,162316,0,35.4056151381897,-0.06522343733266094,0.014782475657602136,1.2358711367934434,0.8466014365361663,30.827546411445173,62.64003024454304,6.53242334401178,3.5813040969417194,0.007720264349148889,1.1914152863443979,0.5957076431721987,-47.817618334067866,104.45401956642218,-0.0006522343733266093,596,116,19.463087248322147,26,7.6923076923076925,224539.0,-0.06891309179409892,0.8332311778773199,35.17696257665706,26746.0,-0.03424791489503169,0.9348441544585642,37.3252075076647,3811.0,-0.12620585804744391,0.6804148511655163,33.45578588297035
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,0.0,1.0,2.0,2.0,36,251285,251285,100.0,86244,165041,0,34.32118908808724,-0.06597207656421776,0.01403353685052248,1.2692762879322013,0.8507256772327463,33.884632986449645,65.4929661539686,0.6224008595817498,4.14412718626261,0.007720264349148889,1.1914152863443979,0.5957076431721987,-49.500505949757596,104.45401956642218,-0.0006597207656421776,596,118,19.798657718120804,26,3.8461538461538463,224539.0,-0.06988182207153039,0.8373099992091402,34.09118237811694,26746.0,-0.03314883770732415,0.9393050982014874,36.2521498541838,3811.0,-0.12876726619468068,0.6896842427052737,32.45867226449751
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp2atr__h72,bear_body20_range22_vol20_cp20,all,0.0,1.0,2.0,2.0,72,251285,251285,100.0,85977,165308,0,34.214935232902874,-0.06582829293708227,0.014177378014123328,1.275568583936493,0.8517395572742348,34.136140239170665,65.7520345424518,0.11182521837753946,4.241713592136419,0.007720264349148889,1.1914152863443979,0.5957076431721987,-51.62394006170119,104.45401956642218,-0.0006582829293708228,596,117,19.630872483221477,26,3.8461538461538463,224539.0,-0.06980717318777879,0.8381817306458638,33.98830492698373,26746.0,-0.03242465154729932,0.9410337905654257,36.11755028789352,3811.0,-0.12915561214974405,0.6908691751901992,32.35371293623721
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp3atr__h12,bear_body20_range22_vol20_cp20,all,0.0,1.0,3.0,3.0,12,255414,255414,100.0,78809,176605,0,30.855395553885067,-0.05137341443747235,0.0286380407788392,1.5156944456397106,0.8844012523917049,17.605534543916935,66.32682625071452,16.06763920536854,4.775724901532414,0.007672610943146077,1.764509705013205,0.588169901671068,-47.817618334067866,156.7210293496333,-0.0005137341443747235,596,139,23.322147651006713,26,26.923076923076923,228344.0,-0.05996381753682471,0.8612961785879512,30.623094979504607,27070.0,0.02108934896550237,1.0385937358548016,32.81492427041005,3883.0,-0.10548393695775782,0.7372093894237768,30.878186968838527
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp3atr__h36,bear_body20_range22_vol20_cp20,all,0.0,1.0,3.0,3.0,36,255414,255414,100.0,68562,186852,0,26.84347764805375,-0.053982733354924047,0.026027677716162472,1.5867555997880471,0.8880233801731461,24.363582262522808,72.66242257667943,2.973995160797764,6.593961176756168,0.007672610943146077,1.764509705013205,0.588169901671068,-49.500505949757596,156.7210293496333,-0.0005398273335492405,596,132,22.14765100671141,26,26.923076923076923,228344.0,-0.06121728097426067,0.8694341324141792,26.631310654100833,27070.0,0.0070429608301447125,1.011863387021878,28.633173254525307,3883.0,-0.08933427633237981,0.7947027253167671,28.071079062580477
bear_body20_range22_vol20_cp20__all__slip0bps__sl1atr__tp3atr__h72,bear_body20_range22_vol20_cp20,all,0.0,1.0,3.0,3.0,72,255414,255414,100.0,66435,188979,0,26.010712020484387,-0.05551338037314335,0.024496418194134298,1.6058551308273898,0.8868782761134629,25.50995638453648,73.87809595401976,0.6119476614437737,7.108122499158229,0.007672610943146077,1.764509705013205,0.588169901671068,-51.62394006170119,156.7210293496333,-0.0005551338037314335,596,134,22.483221476510067,26,30.76923076923077,228344.0,-0.06297615822660275,0.8680241177649667,25.796605122096487,27070.0,0.007437507922768521,1.0122907406665194,27.81677133357961,3883.0,-0.08894327585824209,0.7991818039632521,27.401493690445534
bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,1.0,0.5,1.0,2.0,12,203506,203506,100.0,67990,135516,0,33.40933436851985,-0.0867537510863811,-0.006756453667848291,0.6944693640678049,0.6967372994829935,33.34889389010643,66.5572513832516,0.09385472664196633,1.3675960413943569,0.008137062310643872,0.6793105471636727,0.33965527358183634,-33.2870813971212,52.181783604850594,-0.000867537510863811,595,45,7.563025210084033,25,0.0,181792.0,-0.08777088164745075,0.6842115534644797,33.02675585284281,21714.0,-0.07823822198267101,0.7790501301960053,36.6123238463664,2853.0,-0.13047601977338383,0.5493259378408669,28.706624605678233
