rank,candidate_id,profile,trend_state,slippage_bps,stop_atr,target_atr,rr,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,tp_exit_rate_pct,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_tp_distance_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct,ex_q4_trades,ex_q4_avg_net_return_pct,ex_q4_profit_factor,ex_q4_win_rate_pct,q4_2025_trades,q4_2025_avg_net_return_pct,q4_2025_profit_factor,q4_2025_win_rate_pct,y2026_trades,y2026_avg_net_return_pct,y2026_profit_factor,y2026_win_rate_pct,eligible_symbols,positive_symbols,positive_symbol_pct,eligible_quarters,positive_quarter_pct,robust_pass
11,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,12,192255,192254,99.99947985748095,43570,148684,0,22.662727433499434,-0.050357531172455706,0.02965433055976821,1.007323916179574,0.825174520730412,20.991500827030908,77.05483370957171,1.9536654633973805,2.2248587805715356,0.007151076980914807,1.1447971453471486,0.28619928633678704,-18.034790218598953,137.81894697322699,-0.0005035753117245571,171185,-0.05747411318473934,0.7966692865017013,22.202295761895023,21069,0.007464486567958138,1.0224991168452333,26.403721106839434,2568,-0.09810142421809742,0.6105475273561518,19.74299065420561,595,109,18.319327731092436,26,11.538461538461538,False
12,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp3atr__h36,bear_range25_body08_vol15_cp20,all,1.0,0.5,3.0,6.0,36,270420,270355,99.97596331632276,43755,226600,0,16.184276229402084,-0.050726106706319905,0.02928560753669475,1.2857276809678435,0.8416906289488292,15.230345286752604,83.75506278781602,1.0145919254313773,3.8233470806902035,0.006626595062669,1.7680512900630356,0.2946752150105057,-33.2870813971212,206.76842045984057,-0.000507261067063199,240917,-0.05752045775562783,0.8156412835173217,15.981852671251925,29438,0.004878033240215358,1.0125289735332963,17.840885929750662,4072,-0.0966573673784676,0.6763526522528593,14.955795677799607,596,109,18.288590604026847,26,11.538461538461538,False
13,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,12,191754,191754,100.0,43112,148642,0,22.482972975791903,-0.05082979393610615,0.029181878815419993,0.96555725393268,0.8241568027238321,20.850673258445717,77.22394317719579,1.9253835643585009,2.228636690760036,0.00800152817863508,1.1483244622373778,0.28708111555934446,-18.034790218598953,104.4435672097012,-0.0005082979393610615,171109,-0.05756804443717702,0.7972868283606525,22.008193607583472,20645,0.005017883709218793,1.0151538323816915,26.418018890772583,2579,-0.09889830274143847,0.6140073957611385,20.240403257076387,596,109,18.288590604026847,26,15.384615384615385,False
14,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,72,191754,191753,99.99947849849285,41893,149860,0,21.847376572987123,-0.05112246850922417,0.028889087125626055,0.9749959334676226,0.8251894967352781,21.832252950410165,78.15105891433251,0.01668813525733626,2.3803747529373727,0.008001310710010935,1.148324785302814,0.2870811963257035,-18.034790218598953,104.4435672097012,-0.0005112246850922416,171108,-0.058167331717992425,0.797581000362373,21.362531266802254,20645,0.007266122138676546,1.0217170083771359,25.86582707677404,2579,-0.09537160775187806,0.6317061990245275,19.73633191159364,596,116,19.463087248322147,26,11.538461538461538,False
15,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,36,191754,191754,100.0,41951,149803,0,21.877509726003108,-0.05126175851971025,0.02874974137684049,0.973825436418991,0.8245958439257205,21.785725460746583,78.1094527363184,0.10482180293501049,2.36490503457555,0.00800152817863508,1.1483244622373778,0.28708111555934446,-18.034790218598953,104.4435672097012,-0.0005126175851971025,171109,-0.05825239627687912,0.7971447266627725,21.393380827425794,20645,0.006677744313489425,1.0199686352050625,25.890046015984503,2579,-0.09392181886799827,0.6362471360772292,19.852656068243505,596,113,18.959731543624162,26,7.6923076923076925,False
16,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,72,192255,192254,99.99947985748095,42280,149974,0,21.991740093834196,-0.05086053855321036,0.029151121895547902,1.0155980598060728,0.8255607154881985,21.97873646322053,78.00669947049215,0.014564066287307416,2.3807671101771612,0.007151076980914807,1.1447971453471486,0.28619928633678704,-18.034790218598953,137.81894697322699,-0.0005086053855321036,171185,-0.05828276121667829,0.7963465831449017,21.518240500043813,21069,0.009444800411418397,1.0281701571951214,25.838910247282737,2568,-0.09696538010334577,0.619856916059857,19.197819314641745,595,112,18.823529411764707,26,11.538461538461538,False
17,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp3atr__h72,bear_range25_body08_vol15_cp20,all,1.0,0.5,3.0,6.0,72,270420,270330,99.96671843798536,42661,227669,0,15.781082380793846,-0.051626657261300855,0.028384696617346057,1.2915272506529427,0.8399099905597184,15.62978581733437,84.20412088928347,0.16609329338216255,3.9857729441793364,0.0066259074901592946,1.7680915235047916,0.2946819205841318,-33.2870813971212,206.76842045984057,-0.0005162665726130086,240894,-0.05829837315068731,0.8143267205487618,15.582372329738392,29436,0.0029723482916904813,1.0075813822798838,17.407256420709334,4071,-0.09642332299159562,0.6788503207127284,14.61557356914763,596,102,17.114093959731544,26,7.6923076923076925,False
18,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,36,192255,192254,99.99947985748095,42347,149907,0,22.02658982387883,-0.050940082558675125,0.029071546059748828,1.0144824357619349,0.82515303794394,21.932443538235876,77.96040654550751,0.10714991625661885,2.3652511781289336,0.007151076980914807,1.1447971453471486,0.28619928633678704,-18.034790218598953,137.81894697322699,-0.0005094008255867512,171185,-0.05831475396482581,0.7960742558017336,21.55329029996787,21069,0.008978903850832439,1.0267982792875965,25.872134415491953,2568,-0.09494194698627072,0.6264022255159886,19.353582554517136,595,114,19.15966386554622,26,11.538461538461538,False
19,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,12,195542,195523,99.99028341737325,48947,146576,0,25.033883481738723,-0.04886274123670093,0.03114971865075944,1.4584552258751606,0.8703431518918857,15.421203643561116,73.69260905366633,10.886187302772564,3.805317021526879,0.007087440656932297,1.6948908257888293,0.42372270644720733,-27.007187327898443,206.76842045984057,-0.0004886274123670093,174197,-0.05920234861325471,0.8395064567588296,24.67780731011441,21326,0.035594193311434784,1.0805139290179349,27.94241770608647,2627,-0.07488363465037212,0.7578972211091297,25.580510087552337,595,128,21.51260504201681,26,23.076923076923077,False
20,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,12,194869,194848,99.98922352965326,48513,146335,0,24.89786910822795,-0.04991023908321044,0.030101801637444532,1.3924185527605102,0.8680590390925172,15.253428313351947,73.81702660535392,10.929545081294137,3.823657415010675,0.00794200173477249,1.701197930858595,0.42529948271464857,-27.007187327898443,156.70535081455185,-0.0004991023908321044,173977,-0.059610738939013,0.8391820048189785,24.52967921047035,20871,0.03095142846568356,1.070078025171493,27.96703559963586,2635,-0.0819921144763505,0.7412288608580082,26.034155597722958,596,139,23.322147651006713,26,19.230769230769234,False
21,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,36,194869,194797,99.96305210166831,42236,152561,0,21.682058758605113,-0.05167029331543154,0.02834104310180923,1.4355268448146328,0.8704204587241146,20.10451906343527,78.14186050093174,1.7536204356329923,4.993880809252709,0.00794301006506768,1.70124790360726,0.4253119759018151,-27.007187327898443,156.70535081455185,-0.0005167029331543154,173931,-0.060638914670835244,0.8447558511118338,21.334322231229624,20866,0.023088706059950826,1.049473509892301,24.580657528994536,2633,-0.0498647672729322,0.8493150941158593,23.661222939612607,596,141,23.657718120805367,26,23.076923076923077,False
22,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,36,195542,195458,99.95704247680806,42566,152892,0,21.777568582508774,-0.051630156420636765,0.02838119605778638,1.4996724970504436,0.8701002522853564,20.215596189462698,78.04489967154069,1.7395041389966133,4.9756878715632,0.007088892819688752,1.6949770173131078,0.42374425432827695,-27.007187327898443,206.76842045984057,-0.0005163015642063676,174139,-0.061346906100532284,0.8422778978726061,21.432878332826075,21319,0.027738719816866424,1.0594053421559215,24.593085979642574,2625,-0.04980949435059878,0.8465227940466046,23.16190476190476,595,127,21.34453781512605,26,23.076923076923077,False
23,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,72,194869,194763,99.94560448301166,41056,153707,0,21.079979256840364,-0.0534854270937497,0.026525182979442022,1.4432920062490897,0.8672756405439765,20.788856199586164,78.88202584679843,0.3291179536154198,5.283796203591031,0.007941617559333763,1.7013345062732457,0.42533362656831136,-27.007187327898443,156.70535081455185,-0.000534854270937497,173901,-0.0626762072615736,0.8412449300882927,20.72788540606437,20862,0.02312687575184149,1.0490814616212645,24.014955421340236,2631,-0.04753454168166088,0.8575666320957749,23.261117445838085,596,136,22.818791946308725,26,23.076923076923077,False
24,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,12,251284,251284,100.0,56144,195140,0,22.342847137103835,-0.058357391680254445,0.02165126882727647,0.947601603324354,0.804478937056437,20.487973766734054,77.30535967272091,2.206666560545041,2.3256912497413285,0.007720312471300995,1.1912997037977233,0.29782492594943083,-33.2870813971212,104.4435672097012,-0.0005835739168025445,224539,-0.06338856537537486,0.7824190802562697,22.011320973193964,26745,-0.016117918495410763,0.9550277747847239,25.12619181155356,3811,-0.1215141067523165,0.5774087010591897,19.496195224350565,596,96,16.10738255033557,26,7.6923076923076925,False
25,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,72,195542,195417,99.9360751142977,41359,154058,0,21.164484154398032,-0.05361427618526499,0.02639628232766612,1.5058895833926087,0.8665458276165507,20.888152003152232,78.79764810635717,0.31419989049059194,5.26406095682566,0.0070871290686579025,1.6950718834305707,0.42376797085764256,-27.007187327898443,206.76842045984057,-0.00053614276185265,174101,-0.06347620727246182,0.8385627154418493,20.813780506717368,21316,0.026934234990005412,1.0571165809858472,24.028898480015012,2623,-0.04919885848472425,0.8498394267286844,22.645825390773926,595,126,21.176470588235293,26,23.076923076923077,False
26,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h72,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,72,251284,251282,99.99920408780504,54320,196962,0,21.617147268805564,-0.05854047722683731,0.021468110017169525,0.9598543838174791,0.806610867948839,21.6004329796802,78.38165885339976,0.017908166920034066,2.5027817352615784,0.007720073796364616,1.1912991213747461,0.29782478034368653,-33.2870813971212,104.4435672097012,-0.0005854047722683731,224537,-0.0638402339124612,0.7839538560791202,21.28112515977322,26745,-0.014046498280494948,0.9613341299351471,24.438212750046738,3811,-0.11947163025616821,0.5913620835622204,18.65652059826817,596,98,16.44295302013423,26,7.6923076923076925,False
27,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,36,251284,251283,99.99960204390251,54413,196870,0,21.65407130605731,-0.05868602817478018,0.021322500825549966,0.9582663014814274,0.8059476769555167,21.5438370283704,78.33080630205784,0.12535666957175773,2.4845652113354264,0.007720240865826012,1.1912987038239142,0.29782467595597856,-33.2870813971212,104.4435672097012,-0.0005868602817478018,224538,-0.06395465011470566,0.7833626900232233,21.316659095565115,26745,-0.014453243237521885,0.9601775592791637,24.48681996634885,3811,-0.11896855538309234,0.5923723629628483,18.735240094463396,596,96,16.10738255033557,26,7.6923076923076925,False
28,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,12,184439,184439,100.0,49764,134675,0,26.981278363036015,-0.059397887690348455,0.02061035645223242,0.8473485108609736,0.7868689088774061,26.56921800703756,72.89673008420128,0.5340519087611623,1.7367259635977206,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.0005939788769034846,164105,-0.0648864435304036,0.7627815203409994,26.437951311660218,20334,-0.015102645429492485,0.952855429550454,31.366184715255237,2409,-0.1068652408780486,0.571813096453974,22.95558322955583,594,84,14.14141414141414,26,11.538461538461538,False
29,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,12,184360,184360,100.0,49378,134982,0,26.783467129529182,-0.060064944472299715,0.01994303274079662,0.8191944170714217,0.7850363180113157,26.394554133217618,73.09828596224777,0.5071599045346062,1.741321327836841,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006006494447229971,164383,-0.06506996204554996,0.7629622546265667,26.238722982303525,19977,-0.01888059228009908,0.9409590747412553,31.26595584922661,2441,-0.10909839611460255,0.5693566047945224,23.392052437525603,595,88,14.789915966386555,26,7.6923076923076925,False
30,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,36,184439,184439,100.0,49508,134931,0,26.84247908522601,-0.059595046808908196,0.020413118438467187,0.8497689673870819,0.7869090135481961,26.827297914215542,73.15480999137927,0.017892094405196297,1.7681509875893926,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.000595950468089082,164105,-0.06516730296838535,0.7625908185521251,26.2959690442095,20334,-0.014624303371758674,0.9545039647837109,31.253073669715747,2409,-0.10509005665945063,0.5794889313551539,22.91407222914072,594,82,13.804713804713806,26,7.6923076923076925,False
31,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,72,184439,184439,100.0,49496,134943,0,26.835972869078667,-0.059622233655458365,0.020385920712826775,0.8498839500740718,0.7868481249954512,26.833804130362882,73.16348494624239,0.002710923394726712,1.7707643177419092,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.0005962223365545837,164105,-0.06517692547955517,0.7625886683274155,26.291094116571706,20334,-0.014793242714502079,0.9539963191776341,31.233402183534963,2409,-0.10488064856690826,0.58032686430121,22.91407222914072,594,82,13.804713804713806,26,7.6923076923076925,False
32,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,36,184360,184360,100.0,49140,135220,0,26.65437188110219,-0.06023385243389061,0.01977405718898507,0.821676732456274,0.7851475365583165,26.642438706877847,73.34345845085703,0.014102842265133433,1.771409199392493,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006023385243389061,164383,-0.065291845177847,0.7629348434660096,26.107930868763802,19977,-0.01861358806838042,0.9420024973911658,31.15082344696401,2441,-0.10699037430846246,0.5782305769477945,23.310118803768948,595,89,14.957983193277311,26,7.6923076923076925,False
33,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,72,184360,184360,100.0,49132,135228,0,26.650032545020615,-0.06024564540533108,0.019762259498468368,0.8217917482244359,0.7851316423503719,26.647320459969627,73.3494250379692,0.0032545020611846383,1.7734541115209372,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006024564540533108,164383,-0.06529835451996528,0.7629368577145831,26.104280856292927,19977,-0.018668857980246163,0.9418429549810837,31.140811933723782,2441,-0.1067837114264737,0.5790452678493462,23.310118803768948,595,88,14.789915966386555,26,7.6923076923076925,False
34,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h12,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,12,265761,265760,99.99962372206606,59233,206527,0,22.288154726068633,-0.061749815255308316,0.018257487739787557,0.9736982720507108,0.7941136334658447,20.443633353401566,77.36152919927754,2.194837447320891,2.3114840457555688,0.006675152578202304,1.1947598290904895,0.2986899572726223,-33.2870813971212,137.81894697322699,-0.0006174981525530832,236685,-0.0665361210583798,0.7722586007179405,22.018294357479352,29075,-0.022786899038628527,0.9372496464922933,24.484952708512466,3989,-0.11918338527728427,0.582404661913513,19.32815241915267,596,93,15.604026845637584,26,3.8461538461538463,False
35,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h72,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,72,265761,265760,99.99962372206606,57286,208474,0,21.555538832028898,-0.06184802162998287,0.018159242066843877,0.9852789178874221,0.7966325350668733,21.54048765803733,78.44257977122216,0.01693257074051776,2.4887341962673086,0.006675152578202304,1.1947598290904895,0.2986899572726223,-33.2870813971212,137.81894697322699,-0.0006184802162998287,236685,-0.06689647189047108,0.7742171538956593,21.280605023554514,29075,-0.020751118795807176,0.9435930355964787,23.79363714531384,3989,-0.11735549751337632,0.5961080234627607,18.47580847330158,596,86,14.429530201342283,26,3.8461538461538463,False
36,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h36,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,36,265761,265760,99.99962372206606,57394,208366,0,21.59617700180614,-0.06192679998425896,0.01808043218861651,0.983853549447928,0.7961731139552579,21.48592715231788,78.38914810355207,0.12492474413004215,2.4705636664659845,0.006675152578202304,1.1947598290904895,0.2986899572726223,-33.2870813971212,137.81894697322699,-0.0006192679998425895,236685,-0.06694046087414446,0.773848860673224,21.3186302469527,29075,-0.021113099976604446,0.9425484226278671,23.85554600171969,3989,-0.11631421141003037,0.598675509209712,18.601153171220858,596,87,14.597315436241612,26,3.8461538461538463,False
