symbol,file,bars,first_ts,last_ts,raw_profile_events,eligible_scenario_events
DIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DIA_5m.csv,132590,2024-10-02 21:30:00,2026-01-12 07:40:00,607,106488
DMC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DMC_5m.csv,56246,2025-06-24 22:00:00,2026-01-12 06:50:00,291,52515
DODOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DODOX_5m.csv,253883,2023-08-08 21:00:00,2026-01-12 09:15:00,908,158355
DOGE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOGE_5m.csv,579411,2020-07-10 18:00:00,2026-01-12 14:10:00,2590,428814
DOGS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOGS_5m.csv,143251,2024-08-26 21:30:00,2026-01-12 07:50:00,426,81999
DOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOLO_5m.csv,71920,2025-05-01 12:00:00,2026-01-12 07:00:00,316,54702
DOOD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOOD_5m.csv,69490,2025-05-09 22:30:00,2026-01-12 07:00:00,348,61452
DOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOT_5m.csv,567046,2020-08-22 16:00:00,2026-01-12 13:45:00,2414,421929
DRIFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DRIFT_5m.csv,121893,2024-11-09 00:45:00,2026-01-12 07:35:00,664,117720
DUSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DUSK_5m.csv,422190,2022-01-07 12:30:00,2026-01-12 10:55:00,2121,372600
DYDX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYDX_5m.csv,456467,2021-09-10 12:30:00,2026-01-12 11:20:00,1372,263088
DYM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYM_5m.csv,201217,2024-02-07 16:00:00,2026-01-12 08:20:00,674,127089
EDEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDEN_5m.csv,28044,2025-09-30 20:00:00,2026-01-12 06:35:00,92,16794
EDU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDU_5m.csv,282693,2023-04-30 21:00:00,2026-01-12 09:35:00,1169,211599
EGLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EGLD_5m.csv,560419,2020-09-14 16:00:00,2026-01-12 13:30:00,2614,451386
EIGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EIGEN_5m.csv,132955,2024-10-01 15:00:00,2026-01-12 07:40:00,366,70875
ENA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENA_5m.csv,185307,2024-04-02 21:30:00,2026-01-12 08:10:00,493,94311
ENJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENJ_5m.csv,556095,2020-09-29 16:00:00,2026-01-12 13:10:00,2736,480276
ENS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENS_5m.csv,433135,2021-11-30 12:30:00,2026-01-12 11:00:00,1824,325971
ENSO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENSO_5m.csv,24035,2025-10-14 18:00:00,2026-01-12 06:35:00,122,21141
EPIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPIC_5m.csv,85976,2025-03-13 17:00:00,2026-01-12 07:10:00,366,64098
EPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPT_5m.csv,74681,2025-04-21 22:00:00,2026-01-12 07:00:00,382,70929
ERA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ERA_5m.csv,49592,2025-07-18 00:30:00,2026-01-12 06:50:00,245,41148
ESPORTS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ESPORTS_5m.csv,46201,2025-07-29 19:00:00,2026-01-12 06:45:00,234,38880
ETC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETC_5m.csv,630125,2020-01-16 17:00:00,2026-01-12 15:20:00,2854,481230
ETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETH_5m.csv,644531,2019-11-27 16:45:00,2026-01-12 15:35:00,3117,460206
ETHFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHFI_5m.csv,189591,2024-03-19 00:30:00,2026-01-12 08:10:00,452,88263
ETHW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHW_5m.csv,221606,2023-11-28 21:30:00,2026-01-12 08:35:00,995,177120
EUL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EUL_5m.csv,24257,2025-10-13 23:30:00,2026-01-12 06:35:00,142,22356
EVAA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EVAA_5m.csv,27186,2025-10-03 19:30:00,2026-01-12 06:35:00,132,25272
F,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\F_5m.csv,57977,2025-06-18 21:45:00,2026-01-12 06:50:00,284,50787
FARTCOIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FARTCOIN_5m.csv,109755,2024-12-21 03:45:00,2026-01-12 07:20:00,270,53460
FET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FET_5m.csv,314195,2023-01-17 11:30:00,2026-01-12 10:20:00,915,170946
FF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FF_5m.csv,28303,2025-09-29 22:30:00,2026-01-12 06:40:00,117,20223
FHE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FHE_5m.csv,77250,2025-04-13 00:00:00,2026-01-12 07:05:00,357,64476
FIDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIDA_5m.csv,136336,2024-09-19 21:30:00,2026-01-12 07:45:00,439,78111
FIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIL_5m.csv,551209,2020-10-16 15:00:00,2026-01-12 13:00:00,2287,416934
FIO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIO_5m.csv,136060,2024-09-20 20:30:00,2026-01-12 07:45:00,566,100548
FIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIS_5m.csv,73595,2025-04-25 16:30:00,2026-01-12 07:00:00,271,49518
FLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLM_5m.csv,556095,2020-09-29 16:00:00,2026-01-12 13:10:00,2240,416232
FLOCK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOCK_5m.csv,34143,2025-09-09 15:45:00,2026-01-12 06:40:00,170,30834
FLOW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOW_5m.csv,412397,2022-02-10 12:30:00,2026-01-12 10:50:00,1251,232173
FLUID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUID_5m.csv,29781,2025-09-24 19:15:00,2026-01-12 06:40:00,149,24030
FLUX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUX_5m.csv,141012,2024-09-03 16:00:00,2026-01-12 07:50:00,559,98685
FOLKS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FOLKS_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,60,10908
FORM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORM_5m.csv,84248,2025-03-19 17:00:00,2026-01-12 07:10:00,389,65934
FORTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORTH_5m.csv,78480,2025-04-08 17:30:00,2026-01-12 07:05:00,315,51975
FTM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTM_5m.csv,557536,2020-09-24 16:00:00,2026-01-12 13:15:00,1822,343818
FTT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTT_5m.csv,393963,2022-04-15 12:30:00,2026-01-12 10:40:00,429,66690
FUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FUN_5m.csv,80785,2025-03-31 17:30:00,2026-01-12 07:05:00,368,59346
FXS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FXS_5m.csv,313325,2023-01-20 12:00:00,2026-01-12 10:20:00,1436,237951
G,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\G_5m.csv,146421,2024-08-15 21:30:00,2026-01-12 07:55:00,785,129654
GALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GALA_5m.csv,454162,2021-09-18 12:30:00,2026-01-12 11:15:00,1538,293220
GAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GAS_5m.csv,231523,2023-10-25 11:45:00,2026-01-12 08:55:00,1147,186498
GHST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GHST_5m.csv,135177,2024-09-23 22:00:00,2026-01-12 07:45:00,615,105678
GIGGLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GIGGLE_5m.csv,25466,2025-10-09 18:45:00,2026-01-12 06:35:00,93,17496
GLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLM_5m.csv,196860,2024-02-22 19:00:00,2026-01-12 08:15:00,971,158706
GLMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLMR_5m.csv,239894,2023-09-26 10:30:00,2026-01-12 09:05:00,262,46359
GMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMT_5m.csv,402886,2022-03-15 13:00:00,2026-01-12 10:45:00,1566,284256
GMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMX_5m.csv,305120,2023-02-17 23:30:00,2026-01-12 10:05:00,1394,233847
GOAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GOAT_5m.csv,126242,2024-10-24 22:30:00,2026-01-12 07:40:00,380,70956
GPS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GPS_5m.csv,92781,2025-02-18 02:00:00,2026-01-12 07:10:00,358,65313
GRASS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRASS_5m.csv,121896,2024-11-09 00:30:00,2026-01-12 07:35:00,445,83592
GRIFFAIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRIFFAIN_5m.csv,106074,2025-01-02 22:30:00,2026-01-12 07:20:00,384,71847
GRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRT_5m.csv,532761,2020-12-19 16:00:00,2026-01-12 12:40:00,2190,397548
GTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GTC_5m.csv,482678,2021-06-11 12:30:00,2026-01-12 11:35:00,1906,355023
GUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GUN_5m.csv,80731,2025-03-31 22:00:00,2026-01-12 07:05:00,309,55917
H,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\H_5m.csv,56000,2025-06-25 18:30:00,2026-01-12 06:50:00,231,39960
HAEDAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HAEDAL_5m.csv,71917,2025-05-01 12:15:00,2026-01-12 07:00:00,312,54162
HANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HANA_5m.csv,29190,2025-09-26 20:30:00,2026-01-12 06:40:00,125,22680
HBAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HBAR_5m.csv,507410,2021-03-17 16:00:00,2026-01-12 12:05:00,2263,386775
HEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEI_5m.csv,94029,2025-02-13 18:00:00,2026-01-12 07:15:00,452,80730
HEMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEMI_5m.csv,37338,2025-08-29 13:30:00,2026-01-12 06:40:00,113,21924
HFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HFT_5m.csv,289607,2023-04-06 21:00:00,2026-01-12 09:40:00,1131,199476
HIFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIFI_5m.csv,242619,2023-09-16 23:30:00,2026-01-12 09:10:00,1016,174366
HIGH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIGH_5m.csv,308146,2023-02-07 11:30:00,2026-01-12 10:15:00,1120,201726
HIPPO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIPPO_5m.csv,120491,2024-11-13 21:30:00,2026-01-12 07:35:00,474,82593
HIVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIVE_5m.csv,108978,2024-12-23 20:30:00,2026-01-12 07:20:00,612,94905
HMSTR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HMSTR_5m.csv,134319,2024-09-26 21:30:00,2026-01-12 07:45:00,446,79515
HOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOLO_5m.csv,33504,2025-09-11 21:00:00,2026-01-12 06:40:00,149,26838
HOME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOME_5m.csv,60296,2025-06-10 20:30:00,2026-01-12 06:50:00,290,48114
HOOK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOOK_5m.csv,312460,2023-01-23 12:00:00,2026-01-12 10:15:00,1111,204093
HOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOT_5m.csv,503663,2021-03-30 16:00:00,2026-01-12 11:50:00,2041,370647
HUMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HUMA_5m.csv,64600,2025-05-26 22:00:00,2026-01-12 06:55:00,261,46494
HYPE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPE_5m.csv,63477,2025-05-30 19:30:00,2026-01-12 06:55:00,229,39987
HYPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPER_5m.csv,74393,2025-04-22 22:00:00,2026-01-12 07:00:00,303,55188
ICNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICNT_5m.csv,53654,2025-07-03 22:00:00,2026-01-12 06:50:00,302,54378
ICP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICP_5m.csv,346452,2022-09-27 11:30:00,2026-01-12 10:25:00,1251,214920
ICX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICX_5m.csv,560131,2020-09-15 15:55:00,2026-01-12 13:25:00,2852,496152
ID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ID_5m.csv,293612,2023-03-23 23:30:00,2026-01-12 09:50:00,1138,199206
IDEX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDEX_5m.csv,281829,2023-05-03 21:00:00,2026-01-12 09:35:00,565,92043
IDOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDOL_5m.csv,53411,2025-07-04 18:15:00,2026-01-12 06:50:00,328,55593
ILV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ILV_5m.csv,226744,2023-11-11 01:30:00,2026-01-12 08:40:00,964,171477
IMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IMX_5m.csv,412109,2022-02-11 12:30:00,2026-01-12 10:50:00,1731,308097
IN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IN_5m.csv,43603,2025-08-07 19:30:00,2026-01-12 06:45:00,199,33615
INIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INIT_5m.csv,76200,2025-04-16 15:30:00,2026-01-12 07:05:00,249,48087
INJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INJ_5m.csv,358259,2022-08-17 11:45:00,2026-01-12 10:35:00,1210,215865
IO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IO_5m.csv,165125,2024-06-11 23:00:00,2026-01-12 08:00:00,502,93879
IOST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOST_5m.csv,619746,2020-02-21 17:05:00,2026-01-12 14:30:00,3705,619002
IOTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTA_5m.csv,622342,2020-02-12 17:00:00,2026-01-12 14:45:00,3301,569430
IOTX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTX_5m.csv,464821,2021-08-12 12:30:00,2026-01-12 11:30:00,2349,402372
IP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IP_5m.csv,93934,2025-02-14 02:00:00,2026-01-12 07:15:00,372,65232
IRYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IRYS_5m.csv,13316,2025-11-27 01:00:00,2026-01-12 06:35:00,63,12096
JASMY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JASMY_5m.csv,392523,2022-04-20 12:30:00,2026-01-12 10:40:00,1512,274644
JCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JCT_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,69,13284
JELLYJELLY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JELLYJELLY_5m.csv,82134,2025-03-27 01:00:00,2026-01-12 07:05:00,355,62370
JOE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JOE_5m.csv,291912,2023-03-29 21:10:00,2026-01-12 09:50:00,1117,201015
JST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JST_5m.csv,72707,2025-04-28 18:30:00,2026-01-12 07:00:00,500,42552
JTO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JTO_5m.csv,218756,2023-12-08 19:00:00,2026-01-12 08:35:00,693,125010
JUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JUP_5m.csv,203096,2024-02-01 03:30:00,2026-01-12 08:20:00,604,109944
KAIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAIA_5m.csv,114424,2024-12-04 23:00:00,2026-01-12 07:30:00,516,81918
KAITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAITO_5m.csv,91964,2025-02-20 22:00:00,2026-01-12 07:10:00,329,55890
KAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAS_5m.csv,224902,2023-11-17 11:00:00,2026-01-12 08:40:00,1140,204876
KAVA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAVA_5m.csv,574249,2020-07-28 16:05:00,2026-01-12 14:05:00,3346,571347
KDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KDA_5m.csv,136612,2024-09-18 22:30:00,2026-01-12 07:45:00,434,78759
KERNEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KERNEL_5m.csv,76710,2025-04-14 21:00:00,2026-01-12 07:05:00,248,44361
KEY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KEY_5m.csv,275778,2023-05-24 21:00:00,2026-01-12 09:30:00,716,119520
KGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KGEN_5m.csv,25986,2025-10-07 23:30:00,2026-01-12 06:35:00,124,21438
KITE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KITE_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,70,11421
KLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KLAY_5m.csv,447249,2021-10-12 12:30:00,2026-01-12 11:10:00,1522,248472
KMNO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KMNO_5m.csv,109753,2024-12-21 04:00:00,2026-01-12 07:20:00,628,106596
KNC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KNC_5m.csv,584599,2020-06-22 17:50:00,2026-01-12 14:20:00,3179,533655
KOMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KOMA_5m.csv,112715,2024-12-10 21:15:00,2026-01-12 07:25:00,598,108297
KSM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KSM_5m.csv,551774,2020-10-14 16:00:00,2026-01-12 13:05:00,2631,461268
LA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LA_5m.csv,61766,2025-06-05 18:00:00,2026-01-12 06:50:00,237,40770
LAB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAB_5m.csv,23105,2025-10-17 23:30:00,2026-01-12 06:35:00,123,22464
LAYER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAYER_5m.csv,94524,2025-02-12 00:45:00,2026-01-12 07:15:00,387,66366
LDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LDO_5m.csv,347778,2022-09-22 21:00:00,2026-01-12 10:25:00,1269,225855
LEVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LEVER_5m.csv,291621,2023-03-30 21:15:00,2026-01-12 09:45:00,977,178821
LIGHT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIGHT_5m.csv,28903,2025-09-27 20:30:00,2026-01-12 06:40:00,134,22680
LINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINA_5m.csv,506833,2021-03-19 16:00:00,2026-01-12 12:00:00,1626,309204
LINEA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINEA_5m.csv,36426,2025-09-01 17:30:00,2026-01-12 06:40:00,98,19062
LINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINK_5m.csv,629837,2020-01-17 17:00:00,2026-01-12 15:20:00,2511,450099
LISTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LISTA_5m.csv,162550,2024-06-20 21:30:00,2026-01-12 08:00:00,709,131571
LIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIT_5m.csv,511086,2021-02-18 16:00:00,2026-01-12 12:30:00,1732,322326
LOKA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOKA_5m.csv,134907,2024-09-24 20:30:00,2026-01-12 07:45:00,367,66195
LOOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOOM_5m.csv,235418,2023-10-11 23:30:00,2026-01-12 09:05:00,627,103248
LPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LPT_5m.csv,438607,2021-11-11 12:30:00,2026-01-12 11:00:00,2080,370197
LQTY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LQTY_5m.csv,297388,2023-03-10 21:00:00,2026-01-12 09:55:00,1254,222219
LRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LRC_5m.csv,550331,2020-10-19 16:05:00,2026-01-12 12:55:00,2640,464886
LSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LSK_5m.csv,204876,2024-01-25 23:15:00,2026-01-12 08:25:00,1075,177417
LTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LTC_5m.csv,632141,2020-01-09 17:05:00,2026-01-12 15:25:00,3030,505611
LUMIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUMIA_5m.csv,110419,2024-12-18 20:30:00,2026-01-12 07:25:00,475,84726
LUNA2,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUNA2_5m.csv,351343,2022-09-10 12:00:00,2026-01-12 10:30:00,1349,240390
LYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LYN_5m.csv,26358,2025-10-06 16:30:00,2026-01-12 06:35:00,114,21060
M,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\M_5m.csv,52544,2025-07-07 18:30:00,2026-01-12 06:50:00,193,34074
MAGIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAGIC_5m.csv,311884,2023-01-25 12:00:00,2026-01-12 10:15:00,1065,192402
MANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANA_5m.csv,507987,2021-03-15 16:00:00,2026-01-12 12:10:00,2200,387522
MANTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANTA_5m.csv,206895,2024-01-18 23:00:00,2026-01-12 08:25:00,656,124767
MASK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MASK_5m.csv,460500,2021-08-27 12:30:00,2026-01-12 11:25:00,1999,344286
MAV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAV_5m.csv,265408,2023-06-29 21:00:00,2026-01-12 09:25:00,991,182709
MAVIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAVIA_5m.csv,82122,2025-03-27 02:00:00,2026-01-12 07:05:00,317,58239
MBOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MBOX_5m.csv,142711,2024-08-28 18:30:00,2026-01-12 07:50:00,496,90432
MDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MDT_5m.csv,265120,2023-06-30 21:00:00,2026-01-12 09:25:00,443,72495
ME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ME_5m.csv,112657,2024-12-11 02:00:00,2026-01-12 07:25:00,504,88749
MELANIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MELANIA_5m.csv,100936,2025-01-20 18:30:00,2026-01-12 07:15:00,388,69930
MEME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEME_5m.csv,228817,2023-11-03 21:00:00,2026-01-12 08:45:00,673,126549
MEMEFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEMEFI_5m.csv,73598,2025-04-25 16:15:00,2026-01-12 07:00:00,150,26379
MERL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MERL_5m.csv,63789,2025-05-29 17:30:00,2026-01-12 06:55:00,284,49086
MET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MET_5m.csv,24857,2025-10-11 21:30:00,2026-01-12 06:35:00,88,16038
METIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\METIS_5m.csv,191404,2024-03-12 17:30:00,2026-01-12 08:15:00,741,131058
MEW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEW_5m.csv,163396,2024-06-17 23:00:00,2026-01-12 08:00:00,565,101493
MILK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MILK_5m.csv,70352,2025-05-06 22:45:00,2026-01-12 07:00:00,334,60651
MINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MINA_5m.csv,308043,2023-02-07 20:00:00,2026-01-12 10:10:00,1158,196011
MIRA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MIRA_5m.csv,29184,2025-09-26 21:00:00,2026-01-12 06:40:00,135,24867
MITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MITO_5m.csv,37483,2025-08-29 01:30:00,2026-01-12 06:45:00,177,29835
MKR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MKR_5m.csv,569639,2020-08-13 16:00:00,2026-01-12 13:50:00,2433,418734
MLN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MLN_5m.csv,80782,2025-03-31 17:45:00,2026-01-12 07:05:00,284,47007
MMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MMT_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,57,10422
MOCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOCA_5m.csv,110996,2024-12-16 20:30:00,2026-01-12 07:25:00,626,101268
MON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MON_5m.csv,25208,2025-10-10 16:15:00,2026-01-12 06:35:00,78,15012
MOODENG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOODENG_5m.csv,125996,2024-10-25 19:00:00,2026-01-12 07:40:00,447,83619
MORPHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MORPHO_5m.csv,116433,2024-11-27 23:30:00,2026-01-12 07:30:00,516,90180
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,112982,2024-12-09 23:00:00,2026-01-12 07:25:00,386,72360
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,213540,2023-12-26 21:30:00,2026-01-12 08:30:00,867,154575
