period,candidate_id,profile,trend_state,slippage_bps,stop_atr,target_atr,rr,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,tp_exit_rate_pct,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_tp_distance_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,241597,241597,100.0,66268,175329,0,27.429148540751747,-0.050343895055232096,0.029667972133621358,0.8174360003937888,0.8202711956124009,27.408039007106876,72.56712624742858,0.02483474546455461,1.8868156475452924,0.007798962117317699,0.9187012177668785,0.3062337392556263,-33.28372547820872,78.32051467481664,-0.0005034389505523209
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,215717,215717,100.0,58318,157399,0,27.03449426795292,-0.05416561625405592,0.02584472163459792,0.6609632568967676,0.8016655606100616,27.0150243142636,72.96179716943959,0.02317851629681481,1.8785074889786155,0.007086034835809815,0.8855606123127561,0.2951868707709188,-24.298403123421686,21.64453545911838,-0.0005416561625405592
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,212099,212099,100.0,57473,154626,0,27.09725175507664,-0.05311638114223301,0.02689437660841036,0.6585695269534935,0.8054594910308885,27.07933559328427,72.89897642138813,0.02168798532760645,1.8740493825996352,0.0069669446574933905,0.8864752978522911,0.29549176595076376,-11.693657892199072,20.80349031315823,-0.0005311638114223301
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,25880,25880,100.0,7950,17930,0,30.71870170015456,-0.01848878563302646,0.061535828698452893,1.6109805284058023,0.9453839909216619,30.6839258114374,69.27743431221019,0.03863987635239567,1.9560664605873261,0.013741409350124353,1.1949373841790474,0.39831246139301557,-33.28372547820872,78.32051467481664,-0.0001848878563302646
2026,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,3618,3618,100.0,845,2773,0,23.35544499723604,-0.11567521215856909,-0.0356894879537505,0.7862520131817532,0.5824769298831908,23.244886677722498,76.64455500276397,0.11055831951354339,2.1398562741846323,0.014067490814454214,0.8319387526527654,0.27731291755092197,-24.298403123421686,21.64453545911838,-0.001156752121585691
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,241597,241597,100.0,66250,175347,0,27.42169811711238,-0.050339929186198756,0.02967193958963709,0.8179125709511726,0.8203382030517207,27.417972905292697,72.5774740580388,0.004553036668501678,1.890602946228637,0.007798962117317699,0.9187012177668785,0.3062337392556263,-33.28372547820872,78.32051467481664,-0.0005033992918619876
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,215717,215717,100.0,58305,157412,0,27.02846785371575,-0.054138018168395786,0.025872330763909775,0.6616265945950497,0.8018236074219874,27.02615000208607,72.97060500563238,0.0032449922815540734,1.8816783100080197,0.007086034835809815,0.8855606123127561,0.2951868707709188,-24.298403123421686,21.64453545911838,-0.0005413801816839579
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,212099,212099,100.0,57460,154639,0,27.09112254183188,-0.05309691645871324,0.02691384908091912,0.6592118014139521,0.8055876591776087,27.089708108006167,72.9079345022843,0.00235738970952244,1.876868820692224,0.0069669446574933905,0.8864752978522911,0.29549176595076376,-11.693657892199072,20.80349031315823,-0.0005309691645871324
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,25880,25880,100.0,7945,17935,0,30.699381761978362,-0.018681800864228198,0.06134273623026387,1.6109733301606841,0.9448324889267158,30.6839258114374,69.30061823802164,0.015455950540958269,1.9649922720247295,0.013741409350124353,1.1949373841790474,0.39831246139301557,-33.28372547820872,78.32051467481664,-0.00018681800864228198
2026,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,3618,3618,100.0,845,2773,0,23.35544499723604,-0.11517080742266808,-0.035184881375218136,0.7879994656345466,0.5842975499623322,23.30016583747927,76.64455500276397,0.055279159756771695,2.1636263128800444,0.014067490814454214,0.8319387526527654,0.27731291755092197,-24.298403123421686,21.64453545911838,-0.0011517080742266808
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,12,251285,251285,100.0,58362,192923,0,23.225421334341483,-0.04154152377456543,0.038473865771743276,0.9486582311209965,0.8558827567522356,21.30847444137135,76.44069482858109,2.2508307300475554,2.360602503133892,0.007720264349148888,1.1914152863443983,0.2978538215860995,-33.28372547820872,104.45401956642218,-0.0004154152377456543
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,12,224539,224539,100.0,51420,173119,0,22.900253408093917,-0.04650940267852493,0.03350399892104351,0.7489891048528238,0.8345287473367463,20.98967217276286,76.76528353649033,2.245044290746819,2.3504825442350774,0.0070208282006199016,1.148318301633185,0.28707957540829626,-24.298403123421686,28.886047278824524,-0.0004650940267852493
