quarter,candidate_id,profile,trend_state,slippage_bps,stop_atr,target_atr,rr,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,tp_exit_rate_pct,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_tp_distance_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,12,17693,17693,100.0,5803,11890,0,32.7982818063641,-0.08704685285134191,-0.007049672720430066,0.6394302000402636,0.6894554022299315,32.69654665686995,67.12259085514046,0.18086248798960042,1.491098174419262,0.012544459803791451,0.6748854219091099,0.33744271095455514,-11.693657892199072,13.842326875438825,-0.0008704685285134191
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,12,21716,21716,100.0,8169,13547,0,37.61742494013631,-0.06384128172195735,0.01616518435178341,1.3401298073894834,0.8145754482049472,37.5391416467121,62.35494566218457,0.10591269110333396,1.4006262663473936,0.014473371699499657,0.90043847151997,0.450219235759985,-33.28372547820872,52.18700978321109,-0.0006384128172195736
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,12,2853,2853,100.0,858,1995,0,30.07360672975815,-0.1130584737536096,-0.03307170243458341,0.7765440350547712,0.5931762436896205,29.863301787592007,69.92639327024185,0.2103049421661409,1.5457413249211356,0.015370197345192975,0.6348800688746485,0.31744003443732455,-24.298403123421686,14.403023639412261,-0.001130584737536096
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,36,17693,17693,100.0,5798,11895,0,32.77002204261573,-0.08697778367341534,-0.006980575903776828,0.6443522889276141,0.6903925003331177,32.76437008986605,67.22997795738428,0.005651952749675013,1.502345560391115,0.012544459803791451,0.6748854219091099,0.33744271095455514,-11.693657892199072,13.842326875438825,-0.0008697778367341534
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,36,21716,21716,100.0,8162,13554,0,37.58519064284398,-0.064030052434499,0.015976338100741387,1.3404377763558797,0.8141816138947575,37.5805857432308,62.41480935715601,0.004604899613188432,1.4071652237981211,0.014473371699499657,0.90043847151997,0.450219235759985,-33.28372547820872,52.18700978321109,-0.00064030052434499
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,36,2853,2853,100.0,856,1997,0,30.003505082369436,-0.11355663522186081,-0.03357006324715964,0.7768475199591153,0.5920269120307715,29.96845425867508,69.99649491763057,0.03505082369435682,1.5601121626358219,0.015370197345192975,0.6348800688746485,0.31744003443732455,-24.298403123421686,14.403023639412261,-0.0011355663522186082
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,72,17693,17693,100.0,5797,11896,0,32.76437008986605,-0.08710545022300974,-0.00710829354042589,0.6444604905579329,0.6900479696402688,32.76437008986605,67.23562991013395,0.0,1.5037585485785339,0.012544459803791451,0.6748854219091099,0.33744271095455514,-11.693657892199072,13.842326875438825,-0.0008710545022300974
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,72,21716,21716,100.0,8162,13554,0,37.58519064284398,-0.06402758629056472,0.015978805231527986,1.3404382396236818,0.8141887707667006,37.5805857432308,62.41480935715601,0.004604899613188432,1.408822987658869,0.014473371699499657,0.90043847151997,0.450219235759985,-33.28372547820872,52.18700978321109,-0.0006402758629056473
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.0,2.0,72,2853,2853,100.0,856,1997,0,30.003505082369436,-0.113450602790625,-0.033463988385979346,0.7769014593303808,0.5924078530326923,29.96845425867508,69.99649491763057,0.03505082369435682,1.5727304591657905,0.015370197345192975,0.6348800688746485,0.31744003443732455,-24.298403123421686,14.403023639412261,-0.00113450602790625
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,12,21860,21860,100.0,5748,16112,0,26.29460201280878,-0.07271515828118519,0.007287756821543372,0.6924262989140092,0.7381003128234561,25.576395242451966,73.44922232387923,0.9743824336688014,2.0186642268984447,0.01129313436192507,0.8921218792622817,0.2973739597540938,-11.693657892199072,20.80349031315823,-0.0007271515828118519
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,12,25880,25880,100.0,7994,17886,0,30.8887171561051,-0.018953756003969095,0.061070672264936815,1.60683277377794,0.9437375290728349,30.316846986089647,68.95285935085008,0.7302936630602782,1.904289026275116,0.013741409350124353,1.1949373841790474,0.39831246139301557,-33.28372547820872,78.32051467481664,-0.00018953756003969096
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,12,3618,3618,100.0,852,2766,0,23.548922056384743,-0.11632268980461107,-0.03633722469448878,0.7784975386541051,0.5776813353549035,22.71973466003317,76.3681592039801,0.9121061359867331,2.0627418463239358,0.014067490814454214,0.8319387526527654,0.27731291755092197,-24.298403123421686,21.64453545911838,-0.0011632268980461106
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,21860,21860,100.0,5684,16176,0,26.00182982616651,-0.07369418533890068,0.006308337996297831,0.7060883157409018,0.7370518032499414,25.965233302836232,73.98902104300092,0.04574565416285453,2.0765782250686184,0.01129313436192507,0.8921218792622817,0.2973739597540938,-11.693657892199072,20.80349031315823,-0.0007369418533890068
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,25880,25880,100.0,7950,17930,0,30.71870170015456,-0.01848878563302646,0.061535828698452893,1.6109805284058023,0.9453839909216619,30.6839258114374,69.27743431221019,0.03863987635239567,1.9560664605873261,0.013741409350124353,1.1949373841790474,0.39831246139301557,-33.28372547820872,78.32051467481664,-0.0001848878563302646
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,36,3618,3618,100.0,845,2773,0,23.35544499723604,-0.11567521215856909,-0.0356894879537505,0.7862520131817532,0.5824769298831908,23.244886677722498,76.64455500276397,0.11055831951354339,2.1398562741846323,0.014067490814454214,0.8319387526527654,0.27731291755092197,-24.298403123421686,21.64453545911838,-0.001156752121585691
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,21860,21860,100.0,5681,16179,0,25.98810612991766,-0.07411565734180059,0.005886697337134254,0.7068044982408994,0.735855504235099,25.983531564501373,74.00731930466605,0.009149130832570906,2.083302836230558,0.01129313436192507,0.8921218792622817,0.2973739597540938,-11.693657892199072,20.80349031315823,-0.0007411565734180059
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,25880,25880,100.0,7945,17935,0,30.699381761978362,-0.018681800864228198,0.06134273623026387,1.6109733301606841,0.9448324889267158,30.6839258114374,69.30061823802164,0.015455950540958269,1.9649922720247295,0.013741409350124353,1.1949373841790474,0.39831246139301557,-33.28372547820872,78.32051467481664,-0.00018681800864228198
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,0.0,0.5,1.5,3.0,72,3618,3618,100.0,845,2773,0,23.35544499723604,-0.11517080742266808,-0.035184881375218136,0.7879994656345466,0.5842975499623322,23.30016583747927,76.64455500276397,0.055279159756771695,2.1636263128800444,0.014067490814454214,0.8319387526527654,0.27731291755092197,-24.298403123421686,21.64453545911838,-0.0011517080742266808
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,12,22908,22908,100.0,5178,17730,0,22.60345730749083,-0.06275748864822187,0.017249411116224612,0.7780271832822913,0.7781205364718906,20.263663349048365,76.82032477737036,2.9160118735812817,2.568098480880042,0.011043793877787323,1.1514124774020111,0.2878531193505028,-11.693657892199072,27.76465375087765,-0.0006275748864822187
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,12,26746,26746,100.0,6942,19804,0,25.955283032976894,0.00016499537656605037,0.08019707420624843,1.9348696039266662,1.0004734581077883,23.984894937560757,73.71569580498019,2.2994092574590597,2.445561953189262,0.013592196352235329,1.5532246727973646,0.3883061681993408,-33.28372547820872,104.45401956642218,1.6499537656605038e-06
2026Q1,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,12,3811,3811,100.0,786,3025,0,20.62450800314878,-0.10279481858740422,-0.022803940163469583,0.8755309327646286,0.6283439775346357,17.816845972185778,79.11309367620048,3.07006035161375,2.5413277355024926,0.013724764045029644,1.0711122176840604,0.2677780544210153,-24.298403123421686,28.886047278824524,-0.0010279481858740422
2025Q3,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,36,22908,22908,100.0,4954,17954,0,21.625632966649206,-0.0646666659572258,0.01533946983070648,0.8061379413535688,0.7763175620403101,21.4728479133927,78.34381002269949,0.18334206390780514,2.785446132355509,0.011043793877787323,1.1514124774020111,0.2878531193505028,-11.693657892199072,27.76465375087765,-0.000646666659572258
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,0.0,0.5,2.0,4.0,36,26746,26746,100.0,6751,19995,0,25.241157556270092,0.0013305611745704166,0.08136310641713718,1.9481452416164207,1.0037672081241853,25.117774620504,74.74762581320572,0.13459956629028638,2.6153817393255068,0.013592196352235329,1.5532246727973646,0.3883061681993408,-33.28372547820872,104.45401956642218,1.3305611745704166e-05
