rank,candidate_id,profile,trend_state,slippage_bps,stop_atr,target_atr,rr,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,tp_exit_rate_pct,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_tp_distance_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct,eligible_symbols,positive_symbols,positive_symbol_pct,eligible_quarters,positive_quarter_pct,ex_q4_trades,ex_q4_avg_net_return_pct,ex_q4_profit_factor,ex_q4_win_rate_pct,q4_2025_trades,q4_2025_avg_net_return_pct,q4_2025_profit_factor,q4_2025_win_rate_pct,y2026_trades,y2026_avg_net_return_pct,y2026_profit_factor,y2026_win_rate_pct,robust_pass
11,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,12,192255,192255,100.0,43571,148684,0,22.663129697537123,-0.050355584826325975,0.029656277684747934,1.0073216579237836,0.8251803685195955,20.99191178382877,77.05443291461862,1.9536553015526255,2.22485761098541,0.007150875909092913,1.1447932921402004,0.28619832303505,-18.034790218598953,137.81894697322699,-0.0005035558482632598,595,109,18.319327731092436,26,11.538461538461538,171186.0,-0.05747188571662173,0.7966759790543032,22.202750224901568,21069.0,0.007464486567958138,1.0224991168452333,26.403721106839434,2568.0,-0.09810142421809742,0.6105475273561518,19.74299065420561,False
12,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp3atr__h36,bear_range25_body08_vol15_cp20,all,1.0,0.5,3.0,6.0,36,270420,270420,100.0,43768,226652,0,16.185193402854818,-0.05071749375380542,0.029294223935768873,1.285615867014881,0.8417085578325811,15.230752163301531,83.75416019525183,1.0150876414466385,3.823548554101028,0.0066278250433498215,1.767939531088854,0.29465658851480864,-33.2870813971212,206.76842045984057,-0.0005071749375380542,596,109,18.288590604026847,26,11.538461538461538,240974.0,-0.05750376962218317,0.8156847168793079,15.983052113506021,29446.0,0.004818607621812689,1.0123772812768115,17.839434897778986,4073.0,-0.09651652825698301,0.6767448723392154,14.976675669040022,False
13,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,12,191754,191754,100.0,43112,148642,0,22.482972975791903,-0.05082979393610615,0.029181878815419993,0.96555725393268,0.8241568027238321,20.850673258445717,77.22394317719579,1.9253835643585009,2.228636690760036,0.00800152817863508,1.1483244622373778,0.28708111555934446,-18.034790218598953,104.4435672097012,-0.0005082979393610615,596,109,18.288590604026847,26,15.384615384615385,171109.0,-0.05756804443717702,0.7972868283606525,22.008193607583472,20645.0,0.005017883709218793,1.0151538323816915,26.418018890772583,2579.0,-0.09889830274143847,0.6140073957611385,20.240403257076387,False
14,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,72,191754,191754,100.0,41893,149861,0,21.847262638589026,-0.05112408689355669,0.02888746809368075,0.9749936487123106,0.8251841778866249,21.832139094881985,78.15117285688956,0.01668804822845938,2.380367554262232,0.00800152817863508,1.1483244622373778,0.28708111555934446,-18.034790218598953,104.4435672097012,-0.000511240868935567,596,116,19.463087248322147,26,11.538461538461538,171109.0,-0.058169104195220915,0.7975751372715038,21.36240641929998,20645.0,0.007266122138676546,1.0217170083771359,25.86582707677404,2579.0,-0.09537160775187806,0.6317061990245275,19.73633191159364,False
15,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,2.0,4.0,36,191754,191754,100.0,41951,149803,0,21.877509726003108,-0.05126175851971025,0.02874974137684049,0.973825436418991,0.8245958439257205,21.785725460746583,78.1094527363184,0.10482180293501049,2.36490503457555,0.00800152817863508,1.1483244622373778,0.28708111555934446,-18.034790218598953,104.4435672097012,-0.0005126175851971025,596,113,18.959731543624162,26,7.6923076923076925,171109.0,-0.05825239627687912,0.7971447266627725,21.393380827425794,20645.0,0.006677744313489425,1.0199686352050625,25.890046015984503,2579.0,-0.09392181886799827,0.6362471360772292,19.852656068243505,False
16,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,72,192255,192255,100.0,42281,149974,0,21.99214584796234,-0.05085858959072538,0.029153071637929847,1.0155957780509948,0.8255664926529467,21.979142284986086,78.0062937244805,0.014563990533406151,2.380765129645523,0.007150875909092913,1.1447932921402004,0.28619832303505,-18.034790218598953,137.81894697322699,-0.0005085858959072539,595,112,18.823529411764707,26,11.538461538461538,171186.0,-0.05828052902476297,0.7963531933155258,21.518698959027024,21069.0,0.009444800411418397,1.0281701571951214,25.838910247282737,2568.0,-0.09696538010334577,0.619856916059857,19.197819314641745,False
17,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp3atr__h72,bear_range25_body08_vol15_cp20,all,1.0,0.5,3.0,6.0,72,270420,270420,100.0,42677,227743,0,15.781746912210634,-0.05162879583199774,0.0283825571908786,1.2913624180344159,0.8398923644564998,15.630130907477257,84.20346128244952,0.16640781007321942,3.9860365357591894,0.0066278250433498215,1.767939531088854,0.29465658851480864,-33.2870813971212,206.76842045984057,-0.0005162879583199774,596,102,17.114093959731544,26,7.6923076923076925,240974.0,-0.05828820240213045,0.8143453009495344,15.583423937852217,29446.0,0.0028690591850217472,1.0073181669701774,17.4047408816138,4073.0,-0.09630908016043385,0.6791269219682919,14.632948686471888,False
18,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp2atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,2.0,4.0,36,192255,192255,100.0,42348,149907,0,22.02699539673871,-0.050938133182447935,0.029073496216038528,1.01448015745648,0.8251588195681034,21.932849600790615,77.96000104028505,0.10714935892434527,2.365249278302255,0.007150875909092913,1.1447932921402004,0.28619832303505,-18.034790218598953,137.81894697322699,-0.0005093813318244794,595,114,19.15966386554622,26,11.538461538461538,171186.0,-0.05831252158602169,0.7960808711802092,21.553748554204198,21069.0,0.008978903850832439,1.0267982792875965,25.872134415491953,2568.0,-0.09494194698627072,0.6264022255159886,19.353582554517136,False
19,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,12,195542,195542,100.0,48955,146587,0,25.035542236450482,-0.048851446209046905,0.031161018198232446,1.4584008483502406,0.8703686068856803,15.422262224995142,73.690562641274,10.887175133730862,3.805509813748453,0.007089662217827159,1.6948556483266082,0.42371391208165204,-27.007187327898443,206.76842045984057,-0.0004885144620904691,595,128,21.51260504201681,26,23.076923076923077,174214.0,-0.0591907235241724,0.8395331016602711,24.679417268417005,21328.0,0.03560311390804216,1.0805393331665278,27.94448612153038,2627.0,-0.07488363465037212,0.7578972211091297,25.580510087552337,False
20,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,12,194869,194869,100.0,48520,146349,0,24.89877815352878,-0.0499100027758004,0.030102038039415357,1.3923606425645163,0.8680563213280287,15.253324027936715,73.81625604893543,10.930419923127845,3.823835499745983,0.007944261998924803,1.7011567341257863,0.4252891835314464,-27.007187327898443,156.70535081455185,-0.000499100027758004,596,139,23.322147651006713,26,19.230769230769234,173998.0,-0.05960930352317109,0.8391816193027457,24.530741732663593,20871.0,0.03095142846568356,1.070078025171493,27.96703559963586,2635.0,-0.0819921144763505,0.7412288608580082,26.034155597722958,False
21,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,36,194869,194869,100.0,42246,152623,0,21.679179346124833,-0.051748040443072386,0.02826326486287284,1.4353241550271651,0.8702258451431052,20.101709353463097,78.14480497154499,1.7534856749919177,4.993877938512539,0.007944261998924803,1.7011567341257863,0.4252891835314464,-27.007187327898443,156.70535081455185,-0.0005174804044307239,596,141,23.657718120805367,26,23.076923076923077,173998.0,-0.06069149859841948,0.8446145940962505,21.33185438913091,20871.0,0.022812058838902367,1.0488640411754178,24.574768817977098,2635.0,-0.04987503480044708,0.8492740280832364,23.68121442125237,False
22,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,36,195542,195542,100.0,42589,152953,0,21.779975657403526,-0.051600263802990085,0.02841110063726484,1.499468958203217,0.8701653838578419,20.218162849924827,78.04256885988687,1.739268290188297,4.9766802016958,0.007089662217827159,1.6948556483266082,0.42371391208165204,-27.007187327898443,206.76842045984057,-0.0005160026380299008,595,127,21.34453781512605,26,23.076923076923077,174214.0,-0.061284749453323316,0.842419836637003,21.435705511612156,21328.0,0.02750574628174154,1.0588965729939164,24.592085521380344,2627.0,-0.04970938621651541,0.8467709636648575,23.182337266844307,False
23,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,3.0,4.0,72,194869,194869,100.0,41077,153792,0,21.079289163489317,-0.05352014189772099,0.02649045428399258,1.4430171996713153,0.8671804982172642,20.788324464127182,78.88273660766977,0.32893892820304926,5.2841498647809555,0.007944261998924803,1.7011567341257863,0.4252891835314464,-27.007187327898443,156.70535081455185,-0.0005352014189772099,596,136,22.818791946308725,26,23.076923076923077,173998.0,-0.06268738810688433,0.8411998004477816,20.727249738502742,20871.0,0.022905640570871286,1.048601406551949,24.014182358296203,2635.0,-0.04778471637240487,0.8568156040854623,23.263757115749524,False
24,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h12,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,12,251284,251284,100.0,56144,195140,0,22.342847137103835,-0.058357391680254445,0.02165126882727647,0.947601603324354,0.804478937056437,20.487973766734054,77.30535967272091,2.206666560545041,2.3256912497413285,0.007720312471300995,1.1912997037977233,0.29782492594943083,-33.2870813971212,104.4435672097012,-0.0005835739168025445,596,96,16.10738255033557,26,7.6923076923076925,224539.0,-0.06338856537537486,0.7824190802562697,22.011320973193964,26745.0,-0.016117918495410763,0.9550277747847239,25.12619181155356,3811.0,-0.1215141067523165,0.5774087010591897,19.496195224350565,False
25,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.75atr__tp3atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.75,3.0,4.0,72,195542,195542,100.0,41390,154152,0,21.16680815374702,-0.05358317200176149,0.02642739895782168,1.5055644308879608,0.8666064092964997,20.89065264751307,78.79534831391722,0.31399903856971906,5.265058146076035,0.007089662217827159,1.6948556483266082,0.42371391208165204,-27.007187327898443,206.76842045984057,-0.0005358317200176149,595,125,21.008403361344538,26,23.076923076923077,174214.0,-0.06340329668749455,0.8387212454035181,20.81692630902224,21328.0,0.026630781580398305,1.0564638957437218,24.02475618904726,2627.0,-0.049360102056098476,0.8493099660234652,22.649409973353634,False
26,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h72,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,72,251284,251284,100.0,54320,196964,0,21.61697521529425,-0.05854324235675559,0.02146534378075668,0.9598510726351891,0.8066022583321812,21.600261059199948,78.38183091641329,0.017908024386749655,2.502769774438484,0.007720312471300995,1.1912997037977233,0.29782492594943083,-33.2870813971212,104.4435672097012,-0.0005854324235675559,596,98,16.44295302013423,26,7.6923076923076925,224539.0,-0.06384328119330335,0.7839442629724038,21.2809356058413,26745.0,-0.014046498280494948,0.9613341299351471,24.438212750046738,3811.0,-0.11947163025616821,0.5913620835622204,18.65652059826817,False
27,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp2atr__h36,bear_body20_range22_vol20_cp20,all,1.0,0.5,2.0,4.0,36,251284,251284,100.0,54413,196871,0,21.653985132360198,-0.0586875872620872,0.021320941114358477,0.9582647134447096,0.8059428996693278,21.543751293357317,78.33089253593543,0.12535617070724758,2.484559303417647,0.007720312471300995,1.1912997037977233,0.29782492594943083,-33.2870813971212,104.4435672097012,-0.000586875872620872,596,96,16.10738255033557,26,7.6923076923076925,224539.0,-0.06395637144183779,0.7833573666468304,21.31656416034631,26745.0,-0.014453243237521885,0.9601775592791637,24.48681996634885,3811.0,-0.11896855538309234,0.5923723629628483,18.735240094463396,False
28,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,12,184439,184439,100.0,49764,134675,0,26.981278363036015,-0.059397887690348455,0.02061035645223242,0.8473485108609736,0.7868689088774061,26.56921800703756,72.89673008420128,0.5340519087611623,1.7367259635977206,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.0005939788769034846,594,84,14.14141414141414,26,11.538461538461538,164105.0,-0.0648864435304036,0.7627815203409994,26.437951311660218,20334.0,-0.015102645429492485,0.952855429550454,31.366184715255237,2409.0,-0.1068652408780486,0.571813096453974,22.95558322955583,False
29,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,12,184360,184360,100.0,49378,134982,0,26.783467129529182,-0.060064944472299715,0.01994303274079662,0.8191944170714217,0.7850363180113157,26.394554133217618,73.09828596224777,0.5071599045346062,1.741321327836841,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006006494447229971,595,88,14.789915966386555,26,7.6923076923076925,164383.0,-0.06506996204554996,0.7629622546265667,26.238722982303525,19977.0,-0.01888059228009908,0.9409590747412553,31.26595584922661,2441.0,-0.10909839611460255,0.5693566047945224,23.392052437525603,False
30,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,36,184439,184439,100.0,49508,134931,0,26.84247908522601,-0.059595046808908196,0.020413118438467187,0.8497689673870819,0.7869090135481961,26.827297914215542,73.15480999137927,0.017892094405196297,1.7681509875893926,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.000595950468089082,594,82,13.804713804713806,26,7.6923076923076925,164105.0,-0.06516730296838535,0.7625908185521251,26.2959690442095,20334.0,-0.014624303371758674,0.9545039647837109,31.253073669715747,2409.0,-0.10509005665945063,0.5794889313551539,22.91407222914072,False
31,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.5,1.5,3.0,72,184439,184439,100.0,49496,134943,0,26.835972869078667,-0.059622233655458365,0.020385920712826775,0.8498839500740718,0.7868481249954512,26.833804130362882,73.16348494624239,0.002710923394726712,1.7707643177419092,0.007243983303355881,0.8836803159434073,0.2945601053144691,-18.034790218598953,103.34421022992026,-0.0005962223365545837,594,82,13.804713804713806,26,7.6923076923076925,164105.0,-0.06517692547955517,0.7625886683274155,26.291094116571706,20334.0,-0.014793242714502079,0.9539963191776341,31.233402183534963,2409.0,-0.10488064856690826,0.58032686430121,22.91407222914072,False
32,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,36,184360,184360,100.0,49140,135220,0,26.65437188110219,-0.06023385243389061,0.01977405718898507,0.821676732456274,0.7851475365583165,26.642438706877847,73.34345845085703,0.014102842265133433,1.771409199392493,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006023385243389061,595,89,14.957983193277311,26,7.6923076923076925,164383.0,-0.065291845177847,0.7629348434660096,26.107930868763802,19977.0,-0.01861358806838042,0.9420024973911658,31.15082344696401,2441.0,-0.10699037430846246,0.5782305769477945,23.310118803768948,False
33,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.5,1.5,3.0,72,184360,184360,100.0,49132,135228,0,26.650032545020615,-0.06024564540533108,0.019762259498468368,0.8217917482244359,0.7851316423503719,26.647320459969627,73.3494250379692,0.0032545020611846383,1.7734541115209372,0.008090534957653439,0.8850827640121628,0.2950275880040541,-18.034790218598953,78.3126754072759,-0.0006024564540533108,595,88,14.789915966386555,26,7.6923076923076925,164383.0,-0.06529835451996528,0.7629368577145831,26.104280856292927,19977.0,-0.018668857980246163,0.9418429549810837,31.140811933723782,2441.0,-0.1067837114264737,0.5790452678493462,23.310118803768948,False
34,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h12,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,12,265761,265761,100.0,59234,206527,0,22.288447138594453,-0.06174836437628824,0.018258939199391474,0.9736967274184752,0.7941176963001082,20.443932706454294,77.36123810491381,2.194829188631891,2.311482873709837,0.006675008911002394,1.1947568536313906,0.29868921340784765,-33.2870813971212,137.81894697322699,-0.0006174836437628824,596,93,15.604026845637584,26,3.8461538461538463,236686.0,-0.06653447172819105,0.7722632838948698,22.018623830729318,29075.0,-0.022786899038628527,0.9372496464922933,24.484952708512466,3989.0,-0.11918338527728427,0.582404661913513,19.32815241915267,False
35,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h72,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,72,265761,265761,100.0,57287,208474,0,21.555834001226664,-0.061846570381433874,0.018160693896124583,0.9852773482355516,0.7966365418223806,21.54078288386934,78.44228460910367,0.016932507026990416,2.488732357268373,0.006675008911002394,1.1947568536313906,0.29868921340784765,-33.2870813971212,137.81894697322699,-0.0006184657038143387,596,86,14.429530201342283,26,3.8461538461538463,236686.0,-0.06689482103779754,0.7742217717878436,21.280937613547064,29075.0,-0.020751118795807176,0.9435930355964787,23.79363714531384,3989.0,-0.11735549751337632,0.5961080234627607,18.47580847330158,False
36,bear_range25_body08_vol15_cp20__all__slip1bps__sl0.5atr__tp2atr__h36,bear_range25_body08_vol15_cp20,all,1.0,0.5,2.0,4.0,36,265761,265761,100.0,57395,208366,0,21.596472018091443,-0.0619253484392844,0.01808188431444139,0.9838519830054594,0.7961771246537112,21.486222583449038,78.38885314248516,0.12492427406579597,2.4705618958387423,0.006675008911002394,1.1947568536313906,0.29868921340784765,-33.2870813971212,137.81894697322699,-0.000619253484392844,596,87,14.597315436241612,26,3.8461538461538463,236686.0,-0.06693880983561716,0.7738534830585042,21.318962676288418,29075.0,-0.021113099976604446,0.9425484226278671,23.85554600171969,3989.0,-0.11631421141003037,0.598675509209712,18.601153171220858,False
37,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl1atr__tp3atr__h12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,1.0,3.0,3.0,12,195542,195542,100.0,59106,136436,0,30.226754354563212,-0.05601726586416712,0.02399233106826021,1.6232734118875995,0.873020933328962,17.822769532888074,67.39012590645488,14.787104560657047,4.52933896554193,0.007089662217827159,1.6948556483266082,0.5649518827755365,-31.811559701375636,206.76842045984057,-0.0005601726586416712,595,129,21.680672268907564,26,23.076923076923077,174214.0,-0.06771694242319178,0.8430897032904695,29.924116316713928,21328.0,0.03954947513611049,1.076133034817644,32.69879969992498,2627.0,-0.0715151360122845,0.7978479181736018,32.08983631518843,False
38,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.75atr__tp3atr__h12,bear_body20_range22_vol20_cp20,all,1.0,0.75,3.0,4.0,12,255412,255412,100.0,63603,191809,0,24.902118929416,-0.0605879987564946,0.019419769151165833,1.348377322617068,0.8444023875362812,14.896324370037432,73.58072447653203,11.522951153430535,3.944027688597247,0.007672701423624212,1.7643447381856687,0.44108618454641724,-49.885624095681784,156.70535081455185,-0.000605879987564946,596,113,18.959731543624162,26,11.538461538461538,228342.0,-0.0677345255831323,0.8213436206468528,24.64592584807,27070.0,-0.00030531576247524,0.9993584469102907,27.063169560398965,3883.0,-0.11683962341308601,0.6732650956033537,24.568632500643833,False
39,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.75atr__tp3atr__h36,bear_body20_range22_vol20_cp20,all,1.0,0.75,3.0,4.0,36,255412,255412,100.0,54956,200456,0,21.516608460056695,-0.062432059953030854,0.01757497003498314,1.402489722728093,0.8487482027423149,19.851455687281724,78.2723599517642,1.8761843609540665,5.184067310854619,0.007672701423624212,1.7643447381856687,0.44108618454641724,-49.885624095681784,156.70535081455185,-0.0006243205995303086,596,117,19.630872483221477,26,7.6923076923076925,228342.0,-0.06833966212878403,0.8298540297120942,21.29218453022221,27070.0,-0.012600006165966536,0.9751250755891601,23.4096786110085,3883.0,-0.10082486409214743,0.7340326721386633,21.890291012104043,False
40,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl1atr__tp3atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,1.0,3.0,3.0,12,194869,194869,100.0,58639,136230,0,30.09149736489642,-0.05729181908623114,0.022717267820897242,1.564353893823342,0.8705750397668522,17.598489241490437,67.46378336215612,14.937727396353448,4.559411707352119,0.007944261998924803,1.7011567341257863,0.567052244708596,-31.811559701375636,156.70535081455185,-0.0005729181908623115,596,143,23.993288590604024,26,23.076923076923077,173998.0,-0.0685473134912245,0.8419092515927374,29.77045713169117,20871.0,0.03654333569696272,1.070509334034775,32.76795553639021,2635.0,-0.08763065302869404,0.7607669161575635,31.87855787476281,False
41,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.75atr__tp3atr__h72,bear_body20_range22_vol20_cp20,all,1.0,0.75,3.0,4.0,72,255412,255412,100.0,53352,202060,0,20.888603511189764,-0.06403654603465046,0.015969841902110354,1.4141580973479286,0.8466404183618864,20.574992561038634,79.06441357492992,0.3605938640314472,5.497243669052355,0.007672701423624212,1.7643447381856687,0.44108618454641724,-49.885624095681784,156.70535081455185,-0.0006403654603465047,596,114,19.12751677852349,26,15.384615384615385,228342.0,-0.06994764491002632,0.827825128146192,20.66680680733286,27070.0,-0.014174996740189238,0.9723612489189524,22.759512375323236,3883.0,-0.10350060310156181,0.7312766827116464,21.349472057687354,False
42,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp1.5atr__h12,bear_body20_range22_vol20_cp20,all,1.0,0.5,1.5,3.0,12,241589,241589,100.0,64284,177305,0,26.60882738866422,-0.06632312060770222,0.01368235233323099,0.8138705868236257,0.7705898139451186,26.112943884034458,73.23553638617652,0.6515197297890218,1.8297646002094465,0.007799109186503088,0.9186298418675196,0.3062099472891732,-33.2870813971212,78.3126754072759,-0.0006632312060770222,595,81,13.61344537815126,26,7.6923076923076925,215709.0,-0.07008167718863494,0.751641165706493,26.212165463657055,25880.0,-0.03499566768975819,0.8990930281599159,29.914992272024733,3618.0,-0.13490191979054494,0.5296642229606302,22.249861802100607,False
43,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl1atr__tp3atr__h36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,1.0,3.0,3.0,36,194869,194869,100.0,51393,143476,0,26.373101930014524,-0.059722165518090044,0.020285948861454534,1.6196123166133871,0.874441129000446,24.079766407176102,73.20866838748083,2.7115652053430765,6.2394429077995985,0.007944261998924803,1.7011567341257863,0.567052244708596,-31.811559701375636,156.70535081455185,-0.0005972216551809004,596,145,24.328859060402685,26,26.923076923076923,173998.0,-0.07015390598703386,0.8494203241957599,26.04972470947942,20871.0,0.02724549190681954,1.0489142519582737,29.06904316994873,2635.0,-0.04648839010707552,0.8800090129208124,29.449715370018975,False
44,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp1.5atr__h72,bear_body20_range22_vol20_cp20,all,1.0,0.5,1.5,3.0,72,241589,241589,100.0,63882,177707,0,26.44242908410565,-0.06636844265178105,0.013637012153080148,0.8180192606051181,0.7715081865222173,26.437875896667478,73.55715698976361,0.004967113568912492,1.8730736912690562,0.007799109186503088,0.9186298418675196,0.3062099472891732,-33.2870813971212,78.3126754072759,-0.0006636844265178104,595,82,13.781512605042018,26,7.6923076923076925,215709.0,-0.07018502070034864,0.7524242037512424,26.047128307117458,25880.0,-0.03455738259465364,0.9008657906317942,29.73724884080371,3618.0,-0.133866164602279,0.5361790966135904,22.001105583195134,False
45,bear_body20_range22_vol20_cp20__all__slip1bps__sl0.5atr__tp1.5atr__h36,bear_body20_range22_vol20_cp20,all,1.0,0.5,1.5,3.0,36,241589,241589,100.0,63900,177689,0,26.449879754459023,-0.06636258775585747,0.01364286939189926,0.8175472417164603,0.7714615390275007,26.429183447921883,73.54722276262578,0.023593789452334337,1.8693566346149866,0.007799109186503088,0.9186298418675196,0.3062099472891732,-33.2870813971212,78.3126754072759,-0.0006636258775585748,595,82,13.781512605042018,26,7.6923076923076925,215709.0,-0.07019995961694099,0.7523005869632797,26.053154944856267,25880.0,-0.034378211914186364,0.901346927041127,29.756568778979908,3618.0,-0.13438160728365817,0.5343931853578859,22.001105583195134,False
46,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__sl0.75atr__tp2atr__h12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.75,2.0,2.6666666666666665,12,191754,191754,100.0,55735,136019,0,29.065886500411985,-0.06532929240183125,0.01467657822946051,1.0993521841931009,0.8203400504333263,26.316009053266164,70.13830219969336,3.545688747040479,2.7939026043785264,0.00800152817863508,1.1483244622373778,0.4306216733390167,-27.007187327898443,104.4435672097012,-0.0006532929240183125,596,107,17.953020134228186,26,7.6923076923076925,171109.0,-0.07022476123421535,0.802800091742376,28.665938086249117,20645.0,-0.024754878430389923,0.9418814350212764,32.38072172438847,2579.0,-0.1061346438322675,0.6624967046218689,27.723924001550987,False
47,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__sl1atr__tp3atr__h36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,1.0,3.0,3.0,36,195542,195542,100.0,51774,143768,0,26.47717625880885,-0.05928604132392079,0.020722247575109223,1.6767099849365745,0.874914847019806,24.227020282087736,73.09222571110044,2.680754006811836,6.195599922267339,0.007089662217827159,1.6948556483266082,0.5649518827755365,-31.811559701375636,206.76842045984057,-0.0005928604132392079,595,135,22.689075630252102,26,23.076923076923077,174214.0,-0.0705597907938313,0.8478604144812093,26.153466426349205,21328.0,0.032801589497111615,1.0588752643690384,29.12134283570893,2627.0,-0.036278282614086735,0.9035607836713315,29.53939855348306,False
