symbol,file,accepted_nonoverlap_trades
KDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KDA_5m.csv,6357
KERNEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KERNEL_5m.csv,3534
KEY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KEY_5m.csv,9990
KGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KGEN_5m.csv,1734
KITE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KITE_5m.csv,996
KLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KLAY_5m.csv,22023
KMNO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KMNO_5m.csv,8664
KNC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KNC_5m.csv,45167
KOMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KOMA_5m.csv,8835
KSM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KSM_5m.csv,39069
LA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LA_5m.csv,3324
LAB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAB_5m.csv,1758
LAYER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAYER_5m.csv,5592
LDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LDO_5m.csv,19002
LEVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LEVER_5m.csv,14706
LIGHT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIGHT_5m.csv,1715
LINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINA_5m.csv,25089
LINEA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINEA_5m.csv,1570
LINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINK_5m.csv,38082
LISTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LISTA_5m.csv,10578
LIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIT_5m.csv,25773
LOKA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOKA_5m.csv,5298
LOOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOOM_5m.csv,8895
LPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LPT_5m.csv,30838
LQTY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LQTY_5m.csv,18159
LRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LRC_5m.csv,39034
LSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LSK_5m.csv,15426
LTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LTC_5m.csv,44691
LUMIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUMIA_5m.csv,6696
LUNA2,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUNA2_5m.csv,20514
LYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LYN_5m.csv,1656
M,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\M_5m.csv,2718
MAGIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAGIC_5m.csv,15816
MANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANA_5m.csv,33106
MANTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANTA_5m.csv,10173
MASK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MASK_5m.csv,28653
MAV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAV_5m.csv,14957
MAVIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAVIA_5m.csv,4638
MBOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MBOX_5m.csv,7431
MDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MDT_5m.csv,6336
ME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ME_5m.csv,7527
MELANIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MELANIA_5m.csv,5730
MEME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEME_5m.csv,10182
MEMEFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEMEFI_5m.csv,2052
MERL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MERL_5m.csv,3834
MET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MET_5m.csv,1302
METIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\METIS_5m.csv,10731
MEW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEW_5m.csv,8250
MILK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MILK_5m.csv,5055
MINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MINA_5m.csv,16677
MIRA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MIRA_5m.csv,2043
MITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MITO_5m.csv,2334
MKR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MKR_5m.csv,35835
MLN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MLN_5m.csv,3957
MMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MMT_5m.csv,822
MOCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOCA_5m.csv,8476
MON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MON_5m.csv,1212
MOODENG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOODENG_5m.csv,6759
MORPHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MORPHO_5m.csv,7387
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,5856
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,12819
MTL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MTL_5m.csv,41238
MUBARAK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MUBARAK_5m.csv,4488
MYRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYRO_5m.csv,10428
MYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYX_5m.csv,3822
NAORIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NAORIS_5m.csv,2624
NEAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEAR_5m.csv,32202
NEIRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIRO_5m.csv,5820
NEIROETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIROETH_5m.csv,6738
NEO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEO_5m.csv,46054
NEWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEWT_5m.csv,3192
NFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NFP_5m.csv,10044
NIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NIL_5m.csv,6183
NKN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NKN_5m.csv,36381
NMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NMR_5m.csv,16068
NOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOM_5m.csv,2034
NOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOT_5m.csv,9138
NTRN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NTRN_5m.csv,12174
NULS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NULS_5m.csv,4056
NXPC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NXPC_5m.csv,4785
OBOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OBOL_5m.csv,5244
OCEAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OCEAN_5m.csv,30366
OG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OG_5m.csv,5481
OGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OGN_5m.csv,29999
OL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OL_5m.csv,3576
OM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OM_5m.csv,10296
OMG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMG_5m.csv,36768
OMNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMNI_5m.csv,7998
ON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ON_5m.csv,1299
ONDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONDO_5m.csv,9234
ONE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONE_5m.csv,31359
ONG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONG_5m.csv,16524
ONT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONT_5m.csv,47636
OP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OP_5m.csv,19593
OPEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OPEN_5m.csv,2028
ORBS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORBS_5m.csv,9084
ORCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORCA_5m.csv,5946
ORDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDER_5m.csv,2520
ORDI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDI_5m.csv,11036
OXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OXT_5m.csv,17193
PARTI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PARTI_5m.csv,4284
PAXG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PAXG_5m.csv,1305
PENDLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENDLE_5m.csv,12732
PENGU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENGU_5m.csv,4950
PEOPLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PEOPLE_5m.csv,25393
PERP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PERP_5m.csv,16872
PHA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHA_5m.csv,4995
PHB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHB_5m.csv,17199
PIEVERSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIEVERSE_5m.csv,612
PIPPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIPPIN_5m.csv,5566
PIXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIXEL_5m.csv,8955
PLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLAY_5m.csv,3900
PLUME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLUME_5m.csv,4986
PNUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PNUT_5m.csv,5376
POL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POL_5m.csv,8073
POLYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POLYX_5m.csv,15699
PONKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PONKE_5m.csv,6696
POPCAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POPCAT_5m.csv,5982
PORT3,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORT3_5m.csv,4671
PORTAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORTAL_5m.csv,8538
POWR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POWR_5m.csv,15558
PROM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROM_5m.csv,8055
PROMPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROMPT_5m.csv,4708
PROVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROVE_5m.csv,3030
PTB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PTB_5m.csv,2737
PUFFER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUFFER_5m.csv,4677
PUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMP_5m.csv,4038
PUMPBTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMPBTC_5m.csv,3286
PUNDIX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUNDIX_5m.csv,6060
PYTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PYTH_5m.csv,11151
Q,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\Q_5m.csv,2808
QNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QNT_5m.csv,26895
QTUM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QTUM_5m.csv,48108
QUICK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QUICK_5m.csv,7152
RAD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAD_5m.csv,6225
RARE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RARE_5m.csv,8976
RAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAY_5m.csv,10746
RAYSOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAYSOL_5m.csv,5925
RDNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RDNT_5m.csv,15114
RECALL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RECALL_5m.csv,1422
RED,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RED_5m.csv,5841
REEF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REEF_5m.csv,29064
REI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REI_5m.csv,7386
REN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REN_5m.csv,31093
RENDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RENDER_5m.csv,7335
RESOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RESOLV_5m.csv,3264
REZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REZ_5m.csv,9354
RIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIF_5m.csv,13050
RIVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIVER_5m.csv,1062
RLC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLC_5m.csv,39163
RLS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLS_5m.csv,666
RONIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RONIN_5m.csv,12870
ROSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ROSE_5m.csv,25593
RPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RPL_5m.csv,8085
RSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RSR_5m.csv,33747
RUNE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RUNE_5m.csv,37103
RVN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVN_5m.csv,35370
RVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVV_5m.csv,1464
S,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\S_5m.csv,5715
SAFE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAFE_5m.csv,8607
SAGA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAGA_5m.csv,9708
SAHARA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAHARA_5m.csv,3459
SAND,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAND_5m.csv,34216
SANTOS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SANTOS_5m.csv,7414
SAPIEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAPIEN_5m.csv,2226
SC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SC_5m.csv,12417
SCR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCR_5m.csv,7016
SCRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCRT_5m.csv,6906
SEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SEI_5m.csv,10524
SENT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SENT_5m.csv,1338
SFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SFP_5m.csv,39087
SHELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SHELL_5m.csv,5586
SIGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIGN_5m.csv,6069
SIREN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIREN_5m.csv,5622
SKATE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKATE_5m.csv,3165
SKL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKL_5m.csv,40662
SKY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKY_5m.csv,2679
SKYAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKYAI_5m.csv,5733
SLERF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLERF_5m.csv,5439
SLP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLP_5m.csv,2925
SNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNT_5m.csv,4386
SNX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNX_5m.csv,38412
SOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOL_5m.csv,35542
SOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOLV_5m.csv,6389
SOMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOMI_5m.csv,2250
SONIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SONIC_5m.csv,6507
SOON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOON_5m.csv,4062
SOPH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOPH_5m.csv,4296
SPELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPELL_5m.csv,23262
SPK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPK_5m.csv,2802
SPX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPX_5m.csv,4908
SQD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SQD_5m.csv,4398
SSV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SSV_5m.csv,16503
STABLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STABLE_5m.csv,1092
STBL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STBL_5m.csv,2256
STEEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STEEM_5m.csv,17520
STG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STG_5m.csv,24055
STMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STMX_5m.csv,27553
STO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STO_5m.csv,4893
STORJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STORJ_5m.csv,43068
STPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STPT_5m.csv,4560
STRAX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRAX_5m.csv,2868
STRK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRK_5m.csv,8226
STX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STX_5m.csv,14727
SUI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUI_5m.csv,13101
SUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUN_5m.csv,7169
SUPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUPER_5m.csv,11382
SUSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUSHI_5m.csv,34165
SWARMS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWARMS_5m.csv,5388
SWELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWELL_5m.csv,8553
SXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXP_5m.csv,45119
SXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXT_5m.csv,4710
SYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYN_5m.csv,8127
SYRUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYRUP_5m.csv,4017
SYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYS_5m.csv,7596
T,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\T_5m.csv,23239
TA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TA_5m.csv,2622
TAC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAC_5m.csv,3528
TAG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAG_5m.csv,3724
TAIKO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAIKO_5m.csv,5391
TAKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAKE_5m.csv,4119
TANSSI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TANSSI_5m.csv,3516
TAO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAO_5m.csv,9312
THE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THE_5m.csv,7107
THETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THETA_5m.csv,41099
TIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TIA_5m.csv,11028
TLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TLM_5m.csv,15067
TNSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TNSR_5m.csv,9072
TOKEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOKEN_5m.csv,13092
TON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TON_5m.csv,13407
TOSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOSHI_5m.csv,2090
TOWNS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOWNS_5m.csv,2673
TRADOOR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRADOOR_5m.csv,2010
TRB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRB_5m.csv,39483
TREE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TREE_5m.csv,2250
TROY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TROY_5m.csv,2460
TRU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRU_5m.csv,15688
TRUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUMP_5m.csv,5760
TRUST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUST_5m.csv,804
TRUTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUTH_5m.csv,1830
TRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRX_5m.csv,43342
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,5725
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,7950
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,1218
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,5844
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,17163
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,1182
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,3590
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,16515
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,29386
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,37254
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,0
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,1932
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,12978
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,5970
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,8589
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,7212
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,10383
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,6381
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,4422
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,42954
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,2169
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,5619
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,4140
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,5073
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,4884
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,7044
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,6300
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,6800
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,8805
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,4932
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,30616
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,16195
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,4140
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,9090
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,10872
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,2031
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,23580
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,9984
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,1998
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,4116
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,18866
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,45165
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,54642
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,2798
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,2250
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,2388
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,40873
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,37764
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,14379
