combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,long_key,short_key
lx2_sm2,LATEST_LONGMAX2V5_SHORTMAIN2V4_SHORTMAX2V2_2026_ONLY_LV10_SPLIT400_NOCAP_V1,2189,310,1879,438,1751,20.009136592051167,34.26645214986295,34.26645214986295,6.888790912594089,125.0171169955007,57,205,0,0,True,False,10.0,0.0025,0.025,0.0004,long_max2,short_main2
