symbol,timeout,trades,win_rate_pct,avg_net_ret_pct,med_net_ret_pct,avg_mae_pct,p95_mae_pct,max_mae_pct,avg_mfe_pct,p95_mfe_pct
ALGO_5m,288,2,50.0,0.19228407047122376,0.19228407047122376,3.3590716097965045,5.189839745249297,5.393258426966274,6.98076690599393,7.381245007431082
GALA_5m,288,2,50.0,0.16120254127258377,0.16120254127258377,5.093768325774583,8.779319612786134,9.188825311342974,1.8307812690977587,1.9750451711940287
XRP_5m,288,6,50.0,0.1418250024993208,0.018454150290466792,4.234748504629519,14.753118839151293,19.097413318657132,8.986627582708017,34.36671880750828
JUP_5m,288,1,100.0,0.0914845663890241,0.0914845663890241,2.2010271460014774,2.2010271460014774,2.2010271460014774,7.379201680672254,7.379201680672254
STG_5m,288,2,50.0,0.09043660459309384,0.09043660459309384,0.40133594245488347,0.5836665585132272,0.6039255158530432,4.123074818492423,4.693217155135602
0G_5m,288,1,100.0,0.08511045319973494,0.08511045319973494,0.9037685443073817,0.9037685443073817,0.9037685443073817,4.7826086956521685,4.7826086956521685
SXP_5m,288,2,50.0,0.06192146465661352,0.06192146465661352,3.961274262397907,4.996554619286867,5.111585770052307,1.4638009024159238,2.559312591659629
FTT_5m,288,1,100.0,0.0005671930389939523,0.0005671930389939523,2.318467235549826,2.318467235549826,2.318467235549826,3.855929369272948,3.855929369272948
SNX_5m,288,3,66.66666666666666,-0.021110877838101894,0.19710426047800053,5.1396025722764875,7.293427542994284,7.590987868284249,6.280801441573029,10.819763031723696
ETH_5m,288,8,50.0,-0.027774840801445655,-0.02728024668715351,2.467605683410423,6.169328977618426,7.0350660626428585,2.1795623200376677,4.676512385804646
BNB_5m,288,5,40.0,-0.05681521792561424,-0.5291215710448749,1.4082343752624427,2.7980970499759117,3.0614870079753054,1.4651646762264647,2.301822249739902
SAPIEN_5m,288,1,0.0,-0.06746788645904715,-0.06746788645904715,5.7201929703652565,5.7201929703652565,5.7201929703652565,6.1942781104457945,6.1942781104457945
DOGE_5m,288,5,60.0,-0.0905585164092226,0.14982944236120685,4.347078776382385,6.776483167757736,6.798551128448049,5.106921726162431,14.036592502405217
USDC_5m,288,2,0.0,-0.09749628490379517,-0.09749628490379517,0.0779062731148139,0.09031922432533923,0.09169844112650871,0.02581105315451193,0.04426969842797002
XNY_5m,288,1,0.0,-0.09960399921582255,-0.09960399921582255,3.6470588235294032,3.6470588235294032,3.6470588235294032,8.23429541595926,8.23429541595926
VIRTUAL_5m,288,1,0.0,-0.13497526113248384,-0.13497526113248384,3.883388338833882,3.883388338833882,3.883388338833882,3.879778298382952,3.879778298382952
XMR_5m,288,2,50.0,-0.15705913226156465,-0.15705913226156465,10.389660528458633,12.642445668530105,12.892755128538047,19.806037389881293,31.261319581594535
STX_5m,288,3,33.33333333333333,-0.18604380784689326,-1.2589924973204747,2.538757794129228,4.652739169577083,4.872449804390699,3.2053269583822854,5.787253412397588
UXLINK_5m,288,1,0.0,-0.2402931073963809,-0.2402931073963809,4.564220183486256,4.564220183486256,4.564220183486256,1.9883040935672502,1.9883040935672502
BTC_5m,288,10,40.0,-0.30750070126802087,-0.18844268309042617,1.4168169574122416,3.65227635936153,3.8755160955446177,1.4235807055933503,2.851199125010701
OGN_5m,288,2,50.0,-0.30961326086922725,-0.30961326086922725,7.701729177052485,12.485137288251568,13.0166270783848,6.399379608616962,6.814080441072785
ZEREBRO_5m,288,1,0.0,-0.32137931034482475,-0.32137931034482475,0.9332872450743102,0.9332872450743102,0.9332872450743102,5.738304093567259,5.738304093567259
1000WHY_5m,288,1,0.0,-0.324798041615657,-0.324798041615657,2.4539877300613355,2.4539877300613355,2.4539877300613355,5.569948186528495,5.569948186528495
KMNO_5m,288,1,0.0,-0.36356964136780906,-0.36356964136780906,2.1913683506189274,2.1913683506189274,2.1913683506189274,0.8774890313871131,0.8774890313871131
SAND_5m,288,3,33.33333333333333,-0.39603049990205363,-1.0973563034862832,4.531081135896842,7.114584395771009,7.522848310332542,2.481175291500796,3.5833197712152387
HOOK_5m,288,1,0.0,-0.4245305770887197,-0.4245305770887197,2.765773552290418,2.765773552290418,2.765773552290418,2.7531083481350027,2.7531083481350027
CHZ_5m,288,5,40.0,-0.43425974652858884,-0.3689270654380827,4.2631726174163855,10.916253614099267,12.979242417268843,4.984885964953327,10.816891445972455
BADGER_5m,288,1,0.0,-0.5387774929159295,-0.5387774929159295,1.667344448962993,1.667344448962993,1.667344448962993,2.415660141607656,2.415660141607656
BLZ_5m,288,6,66.66666666666666,-0.5602079994169449,0.9274432324078785,5.21067462015633,12.51057637400984,14.710210946807756,5.015774885007322,12.379642277374959
STO_5m,288,1,0.0,-0.5892903514663073,-0.5892903514663073,3.6620352140406043,3.6620352140406043,3.6620352140406043,9.05465922336055,9.05465922336055
FUN_5m,288,1,0.0,-0.6023505775991955,-0.6023505775991955,4.81672220539231,4.81672220539231,4.81672220539231,5.8578300374131365,5.8578300374131365
ENJ_5m,288,1,0.0,-0.6783333333333341,-0.6783333333333341,3.2242920138830566,3.2242920138830566,3.2242920138830566,10.446296296296298,10.446296296296298
ALT_5m,288,2,50.0,-0.6832927452203741,-0.6832927452203741,6.460525702806152,8.865270116903238,9.132463940691803,2.8863615895027395,5.217101871826447
AGLD_5m,288,2,0.0,-0.831321785957998,-0.831321785957998,6.121054094579992,10.264469842541793,10.724849370093104,2.155744438340035,3.4887352067768007
TRX_5m,288,2,50.0,-0.8741396831891879,-0.8741396831891879,3.6090233675443617,6.691500226555127,7.033997655334101,3.7273402911088827,4.933705347076744
1000SATS_5m,288,4,50.0,-0.9070364336727839,-0.8254212747785127,8.565109682766996,11.61645240278067,12.036633231574356,10.757357050575905,23.839844804612312
ICX_5m,288,1,0.0,-0.9472394229210512,-0.9472394229210512,2.6571825688823436,2.6571825688823436,2.6571825688823436,1.2835375952302108,1.2835375952302108
BMT_5m,288,2,0.0,-0.9611954989822458,-0.9611954989822458,5.353391510161654,5.555419472301302,5.5778670236501515,3.3278197909603735,4.373917552676554
FET_5m,288,2,0.0,-1.0162846759770172,-1.0162846759770172,5.000269170358152,6.469800216783926,6.633081444164568,0.3374597993175854,0.48978589792965543
BSW_5m,288,1,0.0,-1.0464948453608325,-1.0464948453608325,3.8386467143786573,3.8386467143786573,3.8386467143786573,6.4404432132963985,6.4404432132963985
BEL_5m,288,2,50.0,-1.0781452924395842,-1.0781452924395842,3.036964688329047,5.085375858145879,5.312977099236638,5.171435380614165,9.383873893924813
PIPPIN_5m,288,2,50.0,-1.1234891050495444,-1.1234891050495444,8.843357992685396,10.172053129610676,10.319685922602373,9.33261967530099,17.019710565660926
