avg_trade_net_return_pct,bankrupt,cd_value,cooldown_bars,entries,exits,fee_per_side,final_equity,final_return_pct,flats,gap_min,horizon,leverage,leveraged_final_equity_at_optimal,leveraged_mdd_pct_at_optimal,leveraged_peak_equity_at_optimal,losses,max_concurrent_cap,max_concurrent_positions,max_drawdown_pct,max_gross_exposure_pct,max_leveraged_cd_value,min_equity,mtm_mode,optimal_leverage,peak_equity,period,position_fraction,profit_factor_contribution,return_over_mdd,scenario,selected_after_cap,selected_before_cap,slippage_bps,spec,win_rate_pct,wins,z_threshold
0.32039867726136545,False,3176.56628571324,120,119274,119274,0.0004,4453.8902031283615,4353.8902031283615,0,0.5,120,1.0,7624.556747666844,-49.67023718586549,7631.206530401009,54612,0,1,-28.740398447743466,1.0,3840.768146607571,74.51408693786183,quick_exit_order,1.7282375982426685,4457.737927967196,BASE,0.01,1.300597736351244,151.4902519895372,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_capnone,119274,119274,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,54.21298858091453,64662,3.75
0.2579755092191887,False,1165.9761345542802,120,109124,109124,0.0004,1634.8249070479453,1534.8249070479455,0,0.5,120,1.0,2720.1984179443075,-49.064584629857094,2722.6094949862436,50504,0,1,-28.740398447743466,1.0,1386.772455178193,74.51408693786183,quick_exit_order,1.7071643846228364,1636.2372356225417,EX_2025Q4,0.01,1.183795863621397,53.40304901612981,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_capnone,109124,109124,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,53.718705326051094,58620,3.75
0.2603908258986156,False,1161.3969703452663,120,107710,107710,0.0004,1618.120454073176,1518.120454073176,0,0.5,120,1.0,2691.4736206649063,-49.06065538139159,2711.430055035199,49827,0,1,-28.740398447743466,1.0,1381.1846998269036,74.51408693786183,quick_exit_order,1.7070276694526327,1629.8112044502288,PRE_2025Q4,0.01,1.1900328873440404,52.8218304569946,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_capnone,107710,107710,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,53.73967133970847,57883,3.75
0.9915184594716605,False,254.52789279924016,120,10150,10150,0.0004,272.438362293545,172.43836229354503,0,0.5,120,1.0,1255.4683404469167,-47.94558983480303,1266.8942903182683,4108,0,1,-7.155244934805982,1.0,659.4743502417326,95.18009599705944,quick_exit_order,6.700761507349168,274.1435341398822,ONLY_2025Q4,0.01,1.5064717118279956,24.099575048051207,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_capnone,10150,10150,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,59.52709359605911,6042,3.75
0.07399123797373165,False,95.69872131764909,120,1414,1414,0.0004,101.03233680364936,1.0323368036493585,0,0.5,120,1.0,101.03233680364936,-5.360876148366545,101.11961884566553,677,0,1,-5.360876148366545,1.0,95.69872131764909,95.18014131011462,quick_exit_order,0.0,101.11961884566553,2026_ENTRY_ONLY,0.01,1.046147521649003,0.19256867255997154,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_capnone,1414,1414,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,52.12164073550212,737,3.75
0.31537580979168633,False,2837.8059172985236,120,117528,117528,0.0004,3972.3144420240114,3872.314442024012,0,0.5,120,1.0,6786.83896919563,-49.62985811403508,6804.166698758551,53852,50,1,-28.740398447743466,1.0,3427.268420322257,74.51408693786183,quick_exit_order,1.7268326395778182,3982.348842096017,BASE,0.01,1.289721372567236,134.73419476298332,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_cap50,117528,119274,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,54.179429582737725,63676,3.75
0.25858831457362447,False,1153.5477804770376,120,108268,108268,0.0004,1610.0460901968036,1510.0460901968036,0,0.5,120,1.0,2677.33252301366,-49.053842875806914,2692.2672683800542,50099,50,1,-28.740398447743466,1.0,1371.6067127521235,74.51408693786183,quick_exit_order,1.7067906335744745,1618.7962819734696,EX_2025Q4,0.01,1.1843227513716623,52.540889192695374,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_cap50,108268,109124,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,53.72686296966786,58169,3.75
0.2613893302400009,False,1153.5477804770376,120,107034,107034,0.0004,1607.1845424099058,1507.184542409906,0,0.5,120,1.0,2672.4484600534574,-49.053842875806914,2692.2672683800542,49517,50,1,-28.740398447743466,1.0,1371.6067127521235,74.51408693786183,quick_exit_order,1.7067906335744745,1618.7962819734696,PRE_2025Q4,0.01,1.1913097265816175,52.44132384421559,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_cap50,107034,107710,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,53.73713025767513,57517,3.75
0.9762360740173099,False,230.74953212484454,120,9273,9273,0.0004,246.32403168137705,146.32403168137705,0,0.5,120,1.0,1094.5731154068258,-47.63461993290641,1106.9126013950988,3763,50,1,-7.008121904986209,1.0,579.6389907310962,96.09522908465684,quick_exit_order,6.797059266194393,248.139447069859,ONLY_2025Q4,0.01,1.4956847396630926,20.879207534513487,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_cap50,9273,10150,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,59.41982098565729,5510,3.75
0.015635388451317504,False,95.29401382847968,120,1234,1234,0.0004,100.17804724419524,0.1780472441952341,0,0.5,120,1.0,100.17804724419524,-5.24765089758934,100.57166363810524,582,50,1,-5.24765089758934,1.0,95.29401382847968,95.29401382847968,quick_exit_order,0.0,100.57166363810524,2026_ENTRY_ONLY,0.01,1.009108599382871,0.033928942239093166,btc_rb_z3.75_gap0.5_cd120_h120_k1_short_cap50,1234,1414,1.0,btc_rb_z3.75_gap0.5_cd120_h120_k1_short,52.836304700162074,652,3.75
0.3177938887151279,False,2772.5462146933005,144,115628,115628,0.0004,3848.7271631525973,3748.7271631525973,0,0.5,120,1.0,6736.16264902527,-49.62647261657936,6742.94972996591,52937,0,1,-28.033686898337983,1.0,3396.6616286746653,74.93456154086351,quick_exit_order,1.7702442349643828,3852.5611431236016,BASE,0.01,1.3019251423643268,133.72223128363632,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_capnone,115628,115628,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,54.217836510187844,62691,3.75
0.251450252325384,False,1007.5816238340163,144,105719,105719,0.0004,1398.6806583032403,1298.6806583032403,0,0.5,120,1.0,2366.3394586771005,-48.92184262828033,2368.7709564258544,48935,0,1,-28.033686898337983,1.0,1209.924556898787,74.93456154086351,quick_exit_order,1.7451091183864487,1400.073979628042,EX_2025Q4,0.01,1.1776692724495743,46.32571744889661,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_capnone,105719,105719,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,53.7121993208411,56784,3.75
0.2537598650703981,False,1003.5222620070501,144,104347,104347,0.0004,1384.4687611098154,1284.4687611098154,0,0.5,120,1.0,2341.3228818586053,-48.91714443394926,2358.710485847807,48279,0,1,-28.033686898337983,1.0,1204.896670706929,74.93456154086351,quick_exit_order,1.7449415273611186,1394.4333379833438,PRE_2025Q4,0.01,1.1832191518778998,45.81875961473933,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_capnone,104347,104347,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,53.73225871371482,56068,3.75
1.0256133352271202,False,257.2508651285466,144,9909,9909,0.0004,275.16839818329385,175.16839818329385,0,0.5,120,1.0,1286.0871020792533,-47.99624218253027,1297.6557686781232,4002,0,1,-7.088370531298038,1.0,674.8297632477964,95.39281810486446,quick_exit_order,6.771124896844394,276.8769276780402,ONLY_2025Q4,0.01,1.5291830568909595,24.712082616146287,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_capnone,9909,9909,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,59.612473508931274,5907,3.75
0.07579342936329633,False,95.6737991279336,144,1372,1372,0.0004,101.02652350075682,1.0265235007568263,0,0.5,120,1.0,101.02652350075682,-5.392580623125909,101.12716292029015,656,0,1,-5.392580623125909,1.0,95.6737991279336,95.14825559240141,quick_exit_order,0.0,101.12716292029015,2026_ENTRY_ONLY,0.01,1.0475345206838491,0.1903584892833337,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_capnone,1372,1372,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,52.1865889212828,716,3.75
0.31357154162000866,False,2530.910922203053,144,114184,114184,0.0004,3504.6065219843795,3404.6065219843795,0,0.5,120,1.0,6122.52726586918,-49.58976686964554,6144.09580801023,52298,50,1,-28.033686898337983,1.0,3097.253020570293,74.93456154086351,quick_exit_order,1.7689348907077056,3516.7994762046565,BASE,0.01,1.293174865434178,121.44697678656838,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_cap50,114184,115628,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,54.19848665312128,61886,3.75
0.2518337905560206,False,997.0640496001922,144,105037,105037,0.0004,1380.6559292190877,1280.6559292190877,0,0.5,120,1.0,2334.3243726778314,-48.90958489621006,2342.7048527765296,48607,50,1,-28.033686898337983,1.0,1196.8976339401597,74.93456154086351,quick_exit_order,1.7446718682981988,1385.4593998607463,EX_2025Q4,0.01,1.1778965646633082,45.68275068004035,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_cap50,105037,105719,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,53.72392585469882,56430,3.75
0.254297197784125,False,995.5908557927127,144,103810,103810,0.0004,1373.52651842009,1273.52651842009,0,0.5,120,1.0,2321.8068798570785,-48.90784566917112,2339.053780616011,48026,50,1,-28.033686898337983,1.0,1195.0729674734198,74.93456154086351,quick_exit_order,1.7446098276880837,1383.412339584922,PRE_2025Q4,0.01,1.1836178555900803,45.42843483407788,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_cap50,103810,104347,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,53.73663423562277,55784,3.75
1.0171872117461032,False,237.23786250456035,144,9160,9160,0.0004,252.93479641920126,152.93479641920123,0,0.5,120,1.0,1161.5157264988936,-47.77636620044503,1174.2858426150674,3700,50,1,-6.883241252216987,1.0,613.2547382073112,96.01381857263654,quick_exit_order,6.940969297721041,254.7746138234313,ONLY_2025Q4,0.01,1.522017494873275,22.218427455225875,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_cap50,9160,9909,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,59.60698689956332,5460,3.75
0.04341789459064448,False,95.56612686695502,144,1227,1227,0.0004,100.51905883893687,0.5190588389368811,0,0.5,120,1.0,100.51905883893687,-5.256978639970034,100.86877692426252,581,50,1,-5.256978639970034,1.0,95.56612686695502,95.28463276278754,quick_exit_order,0.0,100.86877692426252,2026_ENTRY_ONLY,0.01,1.0270941124879052,0.09873710252317858,btc_rb_z3.75_gap0.5_cd144_h120_k1_short_cap50,1227,1372,1.0,btc_rb_z3.75_gap0.5_cd144_h120_k1_short,52.64873675631622,646,3.75
0.3355666880023011,False,3079.597700097971,120,112377,112377,0.0004,4237.953926398515,4137.953926398515,0,1.0,120,1.0,7602.258056992855,-49.66926386703086,7608.895901565099,51310,0,1,-27.395635271214182,1.0,3829.6133188490335,76.55774485368488,quick_exit_order,1.8130356670071663,4241.615103447062,BASE,0.01,1.311382017558879,151.0442771424413,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,112377,112377,1.0,btc_rb_z3.75_gap1_cd120_h120_k1_short,54.34119081306673,61067,3.75
0.27631160300405516,False,1232.140190055324,120,103183,103183,0.0004,1695.5959397398738,1595.5959397398735,0,1.0,120,1.0,2962.1811764902172,-49.14231080585722,2964.808787463631,47600,0,1,-27.395635271214182,1.0,1507.8332383288864,76.55774485368488,quick_exit_order,1.7938007394007482,1697.0607685336736,EX_2025Q4,0.01,1.2020317050844067,58.24270632688841,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,103183,103183,1.0,btc_rb_z3.75_gap1_cd120_h120_k1_short,53.868369789597125,55583,3.75
0.2776660888617932,False,1212.188206521481,120,101887,101887,0.0004,1658.975939356242,1558.9759393562422,0,1.0,120,1.0,2895.6376618274576,-49.12729427082828,2914.6540482468436,46982,0,1,-27.395635271214182,1.0,1482.7633769880074,76.55774485368488,quick_exit_order,1.793252603360818,1669.580349679554,PRE_2025Q4,0.01,1.2061091206556214,56.905997029181066,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,101887,101887,1.0,btc_rb_z3.75_gap1_cd120_h120_k1_short,53.88813096862211,54905,3.75
