spec,scenario,period,bucket,start_equity,end_equity,return_pct,peak_equity,min_equity,max_drawdown_pct,marks
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2019-12,99.99733988131779,99.97456118068673,-0.02277930658763916,100.0587048614721,99.91382250498243,-0.14479735340392486,3203
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-01,100.00110607667777,98.9832807155299,-1.0178141033434507,100.04188397702804,98.92946317388301,-1.111955072138049,5917
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-02,98.98151577250177,99.63782590052844,0.6630633233937644,99.91582474545521,97.94834792232476,-1.107296031434124,7585
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-03,99.63978206662397,103.82947769653751,4.204842225680605,105.47445441998822,99.30537187788458,-3.7719044847126293,8429
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-04,103.83483463009347,102.42807875542306,-1.3548014784074192,104.16101182987339,101.92430797386068,-2.1473522738680084,8558
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-05,102.42842565974244,100.96259897993374,-1.4310741089373358,102.76181050060138,100.53172827139822,-2.170146884664037,8493
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-06,100.8823558560885,101.15374931505623,0.26901974747188806,101.69664837834571,100.32423975980156,-1.0452626970980705,8457
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-07,101.15156376248433,98.28669643435795,-2.832252138833391,101.21947139356612,98.17318784041306,-3.009582554831136,8843
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-08,98.30475829192044,93.49419621716606,-4.893519050694561,98.56318628467466,92.58201736673539,-6.068359945937818,8791
btc_rb_z4_gap0.5_cd144_h144_k1_short,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,BASE,2020-09,93.4899609963761,97.86577879449892,4.680521578453156,99.87771790015749,93.05946560992446,-2.9351067221844995,8640
