factor,residual_mode,profile,side,horizon,quarter,reversion_net_n,reversion_net_avg_pct,reversion_net_std_pct,reversion_net_win_rate_pct,reversion_net_profit_factor,reversion_net_min_pct,reversion_net_max_pct,continuation_net_n,continuation_net_avg_pct,continuation_net_std_pct,continuation_net_win_rate_pct,continuation_net_profit_factor,continuation_net_min_pct,continuation_net_max_pct,relative_reversion_n,relative_reversion_avg_pct,relative_reversion_std_pct,relative_reversion_win_rate_pct,relative_reversion_profit_factor,relative_reversion_min_pct,relative_reversion_max_pct,dominant_hypothesis,dominant_net_edge_pct,reversion_minus_continuation_pct,relative_hypothesis,relative_edge_abs_pct
btc,rolling_beta,z3_abs025,negative_residual,72,2025Q2,55106,-0.08923126756547797,4.215313769765999,47.564693499800384,0.9309293546253905,-83.38630009954495,104.7584780731624,55106,0.09534900562072406,6.084084617563052,48.83497259826516,1.078126716429641,-51.25955184018105,500.71025994246145,55106,-0.06051522950246746,3.860347632567651,46.337966827568685,0.9439998115994392,-83.3791626213141,106.8159306781848,continuation,0.09534900562072406,-0.18458027318620202,continuation,0.06051522950246746
btc,rolling_beta,z3_abs025,negative_residual,72,2025Q3,63461,0.2542146837153065,4.805215262413597,50.85800728006177,1.2204753401306159,-79.44381996012184,203.54197508437107,63461,-0.24693937214975178,4.691350713457815,45.330202801720745,0.8225684827694719,-67.12145006292985,385.49973615951825,63461,0.2173235392941126,4.579507048945155,50.876916531412995,1.214581455343597,-79.39631721679066,207.27390546715822,mean_reversion,0.2542146837153065,0.5011540558650582,mean_reversion,0.2173235392941126
btc,rolling_beta,z3_abs025,negative_residual,72,2025Q4,68650,-0.49746816617729683,7.661188489996824,46.1034231609614,0.7409782686597571,-87.89688990366096,634.0210748197492,68650,0.902630824403336,10.194999830659656,50.56809905316825,1.6647751589363817,-86.40363290896089,724.5830952845059,68650,-0.2733651780843929,7.210897664402002,46.58412235979607,0.8242704387329611,-87.30452597148626,635.1697657207806,continuation,0.902630824403336,-1.400098990580633,continuation,0.2733651780843929
btc,rolling_beta,z3_abs025,negative_residual,72,2026Q1,8874,0.17399412929086364,3.3429797203677825,51.464953797610995,1.184083567586995,-68.48558423364899,41.463289696620144,8874,-0.25048801901205164,4.023836139098795,44.26414243858463,0.7856075599656955,-29.451520552000552,216.6811042857535,8874,0.14096012418616408,3.1823437967552524,51.825557809330626,1.1658392965736613,-68.51914468060279,41.735269571786894,mean_reversion,0.17399412929086364,0.4244821483029153,mean_reversion,0.14096012418616408
btc,rolling_beta,z3_abs025,negative_residual,288,2019Q4,70,0.5293348275197662,3.0836831087180827,44.285714285714285,1.5989107906487412,-5.989916674075757,9.532096566086668,70,-0.6338587397091727,2.983704000951843,51.42857142857143,0.5583345045376888,-8.884972545130553,6.159037762030217,70,0.502171089220421,2.4064831154508073,57.142857142857146,1.9149015457251501,-6.63724222654157,7.964450102515321,mean_reversion,0.5293348275197662,1.163193567228939,mean_reversion,0.502171089220421
btc,rolling_beta,z3_abs025,negative_residual,288,2020Q1,2264,-0.8993478602367168,10.157270803610487,50.706713780918726,0.760599354138591,-57.99059850385937,64.36351027710383,2264,1.9320376254334015,12.587632528091852,47.52650176678445,1.7331466852703534,-39.28080527738258,137.56634539830927,2264,0.45673544321276915,4.912031001327296,51.899293286219084,1.3246419428641167,-23.357620662549788,47.89058610498171,continuation,1.9320376254334015,-2.8313854856701184,mean_reversion,0.45673544321276915
btc,rolling_beta,z3_abs025,negative_residual,288,2020Q2,3729,0.7026426955462988,4.326348474214593,55.5644945025476,1.559758285672204,-15.40956000807524,25.60706731091431,3729,-0.7149689725736595,4.231260162673811,41.700187717886834,0.633618828508276,-20.545712916734836,17.980471395598798,3729,0.2948845492032726,3.302251236294929,51.38106731027085,1.3004200154753276,-14.202335387087434,22.27487815830664,mean_reversion,0.7026426955462988,1.4176116681199584,mean_reversion,0.2948845492032726
btc,rolling_beta,z3_abs025,negative_residual,288,2020Q3,6064,0.6868492812460764,6.88839766269071,53.51253298153034,1.3365849988293133,-39.593724068972904,64.27115283324021,6064,-0.42861076231896866,6.703609838897615,45.019788918205805,0.8332345040723816,-39.24666739302908,65.21495212192438,6064,0.42231225748477774,6.043509499438041,49.50527704485488,1.2368616832119004,-34.895213681537776,58.95155285229856,mean_reversion,0.6868492812460764,1.115460043565045,mean_reversion,0.42231225748477774
btc,rolling_beta,z3_abs025,negative_residual,288,2020Q4,10925,-0.043853437268100315,6.799775366288385,47.10297482837529,0.9823086803037454,-36.927234749666205,51.17304074665856,10925,0.30322625090861327,6.829662316483096,51.276887871853546,1.1314212807277175,-33.98280581963493,58.23025906979051,10925,-1.2250677531583531,6.19177783864004,34.95652173913044,0.575138027523841,-36.66388789504122,41.89716275472899,continuation,0.30322625090861327,-0.3470796881767136,continuation,1.2250677531583531
btc,rolling_beta,z3_abs025,negative_residual,288,2021Q1,10526,2.985793831575216,12.040095521590576,58.12274368231047,2.271926286990705,-43.62680654061559,433.2444044940315,10526,-2.051068437608974,9.628870766052788,40.7942238267148,0.5529804627792255,-81.28434184831637,77.03485244274432,10526,1.799306178057263,10.781690129404598,51.23503705111153,1.7654143058844687,-44.46609631502515,413.73801546270226,mean_reversion,2.985793831575216,5.03686226918419,mean_reversion,1.799306178057263
