factor,residual_mode,profile,side,horizon,period,reversion_net_n,reversion_net_avg_pct,reversion_net_std_pct,reversion_net_win_rate_pct,reversion_net_profit_factor,reversion_net_min_pct,reversion_net_max_pct,continuation_net_n,continuation_net_avg_pct,continuation_net_std_pct,continuation_net_win_rate_pct,continuation_net_profit_factor,continuation_net_min_pct,continuation_net_max_pct,relative_reversion_n,relative_reversion_avg_pct,relative_reversion_std_pct,relative_reversion_win_rate_pct,relative_reversion_profit_factor,relative_reversion_min_pct,relative_reversion_max_pct,dominant_hypothesis,dominant_net_edge_pct,reversion_minus_continuation_pct,relative_hypothesis,relative_edge_abs_pct
btc,rolling_beta,z2,negative_residual,36,2025Q4,210902,-0.17182867006176145,4.0815661435729,46.07021270542717,0.835548731229191,-77.02571057703456,380.1445091876137,210902,0.13640135482199447,4.507574383561583,48.04032204531014,1.150056534076428,-79.21454938078077,334.39950642530965,210902,-0.04130481997563176,3.7903511924839974,47.35042816094679,0.949298675391437,-77.09674381677658,382.3155017539607,continuation,0.13640135482199447,-0.30823002488375595,continuation,0.04130481997563176
btc,rolling_beta,z2,negative_residual,36,2026,26006,0.03817980252012742,2.650812503620816,50.54602783972929,1.0553691939313203,-73.26826739048299,171.81579408055487,26006,-0.1675947340050751,3.125745171219458,42.640159963085445,0.7909668210471833,-63.28388488400076,273.3398104638875,26006,0.11017283970760004,2.529615218698412,52.39175574867338,1.192143495765929,-73.3383408611022,172.2747450982818,mean_reversion,0.03817980252012742,0.20577453652520253,mean_reversion,0.11017283970760004
btc,rolling_beta,z2,negative_residual,36,ALL,1956280,-0.06411799998298844,2.8477705402271805,47.8621669699634,0.9254456586045754,-92.94174781637093,380.1445091876137,1956280,-0.05456044029541034,3.1600215614310456,46.17825669127119,0.9365559555419356,-79.21454938078077,1313.9506107412951,1956280,0.023020728457180745,2.4617729399042543,49.34303882879751,1.0355653739288,-92.93523530648478,382.3155017539607,continuation,-0.05456044029541034,-0.009557559687578099,mean_reversion,0.023020728457180745
btc,rolling_beta,z2,negative_residual,36,EX_2025Q4,1745378,-0.051102827486856746,2.6599181390025115,48.07869699285771,0.9389949174102584,-92.94174781637093,195.94106399492765,1745378,-0.07763522668199872,2.95504236311586,45.953254825029305,0.9090979596508575,-66.27700174119991,1313.9506107412951,1745378,0.030793478437744853,2.2485686480888685,49.58381508189057,1.0491082762842627,-92.93523530648478,195.17122315272707,mean_reversion,-0.051102827486856746,0.026532399195141977,mean_reversion,0.030793478437744853
btc,rolling_beta,z2,negative_residual,36,PRE_2025Q4,1719372,-0.052453253151553816,2.660032619228616,48.041377898441986,0.9375498529642551,-92.94174781637093,195.94106399492765,1719372,-0.0762745630516476,2.9523636204354453,46.003366345386574,0.9107737745009776,-66.27700174119991,1313.9506107412951,1719372,0.029592842583965773,2.244025976726132,49.5413441651952,1.0471325367872397,-92.93523530648478,195.17122315272707,mean_reversion,-0.052453253151553816,0.02382130990009379,mean_reversion,0.029592842583965773
btc,rolling_beta,z2,negative_residual,72,2025Q4,210694,-0.254712422365826,5.663818873007871,46.03833046978082,0.824787732485094,-87.89688990366096,634.0210748197492,210694,0.37447118144137004,7.14424180332887,49.85096870342772,1.3156583257724286,-86.40363290896089,724.5830952845059,210694,-0.08436391215073724,5.23221352828002,46.20824513275176,0.9248834110907191,-87.30452597148626,635.1697657207806,continuation,0.37447118144137004,-0.6291836038071961,continuation,0.08436391215073724
btc,rolling_beta,z2,negative_residual,72,2026,26006,0.22056161177050934,3.0102717654985693,52.28793355379528,1.2675224841667567,-73.83041782720775,39.05711549792048,26006,-0.32090418665962955,3.658307400308782,42.73244635853265,0.7092074022344378,-28.230785241927148,281.35954635853284,26006,0.1994633301359314,2.8511958116103413,52.17257555948627,1.2721988652424554,-74.05821112033162,39.43405550972106,mean_reversion,0.22056161177050934,0.5414657984301389,mean_reversion,0.1994633301359314
btc,rolling_beta,z2,negative_residual,72,ALL,1956072,-0.05802929043829492,3.894643706108545,48.17813454719458,0.9501319046483746,-93.75368054899282,725.2166489017629,1956072,0.006144406942137031,4.333146622361774,47.46338580583946,1.005398544240754,-87.90618197161888,1497.7440897934182,1956072,0.013485707391719113,3.3807961129984214,48.148687778363986,1.015079045254583,-93.74692443466557,682.7743650649044,continuation,0.006144406942137031,-0.06417369738043195,mean_reversion,0.013485707391719113
btc,rolling_beta,z2,negative_residual,72,EX_2025Q4,1745378,-0.03428660787993843,3.6223813901485653,48.43644184812688,0.9696212653362594,-93.75368054899282,725.2166489017629,1745378,-0.03831830625027252,3.855261408817109,47.175167786003946,0.9661602655754101,-87.90618197161888,1497.7440897934182,1745378,0.025297663162834785,3.0827789378445747,48.38292908470257,1.0291878824871354,-93.74692443466557,682.7743650649044,mean_reversion,-0.03428660787993843,0.00403169837033409,mean_reversion,0.025297663162834785
btc,rolling_beta,z2,negative_residual,72,PRE_2025Q4,1719372,-0.038141261090662834,3.6307102685684254,48.37818691941011,0.9663431515403202,-93.75368054899282,725.2166489017629,1719372,-0.03404411287854973,3.858004309847431,47.242365235679074,0.9699464592809355,-87.90618197161888,1497.7440897934182,1719372,0.02266335695376404,3.0860728337455474,48.3256095830338,1.026087504382943,-93.74692443466557,682.7743650649044,continuation,-0.03404411287854973,-0.004097148212113107,mean_reversion,0.02266335695376404
btc,rolling_beta,z2,negative_residual,288,2025Q4,209605,-0.6331866583491567,9.368034901891834,42.59392667159658,0.7729452218273108,-82.9653076857241,558.6068493182916,209605,1.1806223942567835,9.329659868769472,55.34314544023282,1.612805764894123,-84.84677164208286,485.8644113838586,209605,-0.16626524012835167,8.81744504945967,42.24469836120321,0.9220194161145634,-84.4503125602467,562.6857021381225,continuation,1.1806223942567835,-1.81380905260594,continuation,0.16626524012835167
btc,rolling_beta,z2,negative_residual,288,2026,26006,0.9736392771999488,5.480024458849483,57.59055602553257,1.7648109159588297,-69.12610627777421,72.88914641776734,26006,-0.870652271655683,5.683076184574374,39.675459509343995,0.5998578221601218,-42.275034653171396,223.25109607486561,26006,0.7480215269188343,5.138048532288634,55.041144351303544,1.6321692567782,-69.62645800548258,70.19410867005263,mean_reversion,0.9736392771999488,1.8442915488556317,mean_reversion,0.7480215269188343
btc,rolling_beta,z2,negative_residual,288,ALL,1954983,-0.03142592241219671,7.378919387526635,47.815402998389246,0.9860922942540793,-91.96308328826662,889.1235442829288,1954983,0.31726633409347094,7.3402227754593445,50.01327377271311,1.152071101879837,-89.91023917740884,1141.7722297953158,1954983,-0.06179522998129293,6.4956734444633435,44.94182302352501,0.9660914841250668,-91.9554288357207,896.462701046958,continuation,0.31726633409347094,-0.34869225650566765,continuation,0.06179522998129293
btc,rolling_beta,z2,negative_residual,288,EX_2025Q4,1745378,0.040840405601601154,7.099246428065784,48.442457736948676,1.0185970772515744,-91.96308328826662,889.1235442829288,1745378,0.21358464050587467,7.056623203714144,49.37320167894863,1.1014420961100493,-89.91023917740884,1141.7722297953158,1745378,-0.04924927347394934,6.15813493593172,45.265724673967476,0.9724126916982132,-91.9554288357207,896.462701046958,continuation,0.21358464050587467,-0.1727442349042735,continuation,0.04924927347394934
btc,rolling_beta,z2,negative_residual,288,PRE_2025Q4,1719372,0.026731552220955992,7.119973421669433,48.30409009801253,1.0120955785222425,-91.96308328826662,889.1235442829288,1719372,0.22998403815668764,7.074076074221886,49.51988284094425,1.1092862451249115,-89.91023917740884,1141.7722297953158,1719372,-0.06130822548376153,6.17147925495448,45.11786861714626,0.9658320484005787,-91.9554288357207,896.462701046958,continuation,0.22998403815668764,-0.20325248593573164,continuation,0.06130822548376153
btc,rolling_beta,z2,positive_residual,6,2025Q4,220079,0.05700729863146009,4.178165978266239,47.751943620245456,1.1237178596332353,-57.086535775808045,774.6038858315494,220079,-0.16940620161068368,2.4535817994881888,39.83069715874754,0.6947384990326768,-88.58909713587693,132.56150875328964,220079,0.14609168451153998,3.617215060949307,55.310138632036676,1.4245226034863259,-57.019767008800045,715.0426899393412,mean_reversion,0.05700729863146009,0.22641350024214377,mean_reversion,0.14609168451153998
btc,rolling_beta,z2,positive_residual,6,2026,26023,-0.10807052438611583,1.3432545589398595,43.59989240287438,0.7319516462250878,-37.12133403155477,90.40778756682819,26023,-0.07470204790618196,1.3101922687582206,41.99362102755255,0.807945457864154,-47.58607243253813,58.71869786195416,26023,0.005229253333177007,1.2984856775490161,53.44502939707182,1.0169486667646472,-37.167018096933795,90.54489998544017,continuation,-0.07470204790618196,-0.03336847647993388,mean_reversion,0.005229253333177007
btc,rolling_beta,z2,positive_residual,6,ALL,2019662,-0.07472349332273275,1.859192085603992,45.65050983778474,0.8280637859310737,-57.086535775808045,774.6038858315494,2019662,-0.10006116529293549,1.4986312165131441,41.75812586462487,0.7771482269399095,-88.58909713587693,132.56150875328964,2019662,0.034748712751235145,1.6050994946930794,54.461984233005325,1.1133450848388244,-57.019767008800045,715.0426899393412,mean_reversion,-0.07472349332273275,0.025337671970202744,mean_reversion,0.034748712751235145
btc,rolling_beta,z2,positive_residual,6,EX_2025Q4,1799583,-0.09083343710553515,1.3198610263220312,45.39351616457813,0.7894439276060712,-52.621111967254876,128.91382880904234,1799583,-0.09158065272542741,1.3355432360593986,41.99383968397123,0.7899747862250396,-56.40272133085664,110.64276516812458,1799583,0.02113208607603528,1.135598976581405,54.35825966348871,1.0699780900899687,-52.68526395407478,129.14285714285714,mean_reversion,-0.09083343710553515,0.000747215619892258,mean_reversion,0.02113208607603528
btc,rolling_beta,z2,positive_residual,6,PRE_2025Q4,1773560,-0.09058052165733894,1.3195130153774566,45.4198335551095,0.7902315543892685,-52.621111967254876,128.91382880904234,1773560,-0.09182830825059235,1.335910035853411,41.99384289226189,0.7897399506497771,-56.40272133085664,110.64276516812458,1773560,0.021365424342836194,1.1330330175161127,54.37165926159814,1.070773316039841,-52.68526395407478,129.14285714285714,mean_reversion,-0.09058052165733894,0.0012477865932534055,mean_reversion,0.021365424342836194
btc,rolling_beta,z2,positive_residual,12,2025Q4,220034,0.05007904788768605,3.3841396379052036,49.724588018215364,1.08560604433819,-69.9186715109381,740.0106330149821,220034,-0.17183203680428955,2.7185922350364438,40.902315096757775,0.7529417806653517,-88.1191742180835,231.76792672030126,220034,0.12062173306897313,3.093187110885714,55.553687157439306,1.2620787454025593,-69.95914304315527,666.8200008828472,mean_reversion,0.05007904788768605,0.2219110846919756,mean_reversion,0.12062173306897313
btc,rolling_beta,z2,positive_residual,12,2026,26023,-0.08392408022987412,1.7464016742844326,46.812435153518045,0.8304003922516338,-61.23976673422072,114.64326154211916,26023,-0.0859311104087215,1.8680199512113076,42.52007839219152,0.8289367246891829,-53.50415422265641,157.48090620031383,26023,0.03049445248534816,1.6894038716105089,54.47488759943127,1.0780182216446816,-61.21753791737918,114.97161234649842,mean_reversion,-0.08392408022987412,0.002007030178847388,mean_reversion,0.03049445248534816
btc,rolling_beta,z2,positive_residual,12,ALL,2019617,-0.0674417190592959,2.015087903521449,46.91037954225975,0.8796945199381973,-69.9186715109381,740.0106330149821,2019617,-0.09642989245415752,1.9021216051627936,43.573509234671725,0.8332601086062578,-88.1191742180835,231.76792672030126,2019617,0.03797778407013998,1.7567659787776173,54.26147630961712,1.0926617543283865,-69.95914304315527,666.8200008828472,mean_reversion,-0.0674417190592959,0.02898817339486162,mean_reversion,0.03797778407013998
btc,rolling_beta,z2,positive_residual,12,EX_2025Q4,1799583,-0.08181091705372702,1.7762010621985311,46.5662878566868,0.8532810729505877,-67.27120068845815,310.1698297772943,1799583,-0.08721051472613005,1.7765143775736403,43.900114637668835,0.8453705704537487,-75.66856638083999,204.93083143104894,1799583,0.027872954965836798,1.514196282406897,54.10347841694437,1.069045095299175,-66.0397733860169,310.58020477815705,mean_reversion,-0.08181091705372702,0.005399597672403028,mean_reversion,0.027872954965836798
btc,rolling_beta,z2,positive_residual,12,PRE_2025Q4,1773560,-0.08177991114170094,1.7766345617246821,46.5626761992828,0.8535785136136881,-67.27120068845815,310.1698297772943,1773560,-0.08722928710403215,1.7751366195490084,43.920363562552154,0.8455849935212281,-75.66856638083999,204.93083143104894,1773560,0.027834490391787862,1.5114742928811367,54.09802882338348,1.0689176782870995,-66.0397733860169,310.58020477815705,mean_reversion,-0.08177991114170094,0.005449375962331207,mean_reversion,0.027834490391787862
btc,rolling_beta,z2,positive_residual,36,2025Q4,219897,0.14273829890331347,4.463650560728147,50.42315265783526,1.153960315971141,-91.62794172268165,437.8426978629978,219897,-0.17159086063060863,4.835897671049126,43.95967202826778,0.8415109798318866,-81.44435161904799,1092.062890059706,219897,0.20385509949985672,4.020106652911047,55.67015466331964,1.2781217748608433,-91.63248912762934,353.32339000247674,mean_reversion,0.14273829890331347,0.3143291595339221,mean_reversion,0.20385509949985672
btc,rolling_beta,z2,positive_residual,36,2026,26023,-0.17327851338310554,2.567084636006616,44.92564270068785,0.7846675029530465,-32.22384590248606,139.2744554895755,26023,0.03556971502492007,2.493882839535537,48.16124197825001,1.0507745221531004,-58.29049128797119,47.24972401723322,26023,-0.03281644630305126,2.4596285726127833,50.9203396994966,0.9503863931204526,-32.16431533620045,139.62967379607315,continuation,0.03556971502492007,-0.2088482284080256,continuation,0.03281644630305126
btc,rolling_beta,z2,positive_residual,36,ALL,2019480,-0.022192827118264,3.118233500909147,48.57735654722998,0.9742488191121844,-91.62794172268165,1259.7136325577208,2019480,-0.09156894706006014,3.117934456979467,45.560045160140234,0.8982929204625137,-92.66020451156672,1092.062890059706,2019480,0.08816850879784761,2.715859589467937,54.58702240180641,1.1375273923214488,-91.63248912762934,1260.4988533105577,mean_reversion,-0.022192827118264,0.06937611994179613,mean_reversion,0.08816850879784761
btc,rolling_beta,z2,positive_residual,36,EX_2025Q4,1799583,-0.04234630701820015,2.9108728998084787,48.35181261436677,0.9504048370241631,-83.59386807544105,1259.7136325577208,1799583,-0.08179080471907188,2.837417850752618,45.7556000473443,0.9068482936698011,-92.66020451156672,508.31035808440265,1799583,0.07403238157526343,2.5100887246735675,54.454670887644525,1.1175356804334011,-83.01019308230578,1260.4988533105577,mean_reversion,-0.04234630701820015,0.03944449770087173,mean_reversion,0.07403238157526343
btc,rolling_beta,z2,positive_residual,36,PRE_2025Q4,1773560,-0.040425171671082546,2.915571706129119,48.40208394415751,0.9526947774247084,-83.59386807544105,1259.7136325577208,1773560,-0.08351280612037654,2.842113292775958,45.720302668080016,0.9051683835787873,-92.66020451156672,508.31035808440265,1773560,0.07560014756450403,2.5107877167390313,54.50652924062338,1.1201130355031004,-83.01019308230578,1260.4988533105577,mean_reversion,-0.040425171671082546,0.04308763444929399,mean_reversion,0.07560014756450403
btc,rolling_beta,z2,positive_residual,72,2025Q4,219729,0.3913981391616571,6.051042141340407,52.00906571276436,1.3257829198885358,-90.89327155998576,396.8349640871808,219729,-0.2861100627787869,6.132268314391601,44.00238475576733,0.8121022283766857,-79.91280665171307,995.8952000761318,219729,0.3765431584588863,5.260916028500121,56.77994256561492,1.40105176303698,-91.47920065243227,366.7095884996267,mean_reversion,0.3913981391616571,0.677508201940444,mean_reversion,0.3765431584588863
btc,rolling_beta,z2,positive_residual,72,2026,26023,-0.2615246005259662,3.204428259916644,44.48756868923645,0.7628504948794276,-39.46857099356652,139.2744554895755,26023,0.1618526520356346,3.1978004962464697,50.81274257387695,1.181220516222975,-58.29049128797119,64.87335834658208,26023,-0.08680820372800416,3.0420306860792863,49.986550359297546,0.903361600404338,-39.57401814592079,139.80450323299345,continuation,0.1618526520356346,-0.4233772525616008,continuation,0.08680820372800416
btc,rolling_beta,z2,positive_residual,72,ALL,2019312,0.03317494911063598,4.060137450675775,49.24494085114138,1.028845393780344,-90.89327155998576,832.5110309691635,2019312,-0.08141941407741272,4.058711910618521,46.48657562575768,0.9327304956518637,-89.29769230135958,995.8952000761318,2019312,0.15070956284699694,3.4794685363729547,54.87987987987988,1.1755325217701278,-91.47920065243227,834.4900972993621,mean_reversion,0.03317494911063598,0.1145943631880487,mean_reversion,0.15070956284699694
btc,rolling_beta,z2,positive_residual,72,EX_2025Q4,1799583,-0.010564085613920074,3.742888511173319,48.907441335020394,0.9907642865179936,-79.35250637404903,832.5110309691635,1799583,-0.05642669545954178,3.7265584622971843,46.78989521461361,0.9518629581555766,-89.29769230135958,383.35261250619413,1799583,0.123135291401776,3.19351718676203,54.64788231495852,1.1450733246333933,-79.2891069084402,834.4900972993621,mean_reversion,-0.010564085613920074,0.0458626098456217,mean_reversion,0.123135291401776
btc,rolling_beta,z2,positive_residual,72,PRE_2025Q4,1773560,-0.006881805071081842,3.750088712306954,48.97229301517851,0.993986707949557,-79.35250637404903,832.5110309691635,1773560,-0.05962945344904704,3.733664433220839,46.73086898667088,0.9493078030142706,-89.29769230135958,383.35261250619413,1773560,0.12621573952518997,3.1955837824620086,54.71627686686664,1.1488299426009403,-79.2891069084402,834.4900972993621,mean_reversion,-0.006881805071081842,0.0527476483779652,mean_reversion,0.12621573952518997
btc,rolling_beta,z2,positive_residual,288,2025Q4,218651,1.335030327778681,9.503956744268399,56.62356906668618,1.6943542732315804,-88.00660214994286,482.947521295162,218651,-0.7455564609116945,9.780624800890662,41.38009887903554,0.7446076066834892,-82.8800713250563,732.1261506188465,218651,0.8319622562121743,8.3890704929554,59.015051383254594,1.492140578904833,-88.06681382886494,497.2239437040691,mean_reversion,1.335030327778681,2.0805867886903755,mean_reversion,0.8319622562121743
btc,rolling_beta,z2,positive_residual,288,2026,26023,-0.7881588392075973,5.619919346462008,42.68531683510741,0.6284163575696954,-40.11580609083188,223.7750409486425,26023,0.8896655724514644,5.496713045910671,54.68239634169773,1.679491609129207,-69.17606756664286,66.65532813125972,26023,-0.41408338477330775,5.3753775315074215,47.00841563232525,0.7646937614366821,-40.003629337886125,229.96647699337927,continuation,0.8896655724514644,-1.6778244116590617,continuation,0.41408338477330775
btc,rolling_beta,z2,positive_residual,288,ALL,2018234,0.3523243520795984,7.3614969280174565,50.60364655436386,1.1666282410908826,-93.33188153795577,1035.8792241676304,2018234,-0.044816076983805346,7.68097612737877,47.261070817358146,0.9806718310850805,-91.21383702292668,1396.6770675440025,2018234,0.47465044559558645,6.247460046664449,56.42081146190184,1.2990866935038021,-93.32521008403361,1037.5352718342822,mean_reversion,0.3523243520795984,0.39714042906340374,mean_reversion,0.47465044559558645
btc,rolling_beta,z2,positive_residual,288,EX_2025Q4,1799583,0.23292466654545946,7.047679431008499,49.87222039772547,1.108958868616916,-93.33188153795577,1035.8792241676304,1799583,0.04032452819318114,7.380776913497048,47.9756143506579,1.0179561454803394,-91.21383702292668,1396.6770675440025,1799583,0.4312367299163825,5.933365218505983,56.105608910508714,1.2739011837163559,-93.32521008403361,1037.5352718342822,mean_reversion,0.23292466654545946,0.19260013835227832,mean_reversion,0.4312367299163825
btc,rolling_beta,z2,positive_residual,288,PRE_2025Q4,1773560,0.2479067681209416,7.065383113193373,49.97767202688378,1.1159540330500322,-93.33188153795577,1035.8792241676304,1773560,0.027862360578477813,7.404128465647163,47.8772074246149,1.0123314098218925,-91.21383702292668,1396.6770675440025,1773560,0.4436398994424042,5.940266948135372,56.23908974040912,1.2822666377414131,-93.32521008403361,1037.5352718342822,mean_reversion,0.2479067681209416,0.22004440754246377,mean_reversion,0.4436398994424042
btc,rolling_beta,z3,negative_residual,6,2025Q4,69393,-0.3102884521045095,4.4305735260991455,47.01050538238727,0.6366174526483619,-87.33724627380145,193.97900170034222,69393,0.5079057281893588,10.275151625694587,42.61813151182396,1.8140557329030766,-66.05192912389978,688.1397839365923,69393,-0.1998811861072154,4.0931329949534945,52.69119363624573,0.7170549078373656,-86.64700135588996,194.15030519059582,continuation,0.5079057281893588,-0.8181941802938683,continuation,0.1998811861072154
btc,rolling_beta,z3,negative_residual,6,2026,8991,-0.08889215940902631,1.5689253548806836,46.39083527972417,0.7981053793567611,-67.89698393917807,20.973716091737906,8991,-0.07548743116993799,2.6327556297411703,40.97430764097431,0.8313097444529702,-17.50257569801149,210.8748401365278,8991,0.030253677685463314,1.5316520068227713,54.02068735402069,1.0866194469408186,-67.84608364454513,21.093034264095067,continuation,-0.07548743116993799,-0.013404728239088323,mean_reversion,0.030253677685463314
btc,rolling_beta,z3,negative_residual,6,ALL,635345,-0.07697669762104119,2.155986825722459,48.56337895159323,0.8536793644573486,-87.33724627380145,193.97900170034222,635345,-0.052874748144632944,3.8151181627426713,40.45203786918918,0.9028137709069761,-66.05192912389978,688.1397839365923,635345,0.014879104469113376,1.9119904791737088,54.32576002014653,1.0374798340048652,-86.64700135588996,194.15030519059582,continuation,-0.052874748144632944,-0.024101949476408244,mean_reversion,0.014879104469113376
btc,rolling_beta,z3,negative_residual,6,EX_2025Q4,565952,-0.0483696733877649,1.6744661534098204,48.75378123939839,0.9004511777559732,-67.89698393917807,84.57604442453324,565952,-0.12163365277655346,1.8306210436710582,40.186446907158206,0.7723340077251523,-45.9300364956684,210.8748401365278,565952,0.04121148043732832,1.4294656211413255,54.526178898563835,1.1147798298454703,-67.84608364454513,85.48671818455465,mean_reversion,-0.0483696733877649,0.07326397938878856,mean_reversion,0.04121148043732832
btc,rolling_beta,z3,negative_residual,6,PRE_2025Q4,556961,-0.04771552045458431,1.6761073540658045,48.79192618513684,0.9019460272475079,-60.016348641235325,84.57604442453324,556961,-0.12237858945697654,1.8147570026791118,40.17372850163656,0.7715386756748066,-45.9300364956684,149.6025161949276,556961,0.041388371825669665,1.4277553570971586,54.53433902912412,1.1152218489443901,-60.100866335863046,85.48671818455465,mean_reversion,-0.04771552045458431,0.07466306900239222,mean_reversion,0.041388371825669665
btc,rolling_beta,z3,negative_residual,12,2025Q4,69387,-0.15129654352671407,3.660665649931984,47.298485307045986,0.8267298909955556,-82.091677860474,234.49646690475063,69387,0.09860991357394179,4.550721108347357,44.80522288036664,1.126245593252307,-70.16404962910937,457.2839212994269,69387,-0.05424511578187484,3.502916378440266,50.90723046103737,0.924714656253492,-80.70953029779369,234.46356806859936,continuation,0.09860991357394179,-0.24990645710065584,continuation,0.05424511578187484
btc,rolling_beta,z3,negative_residual,12,2026,8991,-0.08926148217229499,1.9552700105442762,47.2583694805917,0.8416809650592095,-65.67218282613206,29.535826887279406,8991,-0.06332608135340645,2.726034699270928,43.73262151039929,0.8872571507891398,-22.955523382014665,190.7269033524709,8991,0.012868388563726171,1.9032073902372761,51.495940384829275,1.0272956728592655,-65.61175178745631,29.704101973808587,continuation,-0.06332608135340645,-0.025935400818888538,mean_reversion,0.012868388563726171
