factor,side,horizon,profile,residual_mode,cluster_bucket,unique_event_times,mean_events_same_time,max_events_same_time,reversion_net_n,reversion_net_avg_pct,reversion_net_std_pct,reversion_net_win_rate_pct,reversion_net_profit_factor,reversion_net_min_pct,reversion_net_max_pct,continuation_net_n,continuation_net_avg_pct,continuation_net_std_pct,continuation_net_win_rate_pct,continuation_net_profit_factor,continuation_net_min_pct,continuation_net_max_pct,relative_reversion_n,relative_reversion_avg_pct,relative_reversion_std_pct,relative_reversion_win_rate_pct,relative_reversion_profit_factor,relative_reversion_min_pct,relative_reversion_max_pct
market_mom,negative_residual,12,z3_abs025,rolling_beta,1,149121,1.0,1,149121,-0.08635697047876142,1.801294547027275,45.770213450821814,0.8508237012649496,-44.52048873901367,86.55133819580078,149121,-0.08111250521864535,1.8182492956467895,45.36047907404055,0.8593791360478545,-46.50255584716797,79.88658905029297,149121,0.044202678154445715,1.5166881430164827,51.22685604307911,1.1198228632918585,-44.592262268066406,88.24820709228516
market_mom,negative_residual,12,z3_abs025,rolling_beta,2_5,120020,3.041419774068392,5,326559,-0.0760258216474997,2.1854262574313155,46.74346748979511,0.877322825859969,-85.9937515258789,183.3120574951172,326559,-0.07238956329734511,2.7461619706144265,44.87764844943793,0.8839900562966588,-64.77375793457031,612.54052734375,326559,0.04084675753897598,1.8799538790761596,51.639366852544256,1.1019420227371648,-85.70955657958984,183.98715209960938
market_mom,negative_residual,12,z3_abs025,rolling_beta,6_20,13222,9.421882781163134,20,110443,0.023434722611638547,2.5090626113956396,49.861014278858775,1.0358049501651136,-65.67218017578125,234.4964599609375,110443,-0.16284323052212474,2.5452007190701327,42.9234989994839,0.7841572445265137,-70.16404724121094,190.72689819335938,110443,0.03810799768897933,1.922513004006347,52.36004092608857,1.0986034892131888,-65.18342590332031,233.82162475585938
market_mom,negative_residual,12,z3_abs025,rolling_beta,21_50,507,30.753820848468234,50,14591,0.424546972685012,5.710241438095407,56.82955246384758,1.5079620190348852,-34.53105926513672,369.6981201171875,14591,-0.421624655457984,4.065450912038509,37.660201494071686,0.6601044500945705,-78.75226593017578,52.439002990722656,14591,0.1770838977560028,2.762698035668271,55.328627235967375,1.4705272420616375,-34.65449905395508,202.8738555908203
market_mom,negative_residual,12,z3_abs025,rolling_beta,51_plus,78,74.63696128560993,135,5476,0.7555013210401406,10.057625549424362,59.295105916727536,1.438328164153473,-54.73151779174805,178.51722717285156,5476,-0.08595597739803565,9.65035135738227,36.99780861943024,0.9606861211318857,-64.16731262207031,120.46288299560547,5476,0.33145991664577357,4.1906952506055415,57.761139517896275,1.5278465452460341,-51.40610122680664,79.85655975341797
market_mom,negative_residual,72,z3_abs025,rolling_beta,1,149119,1.0,1,149119,-0.06259209426127839,3.932844647502343,47.18848704725756,0.9488645624269778,-78.40618133544922,307.8276672363281,149119,0.010899185762990494,3.9775952326452377,48.846894091296214,1.0092023636382987,-75.5288314819336,362.1702880859375,149119,0.1945016644007504,3.1955391710970265,49.99832348661136,1.2708050729025075,-78.38458251953125,305.9358825683594
market_mom,negative_residual,72,z3_abs025,rolling_beta,2_5,119986,3.041268314499355,5,326449,-0.058901169190188486,4.57000634544979,47.43956942738376,0.9538006305365051,-83.38629913330078,634.0210571289062,326449,0.04563568288751425,4.704399283093896,48.76351283048807,1.0373088504548729,-86.40363311767578,500.71026611328125,326449,0.15257850691478306,3.9044335574050755,49.519833113288755,1.1962375275063344,-83.3666000366211,650.7593994140625
market_mom,negative_residual,72,z3_abs025,rolling_beta,6_20,13222,9.421094570611032,20,110436,0.037444543649811965,4.624153141532418,50.181100365822736,1.0282598221159198,-80.923828125,229.86087036132812,110436,-0.01951579671605418,5.109046255482708,46.40153573110218,0.9857362134470731,-69.74475860595703,423.1667785644531,110436,0.11858053208157332,3.389725057752419,50.13129776522148,1.162046341492741,-69.7427978515625,230.52659606933594
market_mom,negative_residual,72,z3_abs025,rolling_beta,21_50,507,30.753820848468234,50,14591,0.47507833866532995,8.090407352249773,55.7535467068741,1.3070780909990936,-85.59248352050781,360.0439147949219,14591,0.023791078519464808,11.967418258992243,41.34055239531218,1.0125519252655486,-78.3063735961914,592.6953735351562,14591,0.2720314365148456,4.054876473099859,52.936741827153725,1.396070346300939,-62.14656066894531,175.25973510742188
market_mom,negative_residual,72,z3_abs025,rolling_beta,51_plus,78,74.63696128560993,135,5476,0.46580855367002655,12.528512112168006,55.58802045288532,1.1725569133935154,-68.07833862304688,195.31430053710938,5476,0.8400597582268733,14.360378241436852,42.45799853907962,1.3125459731730562,-66.20542907714844,212.6409912109375,5476,0.2778734940171812,5.42792205642669,54.401022644265886,1.268817389012486,-61.143009185791016,85.8214340209961
market_mom,negative_residual,288,z3_abs025,rolling_beta,1,149118,1.0,1,149118,0.03280446983541405,7.653829099730018,47.44229402218377,1.0139461251872075,-90.08998107910156,433.2444152832031,149118,0.3046130923810972,7.87489989152467,50.73163534918655,1.1379813650047788,-81.28433990478516,907.063720703125,149118,0.7242122258730486,6.131571672141954,51.506860338792094,1.6088143320268915,-89.91240692138672,430.8455505371094
