strategy,axis,family,description,entry_mode,precompute_signals,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,short_dev,short_wick_mult,score_min_short,score_dev_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,load_errors,candidate_key,strategy_elapsed_seconds,strategy_elapsed_minutes,strategy_started_at,strategy_finished_at,parent_reference_source,parent_strategy,parent_trades,parent_max_return_pct,parent_max_drawdown_pct,parent_official_cd_value,parent_profit_factor,parent_trade_ratio,delta_trades,delta_max_return_pct,delta_max_drawdown_pct,delta_official_cd_value,delta_profit_factor,delta_same_bar_trades,delta_max_conc,gate_mdd_under_5,gate_mdd_under_10,gate_trades_over_5000,gate_active_leftover_zero,gate_pending_leftover_zero,gate_beats_parent_cd,gate_mdd10_search_pass,gate_candidate_pass,gate_short_main_improve,baseline_reproduction_gate_pass,baseline_reproduction_gate_mode,baseline_reproduction_issues,total_elapsed_seconds,total_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,run_started_at,run_finished_at
SM41_mdd10_aggr_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: MDD10 aggressive broad climax | MDD 10% 미만을 허용하고 목표가/timeout/DD 여유를 키워 최대 CD 후보를 찾음,climax_exhaustion,True,140827,11167,129660,7.9295873660590654,25200.7456885644,25200.7456885644,5.524791831439535,23902.932157469306,1.7005605337643628,239776,140827,0,361,361,10412,0,0,0.025,1.3,2.35,1.3,2.2,6.2,270,3,0.0,12,0.07,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.8,0,mdd10_aggr_v01,314.38759310000023,5.239793218333337,2026-05-26T21:59:02,2026-05-26T22:04:16,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,2.1154088806104667,74255,18336.238613962647,2.2546222617271123,17166.17627390165,-0.49037700896679537,6888,56,False,True,True,True,True,True,True,True,True,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_mdd10_aggr_v02_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: MDD10 aggressive tighter stop | aggr_v01에서 stop을 줄이고 rr을 높여 손익비 기반 CD가 살아나는지 확인,climax_exhaustion,True,125539,10260,115279,8.172759062920685,10558.82228562509,10558.82228562509,5.83791072403701,10036.569756356535,1.6254083632242968,201819,125539,0,357,357,11023,0,0,0.026,1.3,2.35,1.3,2.05,6.4,260,3,0.0,10,0.065,3,0.035,0.005,0.8,0.18,0.92,0,-0.025,0.09,0.0,-0.07,2.95,0,mdd10_aggr_v02,346.9175233999995,5.781958723333324,2026-05-26T22:04:16,2026-05-26T22:10:03,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.885762783152076,58967,3694.3152110233377,2.5677411543245876,3299.813872788878,-0.5655291795068613,7499,52,False,True,True,True,True,True,True,True,True,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_relaxed_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: broad pump rejection relaxed | v4.0보다 ret/volume/wick 조건을 완화해 거래 수와 CD 확장 가능성을 확인,climax_exhaustion,True,112064,9246,102818,8.25064249000571,5457.783502871897,5457.783502871897,5.110150891936049,5273.772379628014,1.6233846381317334,156208,112064,78,348,348,8932,0,0,0.026,1.3,2.35,1.3,2.15,5.6,240,3,0.0,12,0.045,4,0.035,0.006,0.85,0.2,0.9,1,-0.02,0.085,0.0,-0.06,3.05,0,relaxed_v01,285.12519079999765,4.752086513333294,2026-05-26T21:47:54,2026-05-26T21:52:39,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.683350357507661,45492,-1406.7235717298554,1.8399813222236272,-1462.983503939643,-0.5675529045994248,5408,43,False,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_near_high_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: near rolling-high exhaustion | 20캔들 고점 근처 과열 후 rejection을 잡는 축,climax_exhaustion,True,118334,8926,109408,7.543056095458617,4352.119907108946,4352.119907108946,5.685806676371219,4198.9809761904935,1.6093835989857324,183408,118334,0,312,312,8107,0,0,0.026,1.3,2.35,1.3,2.18,5.8,260,3,0.0,12,0.06,3,0.03,0.004,0.7,0.18,0.92,0,-0.02,0.075,0.0,-0.02,2.9,0,near_high_v01,343.9520000000048,5.7325333333334125,2026-05-26T22:25:55,2026-05-26T22:31:39,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.777534098419756,51762,-2512.387167492807,2.4156371066587967,-2537.774907377164,-0.5815539437454258,4583,7,False,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_relaxed_v02_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: broad pump rejection higher rr | relaxed_v01보다 목표가를 키우고 score를 약간 높여 CD 확장 확인,climax_exhaustion,True,96429,8045,88384,8.34292588329237,3357.030651089043,3357.030651089043,5.202232828277276,3277.1878676744814,1.6083066949248057,130245,96429,33,343,343,7859,0,0,0.027,1.3,2.35,1.3,2.12,5.9,245,3,0.0,11,0.045,4,0.04,0.007,0.95,0.22,0.88,1,-0.02,0.08,0.0,-0.05,3.25,0,relaxed_v02,383.0140553000019,6.383567588333365,2026-05-26T21:52:39,2026-05-26T21:59:02,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.4484918584389834,29857,-3507.4764235127095,1.9320632585648534,-3459.568015893176,-0.5826308478063524,4335,38,False,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_trendfade_broad_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: trend fade broad anti-runaway | 너무 강한 runaway trend는 배제하되 기존보다 넓은 과열 fade 구간을 잡음,climax_exhaustion,True,99722,8519,91203,8.54274884178015,3306.5252611861006,3306.5252611861006,5.964483485376548,3203.3436245574753,1.5302057352310368,160432,99722,162,346,346,8841,0,0,0.03,1.3,2.35,1.3,2.15,5.5,245,3,0.0,12,0.055,3,0.025,0.003,0.6,0.14,0.95,0,-0.01,0.045,0.0,-0.09,2.75,0,trendfade_broad_v01,291.8139261000033,4.863565435000055,2026-05-26T22:15:56,2026-05-26T22:20:47,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.4979570990806945,33150,-3557.981813415652,2.694313915664126,-3533.412259010182,-0.6607318075001214,5317,41,False,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_novol_broad_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: price-only broad pump rejection | 거래량 의존성을 제거하고 가격 급등/윗꼬리/피로도만으로 넓게 진입,climax_exhaustion,True,83423,6754,76669,8.096088608657084,2832.0502187480192,2832.0502187480192,4.800356569635156,2791.3013534473466,1.6718029917838229,113750,83423,0,326,326,6203,0,0,0.028,1.3,2.35,1.3,2.12,5.85,250,3,0.0,11,0.05,4,0.045,0.008,0.0,0.24,0.86,1,-0.02,0.085,0.0,-0.05,3.15,0,novol_broad_v01,352.4004089000009,5.873340148333349,2026-05-26T22:10:03,2026-05-26T22:15:56,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.2531244367001142,16851,-4032.4568558537335,1.5301869999227335,-3945.4545301203107,-0.5191345509473353,2679,21,True,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
SM41_range_spike_v01_mdd10_new_axis,short_main,new_axis_mdd10_sweep,short_main v14 new axis MDD10 sweep: range spike rejection | 거래량 대신 캔들 range spike와 윗꼬리 rejection을 신규축으로 사용,climax_exhaustion,True,83735,7311,76424,8.731116020779842,2706.885568044581,2706.885568044581,5.6778404931195015,2647.515082666618,1.612213960825985,108772,83735,6,354,354,7555,0,0,0.027,1.3,2.35,1.3,2.1,6.0,255,3,0.0,10,0.055,3,0.035,0.005,0.0,0.22,0.88,0,-0.02,0.085,1.25,-0.06,3.0,0,range_spike_v01,307.4166525000037,5.123610875000062,2026-05-26T22:20:47,2026-05-26T22:25:55,fixed_official_v14_reference_parent_not_run,OFFICIAL_SHORT_MAIN_V14_FIXED_REFERENCE,66572,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,1.2578110917502854,17163,-4157.621506557172,2.4076709234070792,-4089.240800901039,-0.5787235819051733,4031,49,False,True,True,True,True,False,True,True,False,,skipped_parent_not_run,parent_not_run_default_candidate_only,3201.7281159999984,53.36213526666664,500.4122408999974,8.340204014999957,2026-05-26T21:38:17,2026-05-26T22:31:39
