strategy,family,candidate_key,entry_mode,precompute_signals,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,same_bar_trades,max_conc,active_leftover,pending_leftover,parent_reference_source,parent_official_cd_value,delta_official_cd_value,parent_max_return_pct,delta_max_return_pct,parent_max_drawdown_pct,delta_max_drawdown_pct,parent_profit_factor,delta_profit_factor,gate_mdd_under_10,gate_mdd10_search_pass,gate_short_main_improve,baseline_reproduction_gate_pass,baseline_reproduction_gate_mode,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
SM41_mdd10_aggr_v01_mdd10_new_axis,new_axis_mdd10_sweep,mdd10_aggr_v01,climax_exhaustion,True,140827,11167,129660,7.9295873660590654,25200.7456885644,5.524791831439535,23902.932157469306,1.7005605337643628,239776,140827,0,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.8,2.2,6.2,270,3,0.0,12,0.07,3,10412,361,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,17166.17627390165,6864.507074601753,18336.238613962647,3.2701695697124222,2.2546222617271123,2.190937542731158,-0.49037700896679537,True,True,True,,skipped_parent_not_run,314.38759310000023,5.239793218333337,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_mdd10_aggr_v02_mdd10_new_axis,new_axis_mdd10_sweep,mdd10_aggr_v02,climax_exhaustion,True,125539,10260,115279,8.172759062920685,10558.82228562509,5.83791072403701,10036.569756356535,1.6254083632242968,201819,125539,0,0.026,0.035,0.005,0.8,0.18,0.92,0,-0.025,0.09,0.0,-0.07,2.95,2.05,6.4,260,3,0.0,10,0.065,3,11023,357,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,3299.813872788878,6864.507074601753,3694.3152110233377,3.2701695697124222,2.5677411543245876,2.190937542731158,-0.5655291795068613,True,True,True,,skipped_parent_not_run,346.9175233999995,5.781958723333324,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_relaxed_v01_mdd10_new_axis,new_axis_mdd10_sweep,relaxed_v01,climax_exhaustion,True,112064,9246,102818,8.25064249000571,5457.783502871897,5.110150891936049,5273.772379628014,1.6233846381317334,156208,112064,78,0.026,0.035,0.006,0.85,0.2,0.9,1,-0.02,0.085,0.0,-0.06,3.05,2.15,5.6,240,3,0.0,12,0.045,4,8932,348,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-1462.983503939643,6864.507074601753,-1406.7235717298554,3.2701695697124222,1.8399813222236272,2.190937542731158,-0.5675529045994248,True,True,False,,skipped_parent_not_run,285.12519079999765,4.752086513333294,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_near_high_v01_mdd10_new_axis,new_axis_mdd10_sweep,near_high_v01,climax_exhaustion,True,118334,8926,109408,7.543056095458617,4352.119907108946,5.685806676371219,4198.9809761904935,1.6093835989857324,183408,118334,0,0.026,0.03,0.004,0.7,0.18,0.92,0,-0.02,0.075,0.0,-0.02,2.9,2.18,5.8,260,3,0.0,12,0.06,3,8107,312,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-2537.774907377164,6864.507074601753,-2512.387167492807,3.2701695697124222,2.4156371066587967,2.190937542731158,-0.5815539437454258,True,True,False,,skipped_parent_not_run,343.9520000000048,5.7325333333334125,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_relaxed_v02_mdd10_new_axis,new_axis_mdd10_sweep,relaxed_v02,climax_exhaustion,True,96429,8045,88384,8.34292588329237,3357.030651089043,5.202232828277276,3277.1878676744814,1.6083066949248057,130245,96429,33,0.027,0.04,0.007,0.95,0.22,0.88,1,-0.02,0.08,0.0,-0.05,3.25,2.12,5.9,245,3,0.0,11,0.045,4,7859,343,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-3459.568015893176,6864.507074601753,-3507.4764235127095,3.2701695697124222,1.9320632585648534,2.190937542731158,-0.5826308478063524,True,True,False,,skipped_parent_not_run,383.0140553000019,6.383567588333365,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_trendfade_broad_v01_mdd10_new_axis,new_axis_mdd10_sweep,trendfade_broad_v01,climax_exhaustion,True,99722,8519,91203,8.54274884178015,3306.5252611861006,5.964483485376548,3203.3436245574753,1.5302057352310368,160432,99722,162,0.03,0.025,0.003,0.6,0.14,0.95,0,-0.01,0.045,0.0,-0.09,2.75,2.15,5.5,245,3,0.0,12,0.055,3,8841,346,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-3533.412259010182,6864.507074601753,-3557.981813415652,3.2701695697124222,2.694313915664126,2.190937542731158,-0.6607318075001214,True,True,False,,skipped_parent_not_run,291.8139261000033,4.863565435000055,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_novol_broad_v01_mdd10_new_axis,new_axis_mdd10_sweep,novol_broad_v01,climax_exhaustion,True,83423,6754,76669,8.096088608657084,2832.0502187480192,4.800356569635156,2791.3013534473466,1.6718029917838229,113750,83423,0,0.028,0.045,0.008,0.0,0.24,0.86,1,-0.02,0.085,0.0,-0.05,3.15,2.12,5.85,250,3,0.0,11,0.05,4,6203,326,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-3945.4545301203107,6864.507074601753,-4032.4568558537335,3.2701695697124222,1.5301869999227335,2.190937542731158,-0.5191345509473353,True,True,False,,skipped_parent_not_run,352.4004089000009,5.873340148333349,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
SM41_range_spike_v01_mdd10_new_axis,new_axis_mdd10_sweep,range_spike_v01,climax_exhaustion,True,83735,7311,76424,8.731116020779842,2706.885568044581,5.6778404931195015,2647.515082666618,1.612213960825985,108772,83735,6,0.027,0.035,0.005,0.0,0.22,0.88,0,-0.02,0.085,1.25,-0.06,3.0,2.1,6.0,255,3,0.0,10,0.055,3,7555,354,0,0,fixed_official_v14_reference_parent_not_run,6736.755883567657,-4089.240800901039,6864.507074601753,-4157.621506557172,3.2701695697124222,2.4076709234070792,2.190937542731158,-0.5787235819051733,True,True,False,,skipped_parent_not_run,307.4166525000037,5.123610875000062,500.4122408999974,8.340204014999957,3201.7281159999984,53.36213526666664
