experiment_name,side,symbol,entry_time,exit_time,entry_price,exit_price,stop_price,target_price_initial,duration_bars,score,score_detail,atr,risk_multiple,pnl_pct_raw,risk_alloc_frac,exit_reason
1V2_L02_mirror_capped,long_only,BNB,2024-01-01 05:40:00,2024-01-01 06:20:00,311.5899963378906,311.82636372852323,309.62026808261874,316.5143169760704,8,2.0,rsi+wick+vol,1.038064956665039,0.1199999999999893,0.0007585846574364,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,ADA,2024-01-01 07:55:00,2024-01-01 08:35:00,0.5885999798774719,0.5892358939873753,0.583300695628277,0.6018481905004591,8,2.0,rsi+wick+vol,0.0027927716728299,0.1199999999999984,0.0010803841855987,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,AVAX,2024-01-01 07:55:00,2024-01-01 08:35:00,38.35699844360352,38.4112888038069,37.90457877524197,39.48804761450738,8,2.0,rsi+wick+vol,0.2384293377399444,0.1200000000000077,0.0014153964701699,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,LINK,2024-01-01 07:55:00,2024-01-01 08:35:00,14.928000450134276,14.942076202593745,14.810702512972057,15.221245293039829,8,2.0,rsi+wick+vol,0.0618170946836471,0.1200000000000066,0.0009429094342866,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,SOL,2024-01-01 07:55:00,2024-01-01 08:35:00,100.91100311279295,101.0460404491961,99.7856919761002,103.72428095452489,8,2.0,rsi+wick+vol,0.5930493474006653,0.1199999999999985,0.0013381824799837,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,TRX,2024-01-01 07:55:00,2024-01-01 09:05:00,0.1079500019550323,0.1080036548122501,0.1075028948115505,0.1090677698137369,14,2.0,rsi+wick+vol,0.0002356295881327,0.1200000000000099,0.0004970158058929,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,XRP,2024-01-01 07:55:00,2024-01-01 08:35:00,0.6111999750137329,0.6116150735249742,0.6077408207533881,0.619847860664595,8,2.0,rsi+wick+vol,0.0018230061978101,0.1199999999999864,0.0006791533511302,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,BTC,2024-01-01 08:25:00,2024-01-01 09:05:00,42157.5,42177.29269811554,41992.56084903717,42569.84787740708,8,2.0,rsi+wick+vol,86.92445373535156,0.1200000000000007,0.0004694941141087,0.0025,time_reduce
1V2_L02_mirror_capped,long_only,BNB,2024-01-01 12:30:00,2024-01-01 12:40:00,309.760009765625,308.5759887419641,308.5759887419641,312.72006232477725,2,2.0,rsi+wick+vol,0.623989999294281,-0.9999999999999808,-0.0038223817998867,0.0025,stop
1V2_L02_mirror_capped,long_only,TRX,2024-01-01 12:45:00,2024-01-01 13:10:00,0.1072700023651123,0.1070063612050944,0.1070063612050944,0.1079291052651569,5,2.0,rsi+wick+vol,0.0001389413228025,-1.0,-0.0024577342612571,0.0025,stop
1V2_L02_mirror_capped,long_only,ETH,2024-01-01 12:50:00,2024-01-01 13:20:00,2278.8798828125,2271.233127516508,2271.233127516508,2297.99677105248,6,2.0,rsi+wick+vol,4.029910564422607,-1.0000000000000238,-0.0033554885247197,0.0025,stop
