timestamp,equity,event,active_positions,peak,drawdown_pct
2025-03-26 15:00:00+00:00,94327.773809243,exit,9,101735.50486153783,-7.281362649526113
2025-03-26 15:05:00+00:00,94356.05335825282,exit,8,101735.50486153783,-7.253565521032668
2025-03-26 15:45:00+00:00,94369.69572811373,exit,9,101735.50486153783,-7.240155876209564
2025-03-26 15:50:00+00:00,94381.71104761063,exit,8,101735.50486153783,-7.228345525916168
2025-03-26 15:55:00+00:00,94391.96482038603,exit,7,101735.50486153783,-7.2182666721380855
2025-03-26 16:10:00+00:00,94418.5264966268,exit,6,101735.50486153783,-7.192158111240953
2025-03-26 16:15:00+00:00,94441.1304495003,exit,5,101735.50486153783,-7.169939758951593
2025-03-26 16:15:00+00:00,94469.05540323678,exit,4,101735.50486153783,-7.14249117669461
2025-03-26 17:00:00+00:00,94486.73181162003,exit,2,101735.50486153783,-7.1251163099680825
2025-03-26 17:00:00+00:00,94500.4141396886,exit,3,101735.50486153783,-7.111667388583964
2025-03-26 17:10:00+00:00,94546.88039612943,exit,1,101735.50486153783,-7.065993799502079
2025-03-26 18:15:00+00:00,94526.65293006507,exit,1,101735.50486153783,-7.085876205444719
2025-03-26 18:45:00+00:00,94552.32778057603,exit,0,101735.50486153783,-7.060639341927011
2025-03-27 14:50:00+00:00,94559.48342566779,exit,6,101735.50486153783,-7.053605764906379
2025-03-27 14:55:00+00:00,94572.1259357277,exit,5,101735.50486153783,-7.041178923286906
2025-03-27 15:05:00+00:00,94562.23564605993,exit,4,101735.50486153783,-7.050900494611723
2025-03-27 15:30:00+00:00,94559.09363427646,exit,5,101735.50486153783,-7.053988906850639
2025-03-27 15:45:00+00:00,94546.4763538369,exit,5,101735.50486153783,-7.066390949241574
2025-03-27 15:50:00+00:00,94558.45890431348,exit,4,101735.50486153783,-7.054612808962146
2025-03-27 16:15:00+00:00,94578.58773790959,exit,4,101735.50486153783,-7.034827352917561
2025-03-27 17:35:00+00:00,94568.73994340797,exit,3,101735.50486153783,-7.044507154000801
2025-03-27 17:35:00+00:00,94560.29849502289,exit,2,101735.50486153783,-7.05280459981047
2025-03-27 17:50:00+00:00,94582.58825154719,exit,3,101735.50486153783,-7.030895083998234
2025-03-27 17:55:00+00:00,94597.13433664448,exit,3,101735.50486153783,-7.016597140407066
2025-03-27 19:05:00+00:00,94585.38661648653,exit,3,101735.50486153783,-7.028144456335694
2025-03-27 20:25:00+00:00,94602.88696352058,exit,3,101735.50486153783,-7.01094264752975
2025-03-27 20:50:00+00:00,94619.94924904205,exit,2,101735.50486153783,-6.994171427349838
2025-03-27 20:55:00+00:00,94633.022832561,exit,1,101735.50486153783,-6.981320865948748
2025-03-27 21:50:00+00:00,94609.86218039798,exit,0,101735.50486153783,-7.004086420800548
2025-03-28 15:10:00+00:00,94599.31022989142,exit,9,101735.50486153783,-7.014458365699161
2025-03-28 15:15:00+00:00,94581.96109546241,exit,8,101735.50486153783,-7.031511541434243
2025-03-28 15:50:00+00:00,94602.97147020203,exit,9,101735.50486153783,-7.010859582446849
2025-03-28 15:55:00+00:00,94588.24866434009,exit,9,101735.50486153783,-7.025331232125076
2025-03-28 16:10:00+00:00,94598.997902607,exit,10,101735.50486153783,-7.014765364995856
2025-03-28 16:30:00+00:00,94582.8479691899,exit,10,101735.50486153783,-7.030639796875937
2025-03-28 16:40:00+00:00,94605.10491592427,exit,9,101735.50486153783,-7.008762531151779
2025-03-28 16:45:00+00:00,94632.58292380122,exit,8,101735.50486153783,-6.9817532703098095
2025-03-28 17:30:00+00:00,94644.52007811716,exit,8,101735.50486153783,-6.970019751778411
2025-03-28 17:40:00+00:00,94633.09857808932,exit,7,101735.50486153783,-6.981246412562547
2025-03-28 18:05:00+00:00,94654.01878462653,exit,7,101735.50486153783,-6.960683083599195
2025-03-28 19:55:00+00:00,94677.2359336314,exit,7,101735.50486153783,-6.937861995684546
2025-03-28 20:05:00+00:00,94693.90810010841,exit,6,101735.50486153783,-6.921474239512593
2025-03-28 20:40:00+00:00,94674.72642574647,exit,5,101735.50486153783,-6.9403286939019875
2025-03-28 23:00:00+00:00,94705.3743749547,exit,4,101735.50486153783,-6.910203567723139
2025-03-28 23:05:00+00:00,94721.84224120999,exit,3,101735.50486153783,-6.894016626617672
2025-03-29 01:40:00+00:00,94739.49929114118,exit,2,101735.50486153783,-6.87666078810758
2025-03-29 15:05:00+00:00,94752.452198257,exit,13,101735.50486153783,-6.8639288444921736
2025-03-29 15:10:00+00:00,94758.52601796277,exit,12,101735.50486153783,-6.8579586380101425
2025-03-29 15:15:00+00:00,94825.08019512493,exit,7,101735.50486153783,-6.792539807826181
2025-03-29 15:15:00+00:00,94805.29944314914,exit,8,101735.50486153783,-6.811983120170995
2025-03-29 15:15:00+00:00,94771.26627287563,exit,11,101735.50486153783,-6.8454357189660975
2025-03-29 15:15:00+00:00,94782.5638377906,exit,10,101735.50486153783,-6.834330879087092
2025-03-29 15:15:00+00:00,94791.79427106387,exit,9,101735.50486153783,-6.825257907673787
2025-03-29 15:20:00+00:00,94837.77131349966,exit,6,101735.50486153783,-6.780065187100604
2025-03-29 16:10:00+00:00,94849.57957428946,exit,5,101735.50486153783,-6.76845836330211
2025-03-29 16:10:00+00:00,94862.23305806798,exit,4,101735.50486153783,-6.756020735164558
2025-03-29 16:50:00+00:00,94889.16742471214,exit,3,101735.50486153783,-6.72954584158556
2025-03-29 22:00:00+00:00,94871.18689310334,exit,3,101735.50486153783,-6.747219643502866
