axis,path,is_trade_ledger,symbol_col,pnl_col,strategy_col,entry_ts_col,exit_ts_col,path_score
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_pass1_summary_all.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_pass1_summary_by_period.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_pass1_summary_by_quarter.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_pass2_file_stats.csv,False,symbol,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_retest_ranking.csv,False,,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_retest_summary_all.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_retest_summary_by_period.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_retest_summary_by_quarter.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_3_BEARISH_DISPLACEMENT_FADE_PAYOFF_V1\research3_3_retest_summary_by_symbol.csv,False,symbol,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_DISPLACEMENT_CANDLE_FOLLOWTHROUGH_V1\research3_file_stats.csv,False,symbol,,,,,0.0
